dataset,c1,c2,c3,c4,c5,f2,l1_a,l1_b,l2_a,l2_b,l3_a,l3_b,m2,m5,r2_a,r2_b,s1,s2,s3,s4,s5,s6,s7,t2,t3,t4
sin_3_10_1.0_7,0.13883969135876542,0.06057382309529237,0.564,0.892,0.03749624760819684,0.2543128945440649,2.012799857565499,2.012799857565499,6.118797963896011,6.118797963896011,1.9806455243925125,1.9733065245849049,0.5913909939951584,0.00218177762977827,0.047458427105943946,0.047458427105943946,2.8498136510113454,1.2722693293575187,2.769615961936673,1.8314889196101232,-30.014597115287774,False,True,50.0,0.0,0.0
sin_3_2_0.1_41,0.17202923211692847,0.1458939435757743,0.554,0.818,0.0591194129799199,0.7105967241864617,0.7642185959697179,0.7642185959697179,0.9125436642477958,0.9125436642477958,0.7582035233036597,0.7583158289559009,0.9568334185831491,0.007425701645919216,0.044020719463027214,0.044020719463027214,0.3490299968416043,0.5029374110927107,0.6973550997193514,0.8581218565377802,-71.0045203592258,False,True,250.0,0.0,0.0
sin_1_1_0.5_41,0.3789250357001428,0.3789250357001428,0.324,0.896,0.0,1.0,0.673449310990414,0.673449310990414,0.6656962177220658,0.6656962177220658,0.6608387100359565,0.6433094258696539,1.0,0.0,0.11349603564302535,0.11349603564302535,0.5307924156998802,0.27194466637803966,0.8212243484993964,0.6368944367031717,20.87291351252881,False,True,500.0,0.0,0.0
sin_1_10_0.1_42,0.2568545954183816,0.1560614306457226,0.504,0.77,0.03448154152098146,0.4176192327757331,1.519065736625708,1.519065736625708,3.641670218427298,3.641670218427298,1.4453159408010323,1.4433817785919785,0.46318841442655706,0.0020896460622243447,0.2609831814741649,0.2609831814741649,1.879627370255281,1.2518580472153047,2.12569619076789,1.3157850484966283,31.136298981811883,True,True,50.0,0.0,0.0
sin_3_10_0.2_42,0.12329262117048467,0.05910573722294889,0.552,0.864,0.04138577720618607,0.31339609685649744,1.712493975824135,1.712493975824135,4.556796388388244,4.556796388388244,1.68284475158841,1.6826206980671847,0.6035106925570951,0.0032204445276785157,0.05041936337154895,0.05041936337154895,2.4298645879349583,1.2832593564109107,2.588268994532008,1.6488848784077814,-11.721254882631255,True,True,50.0,0.0,0.0
sin_1_1_0.2_22,0.5380726482905931,0.5380726482905931,0.616,0.924,0.0,1.0,0.5345630133821968,0.5345630133821968,0.39889065053863804,0.39889065053863804,0.5285358564066209,0.49613382619433305,1.0,0.0,0.25377349240388347,0.25377349240388347,0.23149507322904014,0.2116216558937665,0.573340871434465,0.31910632530296795,21.663390648697284,False,True,500.0,0.0,0.0
poly_1_2_0.1_18,0.43044191376765506,0.2769738758955036,0.388,0.258,0.025192592618204772,0.5402090951175776,0.08265433003873267,0.08265433003873267,0.010726423227302597,0.010726423227302597,0.07858995110516641,0.07851459642716084,0.5,0.0,0.20022629894742994,0.20022629894742994,0.11803106298438755,0.4846630907757786,0.1280984229984788,0.11490763872281366,0.0726631469565236,True,False,250.0,0.0,0.0
poly_5_5_0.0_22,0.47174790299161196,0.41549532598130395,0.37,0.556,0.04596244494181255,0.7110090095939672,0.1794061845979594,0.1794061845979594,0.048885087497268075,0.048885087497268075,0.2437537828344719,0.24096084643789914,0.633007094066752,0.003355642479826387,0.903741479593934,0.903741479593934,0.24104503673264893,0.7788147096701475,0.5380307335868949,0.24365862364928975,0.15489666078766975,True,False,100.0,0.0,0.0
sin_3_5_0.5_40,0.09424712898851596,0.055364688658754636,0.528,0.87,0.025768872545680076,0.4860736510191611,1.3042778196612161,1.3042778196612161,2.6770385783591757,2.6770385783591757,1.2829346016218939,1.2864535444194756,0.6566847271072739,0.0029320046485199714,0.028618605675271303,0.028618605675271303,1.7872412734483454,0.8799592424125259,1.7918878939897969,1.6252783757609839,58.23298994836687,True,True,100.0,0.0,0.0
poly_1_2_0.5_31,0.4136646946587786,0.2952953571814287,0.448,0.704,0.07372755299499216,0.5860587471754566,0.4110452736218914,0.4110452736218914,0.27717105365328004,0.27717105365328004,0.39060293415058317,0.39063657495221865,0.5564215626693354,0.0,0.21081183622169897,0.21081183622169897,0.5751306856916606,0.4972090072159481,0.6155021363003219,0.5290342391415054,0.23072690647450797,True,False,250.0,0.0,0.0
poly_1_1_0.5_7,0.13823191292765172,0.13823191292765172,0.522,0.826,0.0,1.0,0.3803891090687529,0.3803891090687529,0.2281836300066679,0.2281836300066679,0.37660343320761647,0.37732472378305676,1.0,0.0,0.02025662207476764,0.02025662207476764,0.552360114466776,0.31595840526374847,0.5411636193427192,0.5079556019248196,0.43056168696475555,True,False,500.0,0.0,0.0
poly_3_5_0.2_14,0.6144070656282625,0.38035200460801843,0.302,0.538,0.021817024676352274,0.383510106237157,0.19720902861581596,0.19720902861581596,0.060848266921349224,0.060848266921349224,0.23058761310317655,0.2269556989620166,0.441328627748882,0.002752853252962299,0.8676266436197548,0.8676266436197548,0.2874832746979135,0.7893719006809219,0.5231596254828952,0.2606533131327749,0.12976062657797863,True,False,100.0,0.0,0.0
poly_3_1_0.5_16,0.5004534578138312,0.5004534578138312,0.374,0.826,0.0,1.0,0.3921159121277152,0.3921159121277152,0.2403360194507361,0.2403360194507361,0.37589579575350235,0.37164111916441267,1.0,0.0,0.24727930862288305,0.24727930862288305,0.5309779147594434,0.28877479312928017,0.5579504840731588,0.5254268037870204,0.5301319645893009,True,False,500.0,0.0,0.0
poly_3_2_0.0_26,0.7216437185748743,0.6746314665258661,0.202,0.8,0.04047533468792543,0.8214201810990647,0.10598575208293727,0.10598575208293727,0.01682480391331649,0.01682480391331649,0.14947077828787753,0.14739787469059495,0.8504607769839679,0.0,0.9563866656052342,0.9563866656052342,0.045642057534888626,0.34171489610095557,0.3924082505828034,0.11930381047671575,0.29242503786811275,False,False,250.0,0.0,0.0
poly_3_10_0.1_12,0.4668102192408769,0.29464212256849026,0.404,0.6,0.033161102379843155,0.3912942328143455,0.1974361934814151,0.1974361934814151,0.0656717977905496,0.0656717977905496,0.3516792031200307,0.3504545145972728,0.4249831892895453,0.002598348811834719,0.9528215505416757,0.9528215505416757,0.6475944768940873,1.2185448546106252,0.9607327609704296,0.39931569918288556,0.12308582205588872,True,False,50.0,0.0,0.0
sin_1_2_0.0_2,0.491187116748467,0.46269953079812315,0.456,0.856,0.03806158973789938,0.8948711120072472,0.5676448848691105,0.5676448848691105,0.5033867768910533,0.5033867768910533,0.5466492900716037,0.5439878059517059,0.9339137997163612,0.011418439490462852,0.4824407066573895,0.4824407066573895,0.1033014143305439,0.40069505430087926,0.5768855353175193,0.4289767933809785,-91.18712529351497,False,True,250.0,0.0,0.0
poly_3_10_1.0_26,0.379626318505274,0.212923888495554,0.438,0.704,0.03658949602769783,0.34362887881235044,0.7852039283211968,0.7852039283211968,1.0151254184684442,1.0151254184684442,0.7769959653665105,0.7825799445887497,0.26153519460897867,0.0033121046798088565,0.6053173305471939,0.6053173305471939,1.3083312857619063,1.2307588830906235,1.5584212072703618,0.7722474845931373,0.1468800399746792,True,False,50.0,0.0,0.0
poly_3_2_0.1_33,0.7958335833343333,0.6797322549290197,0.14,0.69,0.03214658973662672,0.6480768741807192,0.09624397235902046,0.09624397235902046,0.01455559160527336,0.01455559160527336,0.11409334079080395,0.11440879831156926,0.738267346191885,0.003821720452523968,0.9308484719419187,0.9308484719419187,0.11972648901945254,0.3483469827039237,0.32345408244415524,0.12220592749573625,0.19348078226917276,False,False,250.0,0.0,0.0
poly_1_1_0.2_10,0.4338835275341101,0.4338835275341101,0.446,0.636,0.0,1.0,0.16111734129179248,0.16111734129179248,0.040494252607640176,0.040494252607640176,0.1563432369246094,0.15655596273262648,1.0,0.0,0.18786403506816007,0.18786403506816007,0.2394070916921586,0.2908418963147696,0.257315182501786,0.22141915310451196,0.23698728261543753,True,False,500.0,0.0,0.0
poly_1_5_1.0_42,0.1592756771027084,0.12062738170952685,0.512,0.78,0.038822004197011414,0.548283559064443,0.7995487951088444,0.7995487951088444,1.0218698451313604,1.0218698451313604,0.7803229690959655,0.7793717420589341,0.3459050571315125,0.0030909942332049602,0.09676818528329933,0.09676818528329933,1.1103318123471173,0.8780353335897936,1.1229420860014163,0.9734237119485656,0.3555649629259405,True,False,100.0,0.0,0.0
poly_1_2_0.5_43,0.33737174948699794,0.2361215844863379,0.446,0.76,0.05226393495496454,0.5660584497464743,0.40645550104644246,0.40645550104644246,0.2535971440202334,0.2535971440202334,0.3981614207821901,0.3984030252641197,0.5188655221240825,0.0,0.138702957022229,0.138702957022229,0.5738950103770121,0.4910588926883653,0.6049011977440626,0.5230633870844722,0.3399857507698766,True,False,250.0,0.0,0.0
sin_1_5_1.0_9,0.29459666638666554,0.23135743102972411,0.462,0.826,0.034984822872928534,0.6021762444141079,1.2675198880847227,1.2675198880847227,2.5129722370022676,2.5129722370022676,1.2376723697935783,1.2385525443457126,0.7381488563773082,0.003133224471749723,0.27944902470269417,0.27944902470269417,1.3862753717965444,0.8700743677257283,1.792972906872214,1.229869378370037,19.712089106979693,False,True,100.0,0.0,0.0
poly_5_10_1.0_21,0.26713537254149017,0.18942078648314595,0.492,0.638,0.03304977394629063,0.5165964031333123,0.859762542383756,0.859762542383756,1.1132935603146057,1.1132935603146057,0.8048204894268276,0.8229567689068591,0.3396187659177123,0.003999431587443253,0.4135158631249679,0.4135158631249679,1.3091849064637795,1.2468048781481902,1.4685199618421894,0.7797125565477846,0.15183004119663138,True,False,50.0,0.0,0.0
sin_3_5_0.0_25,0.1553261253045012,0.1211883503534014,0.544,0.828,0.03997130975846675,0.6927556667986349,1.2480420341191971,1.2480420341191971,2.367016882887761,2.367016882887761,1.213118175695578,1.215752384605162,0.7420613087829357,0.0024113199332791413,0.09121073675068303,0.09121073675068303,1.6837131013369462,0.853292929241626,1.7232467686239998,1.4239092378607883,-39.094795158340574,False,True,100.0,0.0,0.0
poly_3_10_0.1_11,0.4542264889059556,0.27483271213084853,0.398,0.484,0.034753158605220685,0.4243135222205104,0.11973094667275075,0.11973094667275075,0.023195121893632945,0.023195121893632945,0.24846604829504304,0.24785940978689092,0.3637044738226948,0.0030581117755378003,0.9607272390293294,0.9607272390293294,0.4282443329794043,1.2234630750486697,0.6262346353465886,0.25961273397656853,0.10754879013981414,True,False,50.0,0.0,0.0
poly_3_10_0.0_45,0.5286556826227304,0.27106174024696095,0.392,0.544,0.03672146081972784,0.26946926433977364,0.18454108155404994,0.18454108155404994,0.05282141521413216,0.05282141521413216,0.29466826971965887,0.29386247711492997,0.3112062144318012,0.0031033481438388555,0.926703758189811,0.926703758189811,0.5006580474150688,1.198182185913423,0.7321385421594303,0.2874303207537736,0.10013866915799109,True,False,50.0,0.0,0.0
poly_3_10_0.2_41,0.47084261937047744,0.2790935739742959,0.414,0.53,0.03402458126568983,0.39618470057372,0.22054920538509415,0.22054920538509415,0.07551531901852641,0.07551531901852641,0.31152611529543534,0.30752878940960177,0.3225961480116986,0.0016247709720412186,0.9180790559914445,0.9180790559914445,0.548130479139599,1.2145327309483955,0.8251475005418011,0.3410393257475118,0.09818130708802862,False,False,50.0,0.0,0.0
poly_3_2_1.0_31,0.34529754119016476,0.29130836523346093,0.462,0.874,0.049929427494884604,0.7272366082834416,0.781472329857717,0.781472329857717,0.9930585132619809,0.9930585132619809,0.7426326397583576,0.7435481053674218,0.5,0.0,0.1844739330341505,0.1844739330341505,1.1413541175725526,0.4907190910561428,1.220721284624129,1.0025501056901063,0.5410273355341078,True,False,250.0,0.0,0.0
poly_3_2_0.5_28,0.551565214260857,0.4972823251293005,0.36,0.75,0.072874818299516,0.7802867878849142,0.39028601091875825,0.39028601091875825,0.2391178852468027,0.2391178852468027,0.3706855199232771,0.3708381485668329,0.7831494518674531,0.008468381238486125,0.48102540758298207,0.48102540758298207,0.5287893562002253,0.4471089650624924,0.6727408087385472,0.5041457225472565,0.4108224568213296,True,False,250.0,0.0,0.0
sin_3_1_0.2_46,0.12792195168780673,0.12792195168780673,0.56,0.924,0.0,1.0,0.6192856964602935,0.6192856964602935,0.5035977031589957,0.5035977031589957,0.6184589806024321,0.6153905551704503,1.0,0.0,0.020829812996764563,0.020829812996764563,0.22910172687197225,0.33714028913459093,0.4873850363183435,0.6970326059727833,-13.39686592821911,False,True,500.0,0.0,0.0
poly_1_2_0.5_36,0.21871825087300348,0.19554899019596078,0.512,0.782,0.02340837452737179,0.7939936201259878,0.39561132862516873,0.39561132862516873,0.23801111843692527,0.23801111843692527,0.38447120011143093,0.38225162327957923,0.534901658540048,0.0,0.08060589488779124,0.08060589488779124,0.5622112311225271,0.5076123038401043,0.5843440923617279,0.5097687843829143,0.38983159782381327,True,False,250.0,0.0,0.0
poly_5_5_0.5_8,0.45899962799851196,0.34225450181800726,0.4,0.674,0.023625617167184,0.576798965308142,0.4495657532813109,0.4495657532813109,0.320793180330492,0.320793180330492,0.4531770668044487,0.45239410005501074,0.5613397496043527,0.003982352116192774,0.672417919207914,0.672417919207914,0.6278378627107647,0.8128746531806771,0.8641700516078192,0.5669617118153616,0.24357684416662778,True,False,100.0,0.0,0.0
poly_1_1_0.5_24,0.16734143736574947,0.16734143736574947,0.538,0.838,0.0,1.0,0.41144913986514514,0.41144913986514514,0.2678957771397772,0.2678957771397772,0.40447575339369896,0.40377851757007455,1.0,0.0,0.02612246743618518,0.02612246743618518,0.6015306201921199,0.3394625169611403,0.6110268450693885,0.5565534366566659,0.8060504951353741,True,False,500.0,0.0,0.0
poly_5_10_0.2_34,0.5102087288349154,0.2798906939627759,0.346,0.648,0.03518232635481449,0.34866383188982153,0.4294213895427569,0.4294213895427569,0.28639146218336475,0.28639146218336475,0.510487183806632,0.5071745744695213,0.40993016922411546,0.0030417997018202247,0.8809487244662838,0.8809487244662838,0.8200854367380052,1.2094369644765106,1.260967022324728,0.5582810109075146,0.18255249362581322,True,False,50.0,0.0,0.0
sin_1_2_0.5_14,0.4386752907011628,0.38800907203628815,0.444,0.826,0.012178640184037692,0.7791688037932138,0.7212153736447555,0.7212153736447555,0.8126330478586457,0.8126330478586457,0.6735736418658657,0.6728271078712648,0.933831760597738,0.0009857414840232113,0.31368978300944395,0.31368978300944395,0.6251639489140598,0.4468154758598075,0.9322693967092663,0.6795338470015332,-14.663391494087994,True,True,250.0,0.0,0.0
sin_3_1_0.1_22,0.23441997767991074,0.23441997767991074,0.502,0.942,0.0,1.0,0.6189494435244992,0.6189494435244992,0.4924264649121866,0.4924264649121866,0.6124600376925419,0.5880314133712078,1.0,0.0,0.06810106211994749,0.06810106211994749,0.12050505396277313,0.29387526260113617,0.5001698331804924,0.6248485829252974,63.02932142544702,False,True,500.0,0.0,0.0
sin_1_1_0.1_23,0.7510247320989284,0.7510247320989284,0.194,0.888,0.0,1.0,0.4008312174389684,0.4008312174389684,0.20951818055405336,0.20951818055405336,0.36678236409725384,0.3579858122081344,1.0,0.0,0.5941338266477878,0.5941338266477878,0.11720985169517167,0.1401445336584189,0.4322829413209192,0.17700813915963717,-17.09131276279853,False,True,500.0,0.0,0.0
poly_1_10_1.0_46,0.2318832635330541,0.11023373693494773,0.5,0.742,0.03227453567547718,0.3354101724762871,0.8151614156600552,0.8151614156600552,1.0724914066519382,1.0724914066519382,0.7827517767404591,0.7814013355509826,0.3108854584888404,0.001801068504644138,0.17629136683212698,0.17629136683212698,1.237505873454919,1.2592925000014688,1.2559081059363932,0.7303813116273681,0.1829749156755881,True,False,50.0,0.0,0.0
poly_1_1_0.1_40,0.581628310513242,0.581628310513242,0.326,0.27,0.0,1.0,0.07678394335790543,0.07678394335790543,0.009437042064890381,0.009437042064890381,0.07165969702945685,0.07175785549131192,1.0,0.0,0.3315769952272489,0.3315769952272489,0.10362394184164958,0.29049917628200883,0.11852987726612138,0.09905951782677656,0.14189817346131928,True,False,500.0,0.0,0.0
poly_1_1_0.1_8,0.9364554258217033,0.9364554258217033,0.0,0.326,0.0,1.0,0.07962765312577241,0.07962765312577241,0.00987751042561313,0.00987751042561313,0.06746118969720619,0.06786881287081836,1.0,0.0,0.8706825435960532,0.8706825435960532,0.11194916295927604,0.11201591026566456,0.23005818811659232,0.09813329965306888,0.40405031796780866,False,False,500.0,0.0,0.0
poly_3_5_1.0_3,0.3564328177312709,0.24762788331153324,0.442,0.75,0.043902138287269105,0.5383896701194009,0.8097338975606971,0.8097338975606971,1.0001793138725563,1.0001793138725563,0.7514118972036418,0.7502559080850715,0.5208037839493288,0.003576961157014125,0.36158471934088066,0.36158471934088066,1.1230640498876883,0.8531312455119128,1.2760849932948415,0.9630073120309691,0.27019589174015785,True,False,100.0,0.0,0.0
poly_5_10_0.2_4,0.44275713102852415,0.2662553082212329,0.428,0.644,0.034139016958395406,0.3777822600364134,0.41056533223115094,0.41056533223115094,0.2576498330971932,0.2576498330971932,0.47664306820625446,0.47407712533541196,0.37325329397913054,0.002765148783319119,0.8550440218133937,0.8550440218133937,0.8098230348881186,1.2052262053283131,1.1456643967647426,0.5224638081434589,0.13470117605451432,True,False,50.0,0.0,0.0
sin_3_10_0.5_25,0.11205414421657685,0.04495406141624566,0.56,0.894,0.02966312596635041,0.2896237192797952,1.9742205828136055,1.9742205828136055,5.912318943287129,5.912318943287129,1.9593862731930403,1.9610693876846272,0.3444781373261959,0.0021352333897168793,0.0356235085738158,0.0356235085738158,2.758126058087774,1.2675447875672912,2.843905135757024,1.712866114875948,-40.78741404160203,True,True,50.0,0.0,0.0
sin_3_5_0.5_23,0.11283232332929331,0.09408724994899978,0.566,0.842,0.04294995315072075,0.7446315764668794,1.1969047828606734,1.1969047828606734,2.2949029268912446,2.2949029268912446,1.1950050939170582,1.1934713802454535,0.7192080543800261,0.0014810037107904866,0.03779134281801866,0.03779134281801866,1.6522846252822476,0.886914906761848,1.6408574511722405,1.505398027961412,13.200958718404365,True,True,100.0,0.0,0.0
sin_3_5_0.1_13,0.1598188472753891,0.08709546518186073,0.518,0.894,0.028283271947776422,0.3296775268455623,1.235857709122512,1.235857709122512,2.32734919243684,2.32734919243684,1.2123623730353097,1.2003037127899638,0.6981782519954652,0.001345409465715533,0.045464810864074834,0.045464810864074834,1.6988625561682382,0.8719483270466462,1.703573620263,1.4460450324675935,-35.69704429164192,True,True,100.0,0.0,0.0
poly_3_5_0.2_21,0.6062931131724526,0.37745271621086485,0.29,0.444,0.02109003837536884,0.39397022422533934,0.15635869840145522,0.15635869840145522,0.0396357675566642,0.0396357675566642,0.1764757052446955,0.17593952925401232,0.4033430325720618,0.0013868548115717014,0.8376976547428424,0.8376976547428424,0.2651594869747174,0.8108057852947967,0.4003205020285353,0.21488739098008197,0.10553291825478281,True,False,100.0,0.0,0.0
sin_1_2_1.0_44,0.3318067032268129,0.32427979311917243,0.49,0.88,0.017969792041952308,0.983488983914081,0.9823466561504411,0.9823466561504411,1.5392599903380446,1.5392599903380446,0.9493033782308554,0.9448993459399379,0.9926013335452604,0.0027278448034260758,0.216378977568509,0.216378977568509,1.0765492087719584,0.4824241614123902,1.3200854211305062,1.159750217727034,-29.911430212843648,True,True,250.0,0.0,0.0
sin_1_10_0.2_8,0.2552064608258433,0.15791193404773618,0.516,0.768,0.03584046419274876,0.44061902047800994,1.5290836227075482,1.5290836227075482,3.578203017679914,3.578203017679914,1.4730165790100984,1.4886110936258394,0.6193579712007695,0.002764082213960813,0.28532627254113196,0.28532627254113196,1.9203658744571965,1.2363239087706568,2.193189579891413,1.4601790098235987,-23.003571461731816,True,True,50.0,0.0,0.0
sin_3_2_0.1_26,0.20885891543566174,0.1236313105252421,0.562,0.858,0.04657343478044369,0.5226832307893217,0.8105752233577828,0.8105752233577828,0.9643403532084236,0.9643403532084236,0.7929228057516473,0.7944880693681786,0.9406423594562314,0.0,0.049456524692184534,0.049456524692184534,0.34655170983926176,0.508277177404959,0.7049292015171909,0.9058156924399854,-30.902722294913758,False,True,250.0,0.0,0.0
sin_3_1_0.0_3,0.15639595358381433,0.15639595358381433,0.606,0.914,0.0,1.0,0.6207763785112281,0.6207763785112281,0.4878875307191317,0.4878875307191317,0.620510167842023,0.6185051808081551,1.0,0.0,0.028695052053507086,0.028695052053507086,0.023986617481986196,0.3110030083487924,0.3998402308683173,0.6323256102324182,-38.75436323896729,False,True,500.0,0.0,0.0
poly_5_2_1.0_24,0.4445667382669531,0.37297771591086365,0.436,0.858,0.04589676342031602,0.7032022812673087,0.7739134531446075,0.7739134531446075,0.9505106122111641,0.9505106122111641,0.7397909323951304,0.7385973115524511,0.5471847086008974,0.0,0.2916964281011635,0.2916964281011635,1.1129615880607822,0.48832325948640914,1.2659179739313904,0.9910742979940529,0.4418168872457981,True,False,250.0,0.0,0.0
poly_5_2_0.0_3,0.8061837687350748,0.6719007356029423,0.078,0.616,0.022139327196153767,0.6061350650087151,0.12589624338767194,0.12589624338767194,0.024154623649913807,0.024154623649913807,0.14924139264837083,0.1459316854746685,0.7271374526589285,0.011581063156528503,0.8887581166829573,0.8887581166829573,0.03435658386675079,0.3139461644788597,0.26706441278892273,0.07426556344632607,0.23642741229885372,True,False,250.0,0.0,0.0
