dataset,c1,c2,c3,c4,c5,f2,l1_a,l1_b,l2_a,l2_b,l3_a,l3_b,m2,m5,r2_a,r2_b,s1,s2,s3,s4,s5,s6,s7,t2,t3,t4
MercuryinBass,0.9723774744216199,0.6726155147371552,0.0,0.0,0.44986551916774736,0.2351594167936158,0.03805304583840011,0.037825889013757996,0.0031600028003384794,0.0031569650183155096,0.034732590516504895,0.042884005031957585,0.40226219285885256,0.09388962592408906,0.9376800919254089,0.9377400014597934,0.09086215797625195,0.7807487037934595,0.14853741927314174,0.05819601698869389,0.7090305329144374,True,False,5.888888888888889,0.1111111111111111,0.5555555555555556
kdd_el_nino-smal,0.7987904266816951,0.3016115294967116,0.09449929478138223,0.09873060648801128,0.20472306603217627,0.18978943210628932,0.055267036873163804,0.055267036873163804,0.0056245296753891375,0.0056245296753891375,0.04791519023079029,0.05007523679196843,0.4731715562809132,0.24550554662433,0.8172486405549185,0.8172486405549185,0.033329757562754775,0.6305732171543368,0.02635732266876149,0.058374716453658666,0.23677847214216483,True,False,118.16666666666667,0.0,0.6666666666666666
dataset_2182_autoMpg,0.8749473981990712,0.7126463074228432,0.3969849246231156,0.05025125628140704,0.5639040797557111,0.5242914175120329,0.06676641795275493,0.06676641795275493,0.0077195155110051815,0.0077195155110051815,0.06314735852334363,0.06379229092839596,0.665697520307047,0.21518394589883863,0.8209019153826465,0.8209019153826465,0.06577924861996891,0.5927396917954448,0.07480888484978082,0.05347606374460833,0.5378152794604667,True,False,56.857142857142854,0.0,0.2857142857142857
insurance,0.6634600597131323,0.32689401867757867,0.14573991031390135,0.1517189835575486,0.10927188154853552,0.7085371445856986,0.14417695877756265,0.0672161070485078,0.03296194112476562,0.009385166343306967,0.14336739838815862,0.21803945129452773,0.5243056252964442,0.03576478293489822,0.11718338606939949,0.7486379597302127,0.05690999888475778,1.2408135110093392,0.11805449363608286,0.21506303630206622,0.9964552645892073,True,False,167.25,0.75,0.625
analcatdata_galapagos,0.256948449777862,0.13972801197162005,0.36666666666666664,0.0,0.38428267254420223,0.18782832906433955,0.08219652323024593,0.08219652323024593,0.011952651379933886,0.011952651379933886,0.09899062552904798,0.0828657586586841,0.5617129328508107,0.11680033527895625,0.6393049735268033,0.6393049735268033,0.06993967405957975,0.6737092273655295,0.10347047766719707,0.04752643488581922,3.2558073604078808,True,True,5.0,0.0,1.0
SWD,0.5156422249637421,0.2987091469367356,0.333,0.468,0.14952771527080808,0.3733734373294356,0.17320175883500355,0.17282189327219982,0.04658232993770763,0.04631372176473704,0.16391582495143098,0.16452160385977527,0.4434226658781538,0.022660724458208364,0.3622731865436839,0.3659505172921873,0.20220220220220214,1.276915802200626,0.219,0.21013557544739947,0.45019514455937354,False,False,166.66666666666666,0.16666666666666666,0.0
boston,0.8529141394922163,0.5383475150530329,0.17391304347826086,0.0533596837944664,0.4351659230981725,0.30247724672452275,0.07412790105015504,0.0736055024838153,0.011570397990502712,0.011279889234514574,0.06887351414272393,0.07793219156384228,0.5745367333486788,0.18724596757770853,0.7224570111761148,0.7294255414274198,0.0736237623762376,0.8324889230581787,0.07617918313570488,0.1016746663250198,0.5240468282959972,True,False,42.166666666666664,0.08333333333333333,0.6666666666666666
disclosure_x_noise,0.07769995006081447,0.05465014915747781,0.5755287009063444,0.34894259818731116,0.01127695279742755,0.5266005309838397,0.09775353634917368,0.09775353634917368,0.0159802197382962,0.0159802197382962,0.09686016257564782,0.09711821791602128,0.3333333333333333,0.0,0.014335988269879918,0.014335988269879918,0.13938886470761014,0.3612340411010745,0.13735149056257495,0.1251553552812267,0.3177209721716157,True,False,220.66666666666666,0.0,1.0
witmer_census_1980,0.7056153459100714,0.4190019084929061,0.24,0.46,0.4159482464108875,0.42346994185086567,0.11318772998070072,0.11318772998070072,0.020000630797546274,0.020000630797546274,0.13570817546615563,0.13235082656099328,0.5281113339677455,0.04118855654661507,0.6921488166116031,0.6921488166116031,0.1571567402471192,0.38712938707540423,0.16544217687074828,0.10164429027139081,0.5215577990123685,False,False,12.5,0.0,0.5
colleges_usnews,0.62687134635966,0.2908782424387879,0.2749169435215947,0.06893687707641195,0.2624505547416305,0.25362731013680095,0.09319828732098397,0.08649797177465973,0.015266303503979005,0.013399813974221512,0.0852920841080912,0.18930126434188516,0.36674061646203104,0.09552194746846292,0.48184520686582577,0.5451958729865749,0.12208116073452731,1.6298597105141908,0.1394065237088493,0.13514949214287933,0.36029192644833397,True,False,17.44927536231884,0.7536231884057971,0.9710144927536232
rabe_97,0.7300053434177312,0.4044131936965812,0.2826086956521739,0.34782608695652173,0.19146485750366068,0.6033524236987252,0.18260086949614734,0.05402331430797158,0.04054880602867189,0.005256402208686166,0.16674646579755775,0.23031982480061156,0.5448961922781956,0.0,0.4422339097543061,0.9276959497494299,0.06849689823912458,0.6730157489539557,0.12331949560995713,0.20873910459127185,0.6926423997956755,False,False,15.333333333333334,0.3333333333333333,0.0
chscase_geyser1,0.7629763678093509,0.3825092886380803,0.15765765765765766,0.2882882882882883,0.0835543425511348,0.5000021156661425,0.09185069222852556,0.09185069222852556,0.013033373722028832,0.013033373722028832,0.08641193984817194,0.08675392482911132,0.5,0.02884892755722975,0.775505749882577,0.775505749882577,0.12516007854520617,0.475660703967442,0.2475777664456909,0.10827912545417821,0.44021900708457185,False,False,111.0,0.0,0.0
detroit,0.7582417582417583,0.5972104818258664,0.15384615384615385,0.0,0.6262079948404705,0.36227911543354685,6.901530629040036e-16,6.901530629040036e-16,7.931905438844516e-31,7.931905438844516e-31,0.09866865075408804,0.0801188422229302,0.6574235506401133,0.3581694494460736,1.0,1.0,0.12743118186808877,0.9788053619192731,0.1336607083607319,0.06971412012536037,0.7473787595496638,True,False,1.0,0.0,0.07692307692307693
chatfield_4,0.9336398219849835,0.8525632882843316,0.0,0.00425531914893617,0.866823712056731,0.471013663784917,0.04587421621838164,0.04587421621838164,0.003913967403684519,0.003913967403684519,0.036866136481417996,0.03704278768276888,0.6488980886718415,0.18783015155082178,0.8890773366902769,0.8890773366902769,0.07062349606209255,0.4468790284536348,0.08055066744876375,0.039497872264121846,0.8729580699348963,True,False,21.363636363636363,0.0,1.0
visualizing_galaxy,0.9154040003097003,0.521572901234697,0.13312693498452013,0.3281733746130031,0.25575485848592033,0.3129458234108265,0.06770969858179285,0.06770969858179285,0.006671264183499454,0.006671264183499454,0.059016594403668125,0.06007663732999444,0.7217640880586138,0.12416490766624944,0.8991241220388486,0.8991241220388486,0.03663917455792011,0.35130033498238783,0.03725321017103994,0.04339160759441666,0.5098002833608533,False,False,80.75,0.0,0.25
meta,0.4461067116843558,0.27046649516247334,0.38446969696969696,0.0,0.2566396245142374,0.16594588536644655,0.011888759386082063,0.01526138756239434,0.003576875711961774,0.003300805193764725,0.018368704622056763,0.1113845188890317,0.7982552419796012,0.22890850709475047,0.1112792111316403,0.17987248315808535,0.007863481460481244,2.32344841366764,0.007869156801383151,0.008078449177196818,7.673254444925533,True,True,8.380952380952381,0.746031746031746,0.9365079365079365
analcatdata_michiganacc,0.5573991892136259,0.5573991892136259,0.5370370370370371,0.18518518518518517,0.0,1.0,0.14524119772907784,0.11377254533179013,0.03265197538134655,0.01939536220252269,0.14266329707623046,0.18688279856259524,1.0,0.09175645861130034,0.2976308629978862,0.5827908219050151,0.1604361370716511,1.6925268343537088,0.16604938271604938,0.17369607269399961,0.5018544682009617,False,False,6.352941176470588,0.9411764705882353,0.9411764705882353
places,0.32728492885564625,0.1683872866274048,0.46808510638297873,0.303951367781155,0.31610048555255493,0.3522452918587894,0.1049342898582734,0.1049342898582734,0.018740763117402512,0.018740763117402512,0.10076988401311486,0.10074851778857973,0.38322880108135704,0.020330122125504675,0.2312796915221096,0.2312796915221096,0.1425457646789878,0.547493832913002,0.1501567968303154,0.11533093916125957,0.4365564151081946,True,False,41.125,0.0,1.0
dataset_2176_mbagrade,0.3524370228984053,0.32890537630879213,0.47540983606557374,0.4918032786885246,0.0,1.0,0.17372421862586945,0.1535601406416523,0.04758473004236058,0.04137718221989453,0.16152660334104277,0.17982122098898476,1.0,0.0,0.15759555273373205,0.2674893335245083,0.24416909620991253,0.4125241106960728,0.27033647182526405,0.22376993558217056,0.4305326080985601,False,False,30.5,0.5,0.5
cpu.with.vendor,0.94062381513894,0.7535678729399233,0.0,0.009569377990430622,0.4605266369119508,0.3205841426934621,0.026294384484045134,0.026294384484045134,0.0014203398300542576,0.0014203398300542576,0.02661710999017044,0.050100289475527054,0.4567945181918281,0.17482737821401714,0.9108693747168687,0.9108693747168687,0.014387697339455312,0.23008039637436548,0.016278896900319632,0.006524244243988528,1.8307383275615379,True,True,34.833333333333336,0.0,1.0
ESL,0.8267827981215112,0.7679550183247802,0.0778688524590164,0.03483606557377049,0.5859627043501617,0.6993640087287643,0.05015579229036065,0.05015579229036065,0.0043140200093642715,0.0043140200093642715,0.043805430091813514,0.043740001661195155,0.8452036733149312,0.14187597824508083,0.8631147555231278,0.8631147555231278,0.06288501026694045,0.283217632294766,0.10425204918032786,0.048893216469501836,0.3357862246706452,False,False,122.0,0.0,1.0
iq_brain_size,0.5120869291449406,0.24874703837125675,0.4,0.55,0.3596504005117703,0.32048547031585106,0.17111167366836638,0.15388257267112443,0.05761698335545543,0.033668415364496704,0.16015892823863517,0.13296147310147774,0.41153469616300026,0.0852886482941754,0.13354137651801612,0.49368593889115286,0.2722972564544919,1.1160321327626308,0.10344351889744033,0.25852507483518433,0.9671844372124088,True,False,2.857142857142857,0.14285714285714285,0.2857142857142857
visualizing_ethanol,0.14113938265947432,0.11096204017915046,0.5795454545454546,0.8409090909090909,0.03113092731422505,0.6992979993259363,0.25012265948882517,0.25012265948882517,0.08314294017693924,0.08314294017693924,0.24662840572654754,0.23326483974309903,0.5,0.0,0.014102051988325703,0.014102051988325703,0.28320058048450675,0.4184306888524029,0.31796987087517936,0.11201067236125553,0.5170385581771576,False,False,44.0,0.0,0.0
arsenic-male-lung,0.2588274738410648,0.09108742418772131,0.6046511627906976,0.014311270125223614,0.23712558795669036,0.33189673094810723,0.020510084893830948,0.020510084893830948,0.005292857318515044,0.005292857318515044,0.021438386165680046,0.05175737358222653,0.8495592238792171,0.2210674675983868,0.19583623226891989,0.19583623226891989,0.004390238141633157,0.30201825542691185,0.004403014326005783,0.00568733547705028,8.334216302930663,True,True,139.75,0.0,0.25
rabe_131,0.43604424729615393,0.19405415478417543,0.86,0.54,0.4024085669702773,0.31927844563381635,0.2494156879441953,0.2494156879441953,0.09015012790322414,0.09015012790322414,0.23666046886068784,0.24521429963698388,0.4879150184844904,0.05227971091274453,0.26534665779697797,0.26534665779697797,0.34013605442176875,0.4274950828513313,0.35333333333333333,0.1974688480794467,0.6330749231527542,False,False,12.5,0.0,0.5
Brainsize,0.6670480460092835,0.47784555976057985,0.325,0.125,0.3702383345195794,0.4782809179273432,0.11951567950132327,0.11296665364968814,0.02235594799681214,0.020330770008704625,0.2829042342743625,0.16454491827829115,0.5731093648431964,0.1776026088032693,0.6336359589230731,0.6668241015922594,0.17243809386889028,0.9593234702924129,0.18826722735610704,0.24453437138429093,0.6041579584004108,False,False,6.666666666666667,0.16666666666666666,0.0
dataset_2198_diabetes_numeric,0.5453777303903177,0.44865550344226646,0.32558139534883723,0.32558139534883723,0.23256906897137522,0.9368225737476488,0.12445447651280596,0.12445447651280596,0.024713183267609018,0.024713183267609018,0.1124371223450778,0.11379712637348308,0.6053766401488991,0.0,0.36845153122635665,0.36845153122635665,0.17460317460317465,0.3707598935856833,0.21576227390180885,0.10939799374071882,0.40774817039874944,True,False,21.5,0.0,0.5
no2,0.482931399027287,0.21129708609797904,0.41,0.0,0.10404847327553757,0.22676512415552513,0.017611154751920318,0.017611154751920318,0.006501099945788903,0.006501099945788903,0.016239522389574615,0.10508989427482021,0.38192267834141663,0.04276666587630436,0.010091691045884477,0.010091691045884477,0.01575783465163841,0.7751102151103562,0.016329958642578225,0.01479260442951866,9.039098210227031,True,True,71.42857142857143,0.0,0.5714285714285714
bodyfat,0.9934043231872762,0.5012197354806606,0.11507936507936507,0.0,0.5240776681119773,0.08223785528285503,0.010109402122891981,0.010109402122891981,0.0006768769056579784,0.0006768769056579784,0.009816105113687044,0.03354012748367216,0.11875349846623025,0.0728243602986033,0.9781070874885559,0.9781070874885559,0.06710840847137765,0.5719946866516354,0.12369256474519633,0.03944635328152603,0.43612392342709033,True,False,18.0,0.0,0.9285714285714286
analcatdata_gviolence,0.9585690895700928,0.5220983483676995,0.0,0.06756756756756757,0.35400530269506436,0.1968346990193521,0.04666961648890131,0.04666961648890131,0.005328771505249824,0.005328771505249824,0.04129105173568128,0.06350869120707758,0.35965720648566346,0.10713232006741207,0.9258126624675898,0.9258126624675898,0.0593607305936073,0.516614761365624,0.13063063063063063,0.025470154460538505,1.3522249800585018,True,True,10.571428571428571,0.0,0.7142857142857143
SMSA,1.0,0.36966568613127476,0.0,0.0,0.2449901781180775,0.07142857142857394,1.1740405877696347e-16,1.1740405877696347e-16,2.4010510044128122e-32,2.4010510044128122e-32,0.006035376839160948,0.031092364419206292,0.12402904240940574,0.035705409621279424,1.0,1.0,0.04180221210149643,0.8768476751033969,0.06896919304978148,0.021844835543010695,2.106361356408431,True,True,4.214285714285714,0.0,0.9285714285714286
cocomo_numeric,0.9486962525180084,0.9486962525180084,0.0,0.0,0.0,1.0,0.044069133049720426,0.013835640707518464,0.0064012460419179875,0.0006975845137340189,0.035896106118734984,0.052558656157306545,1.0,0.12953112814596232,0.8424880143750276,0.9828349166427989,0.08147614342268406,3.6313977390279923,0.08720963815653753,0.09667552495761539,1.6367993179025688,True,True,1.0714285714285714,0.9821428571428571,0.625
balloon,0.5224913731525599,0.5224913731525599,0.28285857071464265,0.03948025987006497,0.0,1.0,0.039152292309563436,0.039152292309563436,0.002611405637998556,0.002611405637998556,0.03546992910511325,0.05750902400165822,1.0,0.0,0.6478546132173877,0.6478546132173877,0.060201590005678596,0.048546745282753746,0.06455744302749251,0.037004037211971534,0.097676795291456,True,False,2001.0,0.0,1.0
analcatdata_runshoes,0.5415428447928544,0.37497743541271306,0.3333333333333333,0.1,0.22793091656699585,0.5632411963378479,0.12916128282841863,0.1198156805800073,0.030658998949499937,0.024196421670590447,0.1137068633300839,0.1499308292617586,0.4423524145567226,0.12875115810805124,0.27803398549034974,0.4302164220141296,0.16222760290556898,1.5127694219095054,0.18809523809523807,0.18882007489532351,0.9948340604183843,True,False,5.0,0.75,0.5
quake,0.05440747134347927,0.028466556352233514,0.8774104683195593,0.48760330578512395,0.09298415134548654,0.36701389246236044,0.13489480216103902,0.13489480216103902,0.029467463785420776,0.029467463785420776,0.13468626078427554,0.12876641012899226,0.3569793829128787,0.15406481139690797,0.005862136504637849,0.005862136504637849,0.1707103186202864,0.5176167092359583,0.17776942983554547,0.17082430670679047,1.0688674548175805,True,True,726.0,0.0,0.3333333333333333
pm10,0.33150792647950633,0.147372094462429,0.474,0.394,0.10428644772245052,0.2476054481660119,0.13927778689111792,0.13927778689111792,0.032545330825655576,0.032545330825655576,0.1381761477730655,0.13836611501502674,0.5182533540105347,0.03781238774723582,0.08381552508552781,0.08381552508552781,0.16498309096919417,0.791439971228066,0.19169066988903263,0.1496928380889892,0.3436761427085575,True,False,71.42857142857143,0.0,0.5714285714285714
disclosure_x_bias,0.12434460118564773,0.10082325237857769,0.5664652567975831,0.24169184290030213,0.03492335294311751,0.8269187563553234,0.08348598191275673,0.08348598191275673,0.012414768131915145,0.012414768131915145,0.08313814110436052,0.08325025133501053,0.4854105731352498,0.00021729193856320406,0.029527620629928197,0.029527620629928197,0.1197680764436412,0.39608924822043967,0.12178495045105828,0.1133413430224215,0.3828589087215127,True,False,220.66666666666666,0.0,1.0
arsenic-male-bladder,0.22948604333817263,0.09326806018663295,0.5688729874776386,0.008944543828264758,0.23712558795669036,0.37508477911919025,0.0217104124376667,0.0217104124376667,0.005277677689991664,0.005277677689991664,0.024581884483474453,0.04733937710781649,0.7843832001163806,0.22133737894931246,0.15837558245022787,0.15837558245022787,0.005955334987593051,0.3111495589669151,0.005862116416678135,0.006007033680350221,7.755566454966971,True,True,139.75,0.0,0.25
analcatdata_negotiation,0.7673117427897539,0.4188587390199924,0.11956521739130435,0.21739130434782608,0.24912303621170193,0.3574450679708184,0.1064936098585676,0.1061036662701718,0.021142891563131195,0.02067621840996406,0.09112922296730966,0.0998255608198719,0.3824118892498621,0.031107174682861543,0.5793685732645204,0.5886528943636333,0.14505494505494504,0.8632240506617556,0.20434782608695645,0.11859501512670054,0.2848922228586462,False,False,18.4,0.2,0.6
dataset_2191_sleep,0.6477568302402764,0.5200080417918914,0.5517241379310345,0.25862068965517243,0.4163525185761338,0.49956853203104107,0.12634502347242355,0.12634502347242355,0.026023226103538553,0.026023226103538553,0.15116575832460244,0.12870577374353856,0.5074646226144951,0.11880610713027247,0.626564819528868,0.626564819528868,0.18324713517898797,0.763260388566478,0.2187562288220052,0.07665570263384472,0.5756981266921992,False,False,8.285714285714286,0.0,0.5714285714285714
mu284,0.8299912542094887,0.2927136023767054,0.035211267605633804,0.2852112676056338,0.5960494111543138,0.13296933000630504,0.10778376706541776,0.10778376706541776,0.023138156130438504,0.023138156130438504,0.1265520931168787,0.099864718207274,0.1827596251880062,0.2318846606982234,0.736643564634677,0.736643564634677,0.10131967981538904,0.285218212655592,0.09722621442943374,0.06749584989493936,0.5910355824797077,False,False,35.5,0.0,0.875
schlvote,0.48838311996206724,0.24425663323356123,0.43243243243243246,0.2702702702702703,0.22887217840984173,0.41878232203910615,0.0987934535499337,0.09807829440989839,0.02658106127703927,0.02635933112412673,0.08423484323665571,0.0860983386584383,0.36443135789001707,0.053039363482107624,0.2158898740882199,0.22243065349151903,0.09029089732029043,0.6508772049026154,0.08446602330299573,0.05342100442215727,1.6414377647162348,True,True,7.4,0.2,1.0
kidney,0.4498064986164695,0.23013148030420805,0.4605263157894737,0.32894736842105265,0.18141728915490218,0.3571720108089436,0.16706899344659962,0.14492014064485761,0.04847172917844465,0.0361613466100463,0.15700670011495124,0.21297549266247434,0.6897108651936792,0.07072927835317058,0.18920433339242793,0.39512240171620894,0.13714285714285715,1.1958657097263632,0.10526315789473684,0.18038041471608843,0.6955983974977156,True,False,8.444444444444445,0.6666666666666666,0.4444444444444444
socmob,0.8815508970910976,0.8815508970910976,0.01384083044982699,0.0,0.0,1.0,0.026725981591735587,0.02799769349692269,0.003820763191609731,0.0029147321738770644,0.025156921646593673,0.0888014851871572,1.0,0.04724073791352533,0.6101641956378414,0.7026073314360772,0.0379153857414727,2.036349250142554,0.039780268458619594,0.03518536616750979,2.250389822738045,True,True,31.243243243243242,0.972972972972973,0.9459459459459459
pubexpendat,0.5850731855488718,0.2740799287557789,0.375,0.125,0.3716318067962626,0.2776795232532639,0.12095602686699647,0.10640916605679425,0.02145174436586648,0.018463748000472686,0.09976284460205354,0.12611484310309404,0.4192997710543679,0.040883909845875484,0.5345568595043737,0.5993880633626165,0.15396090131114076,0.9395980186291338,0.139760147601476,0.1433866944424578,0.5613263538921446,True,False,8.0,0.16666666666666666,0.3333333333333333
