dataset,m_c1,m_c2,m_c3,m_c4,m_l1,m_l2,m_l3,m_s1,m_s2,m_s3,m_s4,m_t2
colleges_usnews,0.62687134635966,0.10529840284657477,0.2749169435215947,0.09883720930232558,0.09092249984072977,0.014397743321884215,0.16137949612856847,0.1319353132320713,1.5914305801726771,0.14410299003322258,0.1886676870379505,18.242424242424242
cps_85_wages,0.296087715618402,0.1506649653749759,0.49250936329588013,0.07865168539325842,0.06875810039444229,0.009407863924566153,0.10034871413468444,0.09470746802958746,2.1244063587526134,0.1070812346635671,0.10968046516551647,29.666666666666668
cpu,0.94062381513894,0.7535678729399233,0.0,0.009569377990430622,0.02629438448404516,0.0014203398300542576,0.050100289475527054,0.014387697339455312,0.23008039637436548,0.016278896900319632,0.08510141422770923,34.833333333333336
cpu.with.vendor,0.94062381513894,0.7535678729399233,0.0,0.009569377990430622,0.02629438448404516,0.0014203398300542576,0.050100289475527054,0.014387697339455312,0.23008039637436548,0.016278896900319632,0.08510141422770923,34.833333333333336
dataset_2176_mbagrade,0.3524370228984053,0.3406711996035987,0.47540983606557374,0.4918032786885246,0.1535601406416523,0.04137718221989453,0.17982122098898484,0.24416909620991253,0.4125241106960728,0.27033647182526405,0.3259473377610841,30.5
dataset_2180_cleveland,0.5370006189228714,0.3195641308199809,0.16831683168316833,0.21122112211221122,0.15385439073306514,0.04132046398410773,0.14092117222005981,0.17052980132450332,1.4074373316850892,0.22277227722772278,0.3087618455575627,25.25
dataset_2190_cholesterol,0.19125299023684744,0.08912430093250662,0.5577557755775577,0.1551155115511551,0.08450730975703995,0.012243703383853497,0.08612923553897793,0.12505669962805044,1.5424168483076637,0.12123061621230614,0.12948215875797145,25.25
dataset_2191_sleep,0.6477568302402764,0.5200080417918914,0.5517241379310345,0.25862068965517243,0.12634502347242357,0.026023226103538553,0.12870577374353856,0.18324713517898797,0.763260388566478,0.2187562288220052,0.24138495680525385,8.285714285714286
dataset_2196_cloud,0.871148693028853,0.3612404695897169,0.046296296296296294,0.0,0.03962896653163579,0.0034890187734439044,0.042530326613443976,0.0771183800623053,1.427145190757497,0.12743827160493826,0.15162913912760598,13.5
dataset_2197_longley,0.9852941176470588,0.7470588235294118,0.0,0.0,0.029112012794279003,0.0013546165189868673,0.05965744101426563,0.11332691072575463,0.4882775652293124,0.10024084778420037,0.06905731359880742,3.2
dataset_2212_gascons,0.8841398362816804,0.71199426582728,0.037037037037037035,0.07407407407407407,0.1460098745995609,0.02913638828104675,0.14175815517641072,0.06538736853697485,0.4236697215613451,0.05943953975450041,0.05855337780577892,9.0
dataset_2214_elusage,0.8884879219130964,0.8884879219130964,0.41818181818181815,0.41818181818181815,0.09753555747963173,0.014922651425772095,0.07639826567611661,0.11582384940669137,0.13653516295025725,0.13600416855134867,0.2189329282376471,55.0
dataset_8_liver-disorders,0.21961129022957107,0.12705790671909956,0.7913043478260869,0.9826086956521739,0.4324480683296563,0.21108151883034026,0.42272983672937836,0.375,0.3797322385971555,0.3710144927536232,0.44578742310498554,57.5
detroit,0.7582417582417583,0.5972104818258664,0.15384615384615385,0.0,5.951435925274277e-16,6.68745839785584e-31,0.0801188422229302,0.12743118186808877,0.9788053619192731,0.1336607083607319,0.12622753325286182,1.0
diggle_table_a1,0.31095252466739826,0.17233886349220215,0.375,0.5416666666666666,0.1709872075698274,0.045163309940705075,0.1583030150573334,0.20322817314746877,0.5382825687062863,0.2191091954022988,0.24048032396450947,16.0
disclosure_x_bias,0.12434460118564773,0.10082325237857769,0.5664652567975831,0.24169184290030213,0.08348598191275672,0.012414768131915143,0.08325025133501053,0.1197680764436412,0.39608924822043967,0.12178495045105828,0.12135861165197886,220.66666666666666
disclosure_x_noise,0.07769995006081447,0.05465014915747781,0.5755287009063444,0.34894259818731116,0.09775353634917368,0.0159802197382962,0.09711821791602128,0.13938886470761014,0.3612340411010745,0.13735149056257495,0.14793253622348906,220.66666666666666
disclosure_z,0.12366282076134107,0.10085186153913576,0.5619335347432024,0.2673716012084592,0.08759350160883708,0.013581070542052117,0.08651769251971524,0.1265966837567103,0.3893564793045705,0.12582827548737457,0.13013742281648108,220.66666666666666
humandevel,0.8715470296230737,0.8715470296230737,0.038461538461538464,0.5,0.12021002781280403,0.02280091876961089,0.11047836905303428,0.1413977525389099,0.169921875,0.1531902206320811,0.10022326844093785,130.0
humans_numeric,0.13111974391588274,0.06192872022285478,0.5733333333333334,0.44,0.17379527237786427,0.04840846056719882,0.156653922269471,0.24678207569716457,0.8236084966146288,0.23778172197361494,0.16089646256775228,6.25
hutsof99_child_witness,0.6196954874476959,0.220010955701768,0.2857142857142857,0.38095238095238093,0.11508092685011974,0.020117922131162192,0.12273957682243997,0.20549027352621702,1.140408109850622,0.2015615962984384,0.2777969170700788,3.5
hutsof99_logis,0.5677146574794544,0.4065164565226787,0.2714285714285714,0.2571428571428571,0.12891447266112932,0.02612000715548156,0.15896757885946214,0.2023340898881717,1.174193514299449,0.19203856909811232,0.12110094830445003,11.666666666666666
insurance,0.6634600597131323,0.18176366140683178,0.14573991031390135,0.1517189835575486,0.06746271272563896,0.00938895961390151,0.21803945129452773,0.05690999888475776,1.2408135110093392,0.11805449363608286,0.1952502700731704,167.25
iq_brain_size,0.5120869291449406,0.24874703837125675,0.4,0.55,0.17111167366836635,0.05761698335545543,0.1411567764013219,0.22313271528810807,0.9923727689197784,0.10344351889744033,0.19347984710271013,3.3333333333333335
kdd_coil_1,0.7085050789470189,0.30058953672187066,0.4430379746835443,0.27848101265822783,0.13860007338741506,0.03410261202167144,0.13557261556364872,0.1665570756884788,1.8361527649916805,0.1698394463082518,0.25502474642523376,17.555555555555557
kdd_coil_2,0.4596891797786855,0.24107884801596857,0.6740506329113924,0.06645569620253164,0.08784923253500193,0.018075036880575445,0.1003158500701666,0.1114827933009751,1.9304449205135135,0.10862363566621332,0.13157309313267054,17.555555555555557
kdd_coil_3,0.3470499790766762,0.13061989985428832,0.6740506329113924,0.16455696202531644,0.0943726986720691,0.018830218498099835,0.10023308335415308,0.10972407654650647,1.8945071456589195,0.12093339642730391,0.14102150078161968,17.555555555555557
kdd_coil_5,0.5167310079091965,0.20626422228716595,0.6487341772151899,0.056962025316455694,0.07525691793646026,0.01452707001402144,0.08212131770868367,0.08651443119528228,1.989446909843769,0.09614348753858584,0.11324702012494035,17.555555555555557
kdd_coil_6,0.5362533649321389,0.19248587904236494,0.5727848101265823,0.12974683544303797,0.09161500109662865,0.01931350405799089,0.09006797072351204,0.09328483868795041,1.8502580713404653,0.11934005335434086,0.11981692721666759,17.555555555555557
kdd_coil_7,0.30686876413711445,0.11949504155274655,0.38924050632911394,0.04430379746835443,0.0840705146661192,0.022947333990828666,0.10084325084222961,0.08656821378340365,1.8981157923219265,0.09735018426534207,0.11348205630046175,17.555555555555557
kdd_el_nino-smal,0.5456671151343643,0.21701123997194793,0.4104372355430183,0.3328631875881523,0.11100064612661598,0.02178934209706529,0.10436932945020065,0.04768290066509334,0.5263002375208375,0.03996893467354628,0.11771632802874009,236.33333333333334
kidney,0.4498064986164695,0.19889144714969637,0.4605263157894737,0.40789473684210525,0.15231079642873976,0.04141923814435376,0.18519862759661018,0.1523809523809524,0.86167114319846,0.11090225563909777,0.23376249879570113,15.2
meta,0.4461067116843558,0.13274468810463977,0.38446969696969696,0.0,0.01591214555501113,0.003309545758741574,0.1113845188890317,0.007863481460481242,2.32344841366764,0.007869156801383151,0.014649277135078548,8.380952380952381
mu284,0.8299912542094887,0.2927136023767054,0.035211267605633804,0.2852112676056338,0.10778376706541783,0.0231381561304385,0.09986471820727404,0.10131967981538904,0.285218212655592,0.09722621442943374,0.06725818845164731,35.5
nasa_numeric,0.8269395810602258,0.22931905628109162,0.053763440860215055,0.0,0.036137008768880666,0.004020035933790956,0.10697118799292803,0.06547870823567076,3.57252181775571,0.06251754951026543,0.07399929558325814,1.8235294117647058
newton_hema,0.18407869440201627,0.1576778056043424,0.5357142857142857,0.30714285714285716,0.09491919688510789,0.02321048299522779,0.10823060641340256,0.14100719424460434,0.35142336828098386,0.13259136212624587,0.169093624076297,70.0
nflpass,0.2676923076923077,0.12656744710936124,0.5,0.5,0.04834099206876345,0.006057555438942796,0.12095811761973417,0.21710112359550565,0.7660165846008588,0.18401037165082113,0.25663726783054014,5.2
no2,0.482931399027287,0.21129708609797904,0.41,0.0,0.01761115475192032,0.006501099945788903,0.10508989427482021,0.01575783465163841,0.7751102151103562,0.016329958642578225,0.022085446139817465,71.42857142857143
pah,0.8599806032832599,0.7134720197944716,0.0625,0.0,1.2351638808971722e-13,2.8395469836393225e-26,0.052239633494428415,0.09917950632911395,1.598952951150825,0.107161875,0.14935328613781684,0.7142857142857143
places,0.32728492885564625,0.1683872866274048,0.46808510638297873,0.303951367781155,0.10493428985827337,0.018740763117402515,0.10074851778857945,0.14254576467898786,0.547493832913002,0.1501567968303154,0.1600324006497688,41.125
plasma_retinol,0.22685473703775266,0.07360370451156681,0.5111111111111111,0.18412698412698414,0.09536609257721176,0.01628157825958425,0.09896317526388247,0.13424965848680853,1.7375404985628113,0.13475247118657974,0.1504391606327175,18.529411764705884
pm10,0.33150792647950633,0.147372094462429,0.474,0.394,0.13927778689111794,0.03254533082565557,0.13836611501502727,0.16498309096919417,0.791439971228066,0.19169066988903263,0.21580909024596281,71.42857142857143
pollution,0.6087923118807262,0.33954388708261246,0.31666666666666665,0.0,0.07247674282063593,0.009126081433187199,0.07472874400874996,0.1447344384997559,1.010598535808703,0.16797255985666862,0.2268871936305174,4.285714285714286
poly_1_10_0.0,0.3861525206100824,0.3292010704042816,0.446,0.37,1.6839862837514374e-15,4.7710307547766794e-30,0.18327921563607177,0.3233351595952023,1.196827562643064,0.5320757840095849,0.789719536334165,50.0
poly_1_10_0.1,0.37122465289861156,0.2879478045912184,0.432,0.438,0.07674911185798682,0.009148798682657744,0.20014475359319644,0.35354944095269053,1.2292591974983937,0.4874271970677004,0.6854721317296961,50.0
poly_1_10_0.2,0.18402947211788845,0.14235729902919608,0.496,0.412,0.16018076505097933,0.04123134013898869,0.1528993812121409,0.2217484643452516,1.268687845047327,0.25369139045623873,0.24970371032991476,50.0
poly_1_1_0.0,1.0,1.0,0.0,0.0,2.5424107263916086e-17,2.3234418849087613e-33,0.050871256362873006,0.0007431927471150181,0.0020080321285140556,0.05873477993699141,0.12645182810673472,500.0
poly_1_1_0.1,0.9371453805815223,0.9371453805815223,0.0,0.302,0.07960092024731646,0.00988756551131939,0.06778637824147406,0.11250006274329513,0.11236890746736007,0.21063723592310532,0.32102558125761194,500.0
poly_1_1_0.2,0.35656251425005697,0.35656251425005697,0.456,0.644,0.15535187452669408,0.03619728129412149,0.1521930273911541,0.21814368047073343,0.2955897231149156,0.2291676964220985,0.2319284379276831,500.0
poly_1_2_0.0,0.7310431161724646,0.7275847503390014,0.28,0.57,3.3795188869589766e-16,1.9238345326077426e-31,0.0713144743037804,0.021934286450548797,0.32092214571970135,0.203500170878115,0.3952890468758819,250.0
poly_1_2_0.1,0.6851059724238896,0.6797833271333085,0.3,0.596,0.07840236793442613,0.009671071855345388,0.09768469465154693,0.1140442115708211,0.35090279750726955,0.2531336770134416,0.3879109584591388,250.0
poly_1_2_0.2,0.5773954615818462,0.5484203376813506,0.346,0.512,0.16460281530200996,0.042837693857834654,0.14670455218039397,0.23598343859183366,0.4339776057310612,0.288462146322918,0.3727170652262785,250.0
poly_1_5_0.0,0.5196622706490825,0.474137563750255,0.364,0.0,3.073097332162433e-16,1.8143800820083272e-31,0.03501548563878892,0.02026005966670707,0.7493667896643719,0.05241942696218416,0.09186012262407166,100.0
poly_1_5_0.1,0.3565205620822483,0.2707176268705075,0.438,0.052,0.07680143849331383,0.009368808689374888,0.07236239148678957,0.11545854789394965,0.8357311524942757,0.12958361934706147,0.15399723896408385,100.0
poly_1_5_0.2,0.36464392257569034,0.3378726218904876,0.454,0.344,0.16436300124338094,0.04414871722556139,0.16725814198006606,0.2555613637873748,0.824160230752428,0.32584130296373187,0.3905603564930691,100.0
poly_3_10_0.0,0.41716534866139465,0.3116379441517766,0.432,0.704,0.28978451406386,0.1308348879330726,0.5645837842307257,0.9609762369243604,1.2074479842323829,1.4212498942818639,2.0826943786107797,50.0
poly_3_10_0.1,0.34892837171348684,0.2823459901839607,0.444,0.668,0.24275835480465513,0.09205153730431402,0.4948667508619779,0.809746908451564,1.2224147454608365,1.1397400354026612,1.6258965088950772,50.0
poly_3_10_0.2,0.3701702806811227,0.3062882363529454,0.442,0.716,0.3566243917491336,0.19455472545471741,0.6742813029379013,1.0643792014901794,1.208882920593989,1.7046597594839858,2.2937725136794724,50.0
poly_3_1_0.0,1.0,1.0,0.0,0.136,0.0628869537609163,0.005694744594287437,0.0666612674423239,0.0015528878719172844,0.002008032128514056,0.11258391696129655,0.23000151414843806,500.0
poly_3_1_0.1,0.9579049836199343,0.9579049836199343,0.0,0.434,0.10351402869851171,0.01691633596603327,0.08885701466807985,0.11033556634724759,0.08211655962371546,0.3012962537293996,0.5163622401608471,500.0
poly_3_1_0.2,0.83762898251593,0.83762898251593,0.076,0.682,0.1813379355268898,0.04847583081360363,0.15717283800249196,0.23641515362043594,0.16622027703396244,0.3447171987697924,0.46316937074356135,500.0
poly_3_2_0.0,0.7189030996123984,0.6972651410605643,0.22,0.792,0.08652464848185903,0.011090645939477938,0.1523627736794221,0.045590896287843276,0.3146743297893983,0.3823262725071293,0.7321863138000311,250.0
poly_3_2_0.1,0.6823907935631741,0.6747446989787957,0.26,0.786,0.12742359153348293,0.025190638022457506,0.19891337053863486,0.11600433768261588,0.34242873364595616,0.5494791456124792,0.8760433730247005,250.0
poly_3_2_0.2,0.6802104328417313,0.6382082008328033,0.252,0.69,0.1801108680172703,0.050864354526681435,0.17245672719395586,0.21665459532192774,0.3817797904138195,0.3606795991766044,0.5865238769537441,250.0
poly_3_5_0.0,0.4537078948315793,0.4166220248880995,0.4,0.336,0.0433404642119065,0.00286315109629727,0.10730553589762233,0.10601744075688746,0.7745766120608467,0.23680218046725832,0.38325946496634533,100.0
poly_3_5_0.1,0.48012873651494603,0.4354634634538538,0.404,0.736,0.27547152244044626,0.11746899762824645,0.39573213231984633,0.39127589489513603,0.7810832258349457,0.900761668625152,1.4292537663937002,100.0
poly_3_5_0.2,0.4535866463465853,0.4219566894267577,0.42,0.736,0.2500904168639329,0.09936125093766987,0.4027985253075708,0.44944472710764477,0.7982480228040002,0.8670420713701298,1.4466698795612438,100.0
poly_5_10_0.0,0.3707065388261553,0.3057567302269209,0.452,0.72,0.39836810050270377,0.2556736256275444,0.694298880933585,1.1609011158942675,1.2246326314438682,1.810718818412476,2.4872754923368183,50.0
poly_5_10_0.1,0.31414436057744227,0.27977786471145877,0.462,0.736,0.7063805449058196,0.8030586521905119,0.8383729077020278,1.321861788205761,1.2069103648574264,1.838371369461956,2.2518537804914662,50.0
poly_5_10_0.2,0.3768552674210697,0.2997956631826527,0.472,0.748,0.5937203934663086,0.5359557070610264,0.9512348131201053,1.5361088896604915,1.2253235829423166,2.322982174467883,3.031109182884864,50.0
poly_5_1_0.0,1.0,1.0,0.0,0.566,0.10766478695118681,0.016011742132551673,0.10509354695780915,0.0035911601457154106,0.002008032128514056,0.2996582149592927,0.541790527094751,500.0
poly_5_1_0.1,0.9510318361273444,0.9510318361273444,0.0,0.646,0.15670609318637566,0.038002229178079515,0.13672200719564248,0.10556014693670442,0.08918660642232651,0.28425768685443936,0.44406354748010163,500.0
poly_5_1_0.2,0.8942802491209965,0.8942802491209965,0.006,0.758,0.2246831482009362,0.07495312820102476,0.20054821810873602,0.2112358378830747,0.12460129649420491,0.45835619195888955,0.6455779513936722,500.0
poly_5_2_0.0,0.6940349681398724,0.6923581294325176,0.194,0.822,0.24986559427810967,0.09241586159010778,0.2987017981367976,0.07704970318625932,0.3241162098705034,0.6287215938734928,1.1865108964479856,250.0
poly_5_2_0.1,0.6734748538994155,0.6648224832899331,0.192,0.862,0.3102571207975102,0.14702978103299558,0.37264220964053124,0.14455314666990546,0.3358148361730692,0.7419326384544002,1.4237201705335714,250.0
poly_5_2_0.2,0.5926960987843951,0.584129840519362,0.288,0.63,0.20163816983071728,0.06556414099823962,0.19385417732110005,0.2252311650704278,0.40827013400401696,0.38433443079519625,0.487195143349926,250.0
poly_5_5_0.0,0.4202788331153324,0.38465554822219283,0.42,0.75,0.45952703881130924,0.32563915475059185,0.6052397304940373,0.6366276034796707,0.8023545179998484,1.3239604107210925,1.845917899666745,100.0
poly_5_5_0.1,0.44112426049704195,0.4060337585350341,0.406,0.81,0.5972986514152019,0.5596853829627152,0.7120801482072873,0.7165849622002809,0.7743571579056154,1.416214550769577,2.1787837580413165,100.0
poly_5_5_0.2,0.4858281833127332,0.4316815475261901,0.404,0.794,0.48171043776321426,0.35771626727895023,0.6422269756388488,0.7040718421619615,0.7818676687114506,1.407758954364889,2.322058183848638,100.0
pubexpendat,0.5850731855488718,0.29158191404048817,0.375,0.125,0.10640916605679425,0.01846374800047269,0.12611484310309407,0.15396090131114076,0.9395980186291338,0.139760147601476,0.18670964423279424,8.0
qqdefects_numeric,0.6096774193548388,0.3444676315269977,0.2903225806451613,0.3548387096774194,0.15247456504675977,0.04216885205027139,0.1306321940627441,0.24050499736980538,0.33256594648970556,0.18511479526904345,0.2989244600998452,15.5
quake,0.05440747134347927,0.028466556352233514,0.8774104683195593,0.48760330578512395,0.13489480216103902,0.029467463785420776,0.12876641012899226,0.1707103186202864,0.5176167092359583,0.17776942983554547,0.17650113743064624,726.0
rabe_131,0.43604424729615393,0.19405415478417543,0.86,0.54,0.24941568794419536,0.09015012790322414,0.24521429963698388,0.34013605442176864,0.4274950828513313,0.35333333333333333,0.19351947111785772,12.5
rabe_176,0.4893535123786195,0.459551511970373,0.38571428571428573,0.4857142857142857,0.13743674060475544,0.029707416902776774,0.12879006593049386,0.18410098164211777,0.4041922659901264,0.20746363044309302,0.2482151955030429,23.333333333333332
rabe_97,0.7300053434177312,0.5129439102702978,0.2826086956521739,0.34782608695652173,0.05402331430797154,0.005256402208686162,0.23031982480061156,0.06849689823912458,0.6730157489539557,0.12331949560995713,0.1761756978081336,15.333333333333334
schlvote,0.48838311996206724,0.2027840911059982,0.43243243243243246,0.2702702702702703,0.09807829440989835,0.026359331124126726,0.08421536215125972,0.08657711717831496,0.7126539955345482,0.10665665685817154,0.08426106809786067,7.4
sensory,0.16085840897513218,0.07050137737213458,0.609375,0.3784722222222222,0.1286689046889623,0.02581244204327591,0.12836826387108166,0.15913043478260866,1.301243017959901,0.1381944444444444,0.19233901922257288,72.0
sin_1_10_0.0,0.2289110916443666,0.1651564686258745,0.486,0.824,1.500259364560554,3.4504979434686267,1.4446454557450674,1.8648176379476054,1.2423802616413004,2.172573937098183,2.5568955145410817,50.0
sin_1_10_0.1,0.27406957627830514,0.14368901635606543,0.532,0.816,1.5234843618469045,3.486195118895536,1.4828750001685582,1.8790660964855186,1.2486327048852668,2.1961084340908217,2.4377878677026272,50.0
sin_1_10_0.2,0.2648597794391177,0.16453008532034125,0.502,0.776,1.439452752868261,3.232148193247307,1.4163208589676581,1.7500583855180918,1.2330304707053543,2.120147057724871,2.517920724289673,50.0
sin_1_1_0.0,0.4133422293689175,0.4133422293689175,0.606,0.938,0.5845551030293684,0.4282759811201589,0.5524971223397555,0.007984726773094282,0.15821110206870628,0.3837231493989003,0.8073230548688454,500.0
sin_1_1_0.1,0.1533956535826143,0.1533956535826143,0.606,0.938,0.6344972656917778,0.5054981402397472,0.6182577186733403,0.11289713467834264,0.25964648986213457,0.4236787915420151,0.8243685911711175,500.0
sin_1_1_0.2,0.3551329725318901,0.3551329725318901,0.272,0.926,0.588904263112993,0.46297018411300145,0.5521876767344401,0.2458556295115008,0.23703967079908408,0.5223631415521282,0.8672247749193813,500.0
sin_1_2_0.0,0.5184041856167424,0.34892472369889477,0.498,0.856,0.7282090720115205,0.7402738646202083,0.6673822594389445,0.11508074891754494,0.45149933603426146,0.6494318754027354,1.1390589895982486,250.0
sin_1_2_0.1,0.4570995883983536,0.43619867279469116,0.572,0.868,0.6545295364960912,0.6620038940401801,0.6315845219381606,0.15331866834121954,0.4206932481563053,0.6252948902589532,1.1388600829931794,250.0
sin_1_2_0.2,0.44495198780795114,0.4315946383785535,0.602,0.842,0.6509317357037101,0.6462311078639756,0.5953771429708578,0.2542459941844776,0.437915040772339,0.7177815467946486,1.1733179140837615,250.0
sin_1_5_0.0,0.3828432913731655,0.19012787731150924,0.498,0.84,1.0366780823482509,1.6429554427367665,0.9966450992619588,0.7957509474850004,0.8302172068868152,1.2119563929479702,1.6567016818739235,100.0
sin_1_5_0.1,0.390626330505322,0.2101081876327505,0.48,0.804,1.1503095163031225,2.003102978423934,1.0857295112264147,0.8731633197273447,0.8580460951075614,1.3592629337040982,1.9737780220246737,100.0
sin_1_5_0.2,0.359066012264049,0.28525456181824727,0.506,0.78,0.9732420659060527,1.4396116409124424,0.9272250509985553,0.8266668568338973,0.8520911120576266,1.2879976613589228,1.8008631505003236,100.0
sin_3_10_0.0,0.15509082836331345,0.06334100536402146,0.586,0.878,1.7158718931667662,4.614600552754188,1.690419592759099,2.5442726747672273,1.2660518257138498,2.461167735890206,2.6517597705907328,50.0
sin_3_10_0.1,0.17538406153624614,0.07942836571346286,0.564,0.854,1.7580418067902486,4.760824172033776,1.7362067076660797,2.5089700392823095,1.2799959930673064,2.5129338295782206,2.5433821881052774,50.0
sin_3_10_0.2,0.12668517874071494,0.05342148728594913,0.544,0.868,1.718055205817538,4.488709680141209,1.7070328234626604,2.420636520587046,1.2777404375094588,2.4556937316554803,2.3523420077392854,50.0
