dataset,m_c1,m_c2,m_c3,m_c4,m_l1,m_l2,m_l3,m_s1,m_s2,m_s3,m_s4,m_t2
diggle_table_a1,0.31095252466739826,0.17233886349220215,0.375,0.5416666666666666,0.1709872075698274,0.045163309940705075,0.16596962777373264,0.20322817314746877,0.5382825687062861,0.2191091954022988,0.24048032396450947,16.0
kdd_coil_2,0.4596891797786855,0.24107884801596857,0.6740506329113924,0.06645569620253164,0.08845242547503245,0.01805108806663251,0.0915058030509643,0.1114827933009751,1.930444920513513,0.10862363566621332,0.13157309313267054,17.555555555555557
sin_3_10_0.1,0.17538406153624614,0.07942836571346286,0.564,0.854,1.7580418130320687,4.760824200649367,1.7292992451290596,2.508970050771543,1.279995992078346,2.5129338405319994,2.5433822000038355,50.0
poly_3_10_0.0,0.41716534866139465,0.3116379441517766,0.432,0.704,0.2897844860254597,0.13083488911269828,0.5718588727426509,0.9609762585170343,1.2074479702402583,1.421249921,2.0826944360085515,50.0
sin_1_10_0.2,0.2648597794391177,0.16453008532034125,0.502,0.776,1.439452757085422,3.2321481890063977,1.4148010572329393,1.7500583935551102,1.2330304802064882,2.12014706431,2.5179207246475315,50.0
meta,0.44386147012623783,0.12757980175814543,0.38446969696969696,0.0,0.01600985085391937,0.00330578540388128,3712604183512.7812,0.007857292454449195,2.677184330998141,0.007869156801383151,0.01363898493602886,6.857142857142857
visualizing_ethanol,0.14113938265947432,0.11096204017915046,0.5795454545454546,0.8409090909090909,0.25012265948882517,0.08314294017693923,0.24662840572654748,0.28320058048450675,0.4184306888524029,0.31796987087517936,0.37190596373682716,44.0
sleuth_ex1221,0.607012565869477,0.2242957162233415,0.21428571428571427,0.19047619047619047,0.07604172668936758,0.014000399301838511,0.09813726584318126,0.13194863397397225,0.6962198325416834,0.206314151102137,0.21758234620831057,5.25
cps_85_wages,0.296087715618402,0.1506649653749759,0.49250936329588013,0.07865168539325842,0.0686333085797925,0.009413416474345869,16940865650749.475,0.09470746802958746,2.1244063587526134,0.1070812346635671,0.10968046516551647,29.666666666666668
poly_1_1_0.2,0.35656251425005697,0.35656251425005697,0.456,0.644,0.15535187511837575,0.036197281585459234,0.15185953890155876,0.2181436806533066,0.2955897301153177,0.229167697124,0.23192843699774152,500.0
kdd_el_nino-smal,0.5456671151343643,0.21701123997194793,0.4104372355430183,0.3328631875881523,0.11100064612661598,0.02178934209706529,0.10509661445226892,0.04768290066509334,0.5263002375208375,0.03996893467354628,0.11771632802874009,236.33333333333334
hutsof99_logis,0.5677146574794544,0.4065164565226787,0.2714285714285714,0.2571428571428571,0.12891447266112932,0.026120007155481552,0.16038993098891569,0.20233408988817173,1.174193514299449,0.19203856909811232,0.12110094830445003,11.666666666666666
SMSA,1.0,0.36966568613127476,0.0,0.0,1.197485567304032e-16,2.3866989636684475e-32,0.006035376839160932,0.04180221210149643,0.8768476751033969,0.06896919304978148,0.0732986044263358,4.214285714285714
rabe_97,0.7300053434177312,0.5129439102702978,0.2826086956521739,0.34782608695652173,0.05402331430797156,0.0052564022086861615,0.2268668378256956,0.06849689823912458,0.6730157489539557,0.12331949560995713,0.1761756978081336,15.333333333333334
poly_1_5_0.1,0.3565205620822483,0.2707176268705075,0.438,0.052,0.07680143883082675,0.009368808690657622,0.07229846262032162,0.11545855290581165,0.8357311503462477,0.12958362940000004,0.1539972438175902,100.0
hutsof99_child_witness,0.6196954874476959,0.220010955701768,0.2857142857142857,0.38095238095238093,0.11508092685011974,0.020117922131162185,0.2020115329071588,0.20549027352621702,1.140408109850622,0.2015615962984384,0.2777969170700788,3.5
plasma_retinol,0.22685473703775266,0.07360370451156681,0.5111111111111111,0.18412698412698414,0.09535759043540931,0.016244457619538948,0.10319501386854855,0.13424965848680853,1.7375404985628113,0.13475247118657974,0.1504391606327175,18.529411764705884
no2,0.482931399027287,0.21129708609797904,0.41,0.0,0.017611154751920315,0.006501099945788901,0.01623952238957461,0.01575783465163841,0.7751102151103562,0.016329958642578225,0.022085446139817465,71.42857142857143
cocomo_numeric,0.9486962525180084,0.20192682711167162,0.0,0.0,0.034069388010549505,0.00269026141257455,0.11420348636485779,0.0813649532896545,2.5119457021464324,0.07407991913190576,0.14717975058312235,2.727272727272727
arsenic-male-lung,0.2588274738410648,0.09108742418772131,0.6046511627906976,0.014311270125223614,0.020510084893830938,0.005292857318515044,0.021438386165680022,0.004390238141633157,0.30201825542691185,0.004403014326005783,0.014609168066018308,139.75
boston,0.8529141394922163,0.5052029016174647,0.17391304347826086,0.0533596837944664,0.07360550248381531,0.011279889234514572,0.08168651677300513,0.0736237623762376,0.8324889230581787,0.07617918313570488,0.2556747286170538,42.166666666666664
analcatdata_michiganacc,0.5573991892136259,0.28402848919711815,0.6111111111111112,0.3425925925925926,0.12493758704833073,0.024745359198515397,0.1420665201143482,0.1707165109034268,1.076120868827286,0.15586419753086422,0.16693950815152447,21.6
poly_5_2_0.1,0.6734748538994155,0.6648224832899331,0.192,0.862,0.3102571255339107,0.14702978497722866,0.3781352566410563,0.14455314408817632,0.33581483627976105,0.7419326359999999,1.4237201602382472,250.0
poly_3_2_0.2,0.6802104328417313,0.6382082008328033,0.252,0.69,0.1801108749207947,0.050864356275215614,0.17161491889295422,0.2166545971142285,0.3817797939752251,0.36067959952,0.5865238788837701,250.0
sin_3_2_0.0,0.16037824151296604,0.1109878679514718,0.576,0.852,0.7979788567496485,0.945389419781081,0.7918030672886622,0.33419559529599197,0.5340885425696236,0.6681636612706,1.1375617304474097,250.0
socmob,0.8815508970910976,0.12288430507602245,0.01384083044982699,0.0,0.028003495601534614,0.0029142221864075658,1990699663462.001,0.037926678796244014,2.036349250142554,0.039780268458619594,0.0799784486313171,31.243243243243242
poly_3_5_0.1,0.48012873651494603,0.4354634634538538,0.404,0.736,0.27547151088334065,0.11746898688445392,0.3988315256654609,0.39127587354709426,0.7810832097006452,0.9007616253999999,1.4292537626599742,100.0
sin_1_10_0.1,0.27406957627830514,0.14368901635606543,0.532,0.816,1.5234843642417628,3.486195145621852,1.4870497638172708,1.879066099923447,1.2486326873215672,2.196108445686,2.4377878676150204,50.0
analcatdata_vehicle,0.8000660379119803,0.45617800407262027,0.75,0.22916666666666666,0.1083566733169634,0.021521181004231543,0.2586004408895868,0.2572783198150542,0.8212567416113589,0.18494858809085327,0.2735080812454507,16.0
sin_3_5_0.2,0.16000288001152002,0.10061170484681939,0.57,0.838,1.129285586005034,2.0374409746542024,1.1167622206253132,1.5869595838927857,0.8767453686719793,1.618898367802,1.6425617922192142,100.0
dataset_2180_cleveland,0.5371799455694621,0.26822721613318795,0.17491749174917492,0.18811881188118812,0.14976536716171618,0.038976234964805075,26498144342523.465,0.16639072847682118,2.3379903482167532,0.23102310231023102,0.29179782681365796,12.12
quake,0.05440747134347927,0.028466556352233514,0.8774104683195593,0.48760330578512395,0.13489480216103902,0.029467463785420776,0.13468626078427554,0.1707103186202864,0.5176167092359583,0.17776942983554547,0.17650113743064624,726.0
dataset_2190_cholesterol,0.19125299023684744,0.07140850839402758,0.49834983498349833,0.10891089108910891,0.08299278673055667,0.011900276911684734,0.0955690117635015,0.1298194683842874,2.7527061085325557,0.1325557213255572,0.12345431689838295,10.448275862068966
sin_3_1_0.0,0.10622749690998763,0.10622749690998763,0.57,0.944,0.6349073694943087,0.4987385503655588,0.6318817495493557,0.02400223649298597,0.32328953533982524,0.4211355173826,0.8350788350359509,500.0
places,0.32728492885564625,0.1683872866274048,0.46808510638297873,0.303951367781155,0.10493428985827337,0.018740763117402515,0.10076988401311486,0.1425457646789878,0.547493832913002,0.1501567968303154,0.1600324006497688,41.125
sin_1_5_0.1,0.390626330505322,0.2101081876327505,0.48,0.804,1.150309518362425,2.003102982042986,1.0827321210557344,0.8731633220961924,0.8580461029427902,1.3592629387164001,1.9737780308729276,100.0
dataset_2214_elusage,0.8884879219130964,0.8884879219130964,0.41818181818181815,0.41818181818181815,0.09753555747963173,0.014922651425772095,0.07788700095639241,0.11582384940669137,0.13653516295025725,0.13600416855134867,0.2189329282376471,55.0
tecator,0.9691236457563199,0.439896456989052,0.375,0.0,0.00536990796174507,6.0303603570411216e-05,1558.8353983582444,0.08667117038586704,1.4770682003975926,0.0893988715277778,0.2532063435951882,1.935483870967742
poly_1_2_0.1,0.6851059724238896,0.6797833271333085,0.3,0.596,0.07840236610952368,0.009671071672287606,0.0976141079996612,0.1140442123046092,0.35090279490944604,0.25313367668000003,0.3879109535896367,250.0
poly_5_10_0.2,0.3768552674210697,0.2997956631826527,0.472,0.748,0.5937204054636216,0.5359557709455359,0.959204416003359,1.5361088897795594,1.2253235801887337,2.322982137,3.0311091040957834,50.0
rabe_131,0.43604424729615393,0.19405415478417543,0.86,0.54,0.24941568794419536,0.09015012790322414,0.2366604688606878,0.34013605442176875,0.4274950828513313,0.35333333333333333,0.19351947111785772,12.5
dataset_8_liver-disorders,0.21961129022957107,0.12705790671909956,0.7913043478260869,0.9826086956521739,0.4324480683296562,0.21108151883034026,0.43707159513475385,0.375,0.3797322385971555,0.3710144927536232,0.44578742310498554,57.5
dataset_2191_sleep,0.6477568302402764,0.5200080417918914,0.5517241379310345,0.25862068965517243,0.12634502347242363,0.026023226103538553,0.1511657583246024,0.18324713517898797,0.7632603885664782,0.2187562288220052,0.24138495680525385,8.285714285714286
sin_3_1_0.1,0.02037617750471002,0.02037617750471002,0.584,0.936,0.6410820288464506,0.5065032536704485,0.6402165251811899,0.11513275899278556,0.3385204218069005,0.45594910164400004,0.8440754679823508,500.0
benzo32,0.36573003180586017,0.09802460425213182,0.46153846153846156,0.37948717948717947,0.13709623205220395,0.029339305664023443,0.12953350125936006,0.2090288350515464,1.3597356784425803,0.24160308205128203,0.28155190955161513,6.09375
kdd_coil_3,0.3470499790766762,0.13061989985428832,0.6740506329113924,0.16455696202531644,0.09411500939969317,0.018840919583504454,0.09894983425062745,0.10972407654650647,1.8945071456589195,0.12093339642730391,0.14102150078161968,17.555555555555557
pm10,0.33150792647950633,0.147372094462429,0.474,0.394,0.13927778689111792,0.03254533082565557,0.1381761477730655,0.16498309096919417,0.791439971228066,0.19169066988903263,0.21580909024596281,71.42857142857143
LEV,0.22983154441070783,0.12008002280987193,0.643,0.386,0.15984765625,0.041532554626464845,20842257299122.56,0.24624624624624625,2.07662801596136,0.185,0.3082293188016042,66.66666666666667
analcatdata_galapagos,0.1869014302613042,0.11628392441037168,0.36666666666666664,0.0,0.08603090286769301,0.02942105988918759,0.096708990504861,0.10586457765379824,0.6099407588114809,0.10329307739149492,0.12443070049751832,6.0
schlvote,0.48838311996206724,0.2027840911059982,0.43243243243243246,0.2702702702702703,0.09807829440989829,0.026359331124126726,0.08268854823849495,0.08657711717831494,0.7126539955345482,0.10665665685817154,0.08426106809786067,7.4
balloon,0.5224913731525599,0.5224913731525599,0.28285857071464265,0.03948025987006497,0.039152292309563415,0.0026114056379985566,0.035469929105113235,0.060201590005678596,0.048546745282753746,0.06455744302749251,0.054958259926690324,2001.0
disclosure_z,0.12366282076134107,0.10085186153913576,0.5619335347432024,0.2673716012084592,0.0875935016088371,0.013581070542052117,0.08651554709451419,0.1265966837567103,0.3893564793045705,0.12582827548737457,0.13013742281648108,220.66666666666666
poly_5_5_0.2,0.4858281833127332,0.4316815475261901,0.404,0.794,0.4817104434453669,0.35771626618328,0.6463004320308957,0.7040718611222445,0.7818676651750569,1.4077589766,2.3220581835799874,100.0
poly_5_10_0.1,0.31414436057744227,0.27977786471145877,0.462,0.736,0.7063805358790921,0.8030586391059822,0.8389756648572135,1.3218617801603205,1.2069103558558087,1.838371355,2.2518537613684346,50.0
poly_3_5_0.0,0.4537078948315793,0.4166220248880995,0.4,0.336,0.043340459551305076,0.002863150758147588,0.10688268106412799,0.1060174360721443,0.7745766172792496,0.23680218200000003,0.38325946772846714,100.0
sin_1_1_0.2,0.3551329725318901,0.3551329725318901,0.272,0.926,0.5889042628397955,0.4629701834283218,0.5814560000856526,0.24585562785250503,0.23703967164128117,0.5223631411344,0.8672247766068389,500.0
poly_5_10_0.0,0.3707065388261553,0.3057567302269209,0.452,0.72,0.39836809774026266,0.25567364530300607,0.7000606072462819,1.1609010821643286,1.2246326219012607,1.8107188099999998,2.487275512114661,50.0
sensory,0.2775784874701268,0.07128531675896846,0.6006944444444444,0.24305555555555555,0.1196061876085069,0.02202759848700629,17618708436754.047,0.1655652173913043,2.6065649675545686,0.1381944444444444,0.19412120375720862,22.153846153846153
ERA,0.22883435878121072,0.07284677043769819,0.518,0.406,0.16865234375,0.043002731323242185,100099197495237.72,0.2899149149149149,2.255684731190497,0.207625,0.34704033781216737,25.0
poly_3_2_0.0,0.7189030996123984,0.6972651410605643,0.22,0.792,0.08652464970664854,0.011090645122317585,0.15244328475910712,0.04559089779559118,0.31467432625696784,0.382326277,0.7321863061183767,250.0
chatfield_4,0.9336398219849835,0.8525632882843316,0.0,0.00425531914893617,0.04587421621838164,0.003913967403684519,0.036866136481417996,0.07062349606209255,0.4468790284536348,0.08055066744876375,0.1879228002851657,21.363636363636363
kidney,0.4498064986164695,0.19889144714969637,0.4605263157894737,0.40789473684210525,0.1523107964287398,0.04141923814435377,0.17849129918479212,0.1538095238095238,0.8616711431984599,0.11090225563909777,0.23376249879570113,15.2
poly_3_1_0.1,0.9579049836199343,0.9579049836199343,0.0,0.434,0.10351402674668772,0.016916335516234903,0.08856736647883943,0.11033556442885771,0.08211655799863284,0.3012962549,0.5163622424684677,500.0
treepipit,0.3207374667409731,0.16018534969268944,0.5581395348837209,0.3953488372093023,0.16939729394476297,0.04606967298036861,0.16652340538925584,0.23841536614645853,0.9378278466417792,0.22365923113431418,0.24507895968816026,10.75
auto93,0.858390384004881,0.5507902681462821,0.053763440860215055,0.0,0.05382435429628305,0.005600914634278732,0.059379374292385184,0.09126445951336257,1.2534629614598276,0.11628686988260827,0.17129951660333187,5.166666666666667
sin_3_2_0.2,0.025838119352477408,0.01747701390805563,0.58,0.912,0.8268434962331168,1.0472374994334646,0.8236990628147539,0.42991380586188377,0.5256312432468794,0.8308547566698401,1.138546339048183,250.0
sin_1_1_0.1,0.1533956535826143,0.1533956535826143,0.606,0.938,0.6344972655589454,0.5054981392530458,0.6321584996248782,0.11289713558797594,0.2596464976616465,0.4236787916088,0.8243685905459484,500.0
sleep,0.9179954974342731,0.43730319232681125,0.0,0.06451612903225806,0.07049857474717693,0.008759885962532394,0.07437154528070368,0.09836065573770492,0.5613965065928255,0.22580645161290322,0.4500269124742976,8.857142857142858
mu284,0.8299912542094887,0.2927136023767054,0.035211267605633804,0.2852112676056338,0.10778376706541778,0.0231381561304385,0.1265520931168787,0.10131967981538904,0.285218212655592,0.09722621442943374,0.06725818845164731,35.5
poly_5_2_0.0,0.6940349681398724,0.6923581294325176,0.194,0.822,0.2498655836453546,0.09241585290026302,0.3027856390019945,0.07704970701402805,0.3241162168847908,0.6287216034,1.1865108843391285,250.0
poly_1_1_0.0,1.0,1.0,0.0,0.0,1.3974538313976659e-08,3.251376859412955e-16,0.00026385619072514453,0.0007431927855711421,0.002008032128514056,0.05873478012,0.1264518298846164,500.0
visualizing_hamster,0.16409172599931232,0.0798422546773082,0.5068493150684932,0.684931506849315,0.2064628714950517,0.06202004723953912,0.20160435384004488,0.24209607194580707,0.623820970473451,0.25369610232154455,0.29299949531947045,14.6
poly_5_1_0.1,0.9510318361273444,0.9510318361273444,0.0,0.646,0.15670609341219763,0.03800222917425735,0.1410572197402155,0.10556015122244491,0.08918660769807982,0.28425768642,0.44406354418209343,500.0
ESL,0.7530922885158362,0.3593423402371282,0.15368852459016394,0.0,0.04904953227652981,0.004167790887588235,0.21323816931130984,0.06570841889117043,1.2969636464089198,0.10476434426229508,0.19513574749315155,30.5
sin_3_2_0.1,0.2006684506738027,0.12991755967023869,0.566,0.858,0.798459362016642,0.9589456608799417,0.7861914673634564,0.3563367797729459,0.5468094320443005,0.6749601741000001,1.1810729998016478,250.0
sin_3_5_0.1,0.10445446581786326,0.05259834159336637,0.542,0.9,1.2761141090611958,2.5076341286817327,1.2679112513712205,1.714193190182966,0.8918784912075265,1.7910252280418,1.7583776919473701,100.0
pollution,0.6087923118807262,0.33954388708261246,0.31666666666666665,0.0,0.07247674282063592,0.009126081433187199,0.08490483803586482,0.1447344384997559,1.010598535808703,0.16797255985666862,0.2268871936305174,4.285714285714286
bodyfat,0.9934043231872762,0.5012197354806606,0.11507936507936507,0.0,0.01010940212289197,0.0006768769056579777,0.009816105113687013,0.06710840847137765,0.5719946866516353,0.12369256474519633,0.1709674926799427,18.0
poly_5_1_0.0,1.0,1.0,0.0,0.566,0.10766478744886104,0.0160117424936497,0.10731195430946987,0.003591160120240481,0.002008032128514056,0.29965821158000006,0.5417905283783171,500.0
pah,0.8599806032832599,0.7134720197944716,0.0625,0.0,9.695447569790793e-14,1.966278531634926e-26,12.997338131765835,0.09917950632911395,1.598952951150825,0.107161875,0.14935328613781684,0.7142857142857143
sin_1_5_0.2,0.359066012264049,0.28525456181824727,0.506,0.78,0.973242064820027,1.4396116390927098,0.9192504975777854,0.8266668564909819,0.8520911177866396,1.28799766202,1.8008631479890846,100.0
chscase_vine1,0.7649988313279392,0.3720393179164066,0.15384615384615385,0.0,0.0660486413989091,0.007288667833585194,0.05701499645262295,0.09887359198998748,0.6939746667987535,0.0834697217675941,0.26069414602689056,6.5
kdd_coil_7,0.30686876413711445,0.11949504155274655,0.38924050632911394,0.04430379746835443,0.08387178974490483,0.022946148571215408,0.08506578887812012,0.08656821378340364,1.8981157923219265,0.09735018426534207,0.11348205630046175,17.555555555555557
poly_1_10_0.1,0.37122465289861156,0.2879478045912184,0.432,0.438,0.07674910860922853,0.009148797207621757,0.2011341719504721,0.3535494591182365,1.2292591905788917,0.48742721640000003,0.6854721308457946,50.0
cpu,0.94062381513894,0.7535678729399233,0.0,0.009569377990430622,0.02629438448404513,0.0014203398300542576,0.026617109990170435,0.014387697339455312,0.23008039637436548,0.016278896900319632,0.08510141422770923,34.833333333333336
visualizing_galaxy,0.9154040003097003,0.521572901234697,0.13312693498452013,0.3281733746130031,0.06770969858179283,0.006671264183499456,0.05901659440366812,0.03663917455792011,0.35130033498238783,0.03725321017103994,0.28213529749283556,80.75
poly_1_10_0.2,0.18402947211788845,0.14235729902919608,0.496,0.412,0.16018076643166448,0.04123133798259938,0.15409295648198254,0.221748450501002,1.2686878269587012,0.2536913924,0.24970369870753223,50.0
sin_1_1_0.0,0.4133422293689175,0.4133422293689175,0.606,0.938,0.5845551049696613,0.4282759825692989,0.5794935443885417,0.00798472641282565,0.1582111022550569,0.383723149792,0.8073230548104098,500.0
sin_3_10_0.0,0.15509082836331345,0.06334100536402146,0.586,0.878,1.7158718936370319,4.614600550529176,1.6977174379207371,2.5442726768088177,1.2660518197299633,2.461167735168,2.6517597700986486,50.0
qqdefects_numeric,0.6096774193548388,0.3444676315269977,0.2903225806451613,0.3548387096774194,0.15247456504675977,0.04216885205027139,0.12713616647733497,0.24050499736980535,0.33256594648970556,0.18511479526904345,0.2989244600998452,15.5
dataset_2196_cloud,0.871148693028853,0.3612404695897169,0.046296296296296294,0.0,0.03947747878086418,0.0034930862238377693,7223452470894.595,0.0771183800623053,1.427145190757497,0.12743827160493826,0.15162913912760598,13.5
analcatdata_negotiation,0.7673117427897539,0.38568544208861144,0.11956521739130435,0.2391304347826087,0.10731653251159591,0.020742478273076004,0.09931467911420201,0.156043956043956,0.8228719331154625,0.17391304347826084,0.28457382091082123,23.0
analcatdata_runshoes,0.5415428447928544,0.2686017935938581,0.3333333333333333,0.2,0.12617168581550625,0.02627059655568772,0.15492212578152345,0.16949152542372878,1.1841189582290117,0.19047619047619044,0.2109342223793606,8.571428571428571
nflpass,0.2676923076923077,0.12656744710936124,0.5,0.5,0.04834099206876349,0.006057555438942803,0.5393729111110466,0.21710112359550565,0.7660165846008589,0.18401037165082113,0.25663726783054014,5.2
poly_3_10_0.2,0.3701702806811227,0.3062882363529454,0.442,0.716,0.356624399451061,0.19455471869495916,0.6800539676230382,1.0643792390781563,1.2088829267271033,1.7046598158,2.293772506740518,50.0
dataset_2212_gascons,0.8841398362816804,0.71199426582728,0.037037037037037035,0.07407407407407407,0.14600987459956088,0.02913638828104676,0.1968676757718602,0.06538736853697485,0.4236697215613451,0.05943953975450041,0.05855337780577892,9.0
veteran,0.5668412661733764,0.16970272740719705,0.4233576642335766,0.021897810218978103,0.08700662179944534,0.018191189123794953,0.09742399785214922,0.11960686078038428,1.5621462878312249,0.12108889311469653,0.14153372312811147,13.7
insurance,0.6634600597131323,0.18176366140683178,0.14573991031390135,0.1517189835575486,0.0671349899053212,0.00938354070858485,0.22068790695214863,0.05690999888475778,1.240813511009339,0.11805449363608286,0.1952502700731704,167.25
arsenic-female-bladder,0.27034437891406815,0.10045510670450658,0.5652951699463328,0.008944543828264758,0.022761087143001606,0.005494398742166478,0.02420097052155387,0.007331378299120234,0.2864044937944041,0.007922310247891643,0.016400455396137163,139.75
humans_numeric,0.13111974391588274,0.06192872022285478,0.5733333333333334,0.44,0.1737952723778642,0.048408460567198816,0.17547857312363757,0.24678207569716457,0.8236084966146286,0.23778172197361494,0.16089646256775228,6.25
cpu.with.vendor,0.94062381513894,0.7535678729399233,0.0,0.009569377990430622,0.02629438448404513,0.0014203398300542576,0.026617109990170435,0.014387697339455312,0.23008039637436548,0.016278896900319632,0.08510141422770923,34.833333333333336
dataset_2197_longley,0.9852941176470588,0.7470588235294118,0.0,0.0,0.02911201279427904,0.0013546165189868681,0.059776613884957745,0.11332691072575465,0.4882775652293124,0.10024084778420037,0.06905731359880742,3.2
poly_1_10_0.0,0.3861525206100824,0.3292010704042816,0.446,0.37,3.219785848429524e-07,1.5070171423184287e-13,0.1892206576554444,0.3233351683366734,1.1968275608588659,0.532075777,0.7897195004966883,50.0
sin_3_5_0.0,0.2003005772023088,0.11086656186624747,0.532,0.826,1.164694908492631,2.173561673720147,1.135748043216072,1.6093097884418837,0.8928569137562643,1.725562382063,1.799802793823539,100.0
