,oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33
10,0.641388,0.308733,0.329753,0.746945,0.293454,0.994516,0.6108210000000001,0.65535,0.340024,0.19445199999999999,0.335731,0.39927399999999996,0.519729,0.444862,0.439841,0.223859,0.556003,0.336971,0.405405,0.358526,0.247637,0.427019,0.43089700000000003,0.646405,0.414471,0.29731799999999997,0.65259,0.627228,0.413918,0.568371,0.545438,0.406231,0.6376
11,0.522157,0.190519,0.243313,0.583231,0.6878890000000001,0.339215,0.516951,0.36145900000000003,0.48516499999999996,0.100521,0.568874,0.5349010000000001,0.46441400000000005,0.37867399999999996,0.47787799999999997,0.170151,0.629022,0.312141,0.41224799999999995,0.507357,0.099833,0.49193000000000003,0.5401600000000001,0.637019,0.552921,0.294469,0.52472,0.647583,0.581739,0.6786939999999999,0.389756,0.907443,0.544
12,0.7976800000000001,0.91753,0.397088,0.267719,0.44294700000000004,0.577649,0.370267,0.443168,0.278611,0.147472,0.6231909999999999,0.674333,0.374506,0.43800900000000004,0.64712,0.498483,0.48767299999999997,0.274287,0.593298,0.339414,0.16208599999999998,0.702429,0.48278000000000004,0.406856,0.406501,0.584873,0.517726,0.6392899999999999,0.438276,0.542617,0.561839,0.712241,0.551067
13,0.173657,0.583534,0.284285,0.336517,0.237152,0.6726270000000001,0.373379,0.10588499999999999,1.0,0.49353199999999997,0.266177,0.47412,0.08182,0.501576,0.38252600000000003,0.5007159999999999,0.569004,0.037501,0.46610799999999997,0.555243,0.338636,0.585178,0.38559299999999996,0.5688840000000001,0.481307,0.404941,0.60627,0.677936,0.483955,0.339675,0.6387390000000001,0.545377,0.791467
14,0.54164,0.330402,0.2076,0.544459,0.405099,0.663872,0.47117700000000007,0.5341670000000001,0.436233,0.31445100000000004,0.608425,0.5540109999999999,0.584888,0.430059,0.589635,0.5278609999999999,0.595551,0.763536,0.137801,0.445279,0.322412,0.40881,1.0,0.62975,0.520716,0.261685,0.867525,0.581511,0.385815,0.50822,0.9244370000000001,0.251155,0.3697
15,0.25898899999999997,0.634482,0.5309729999999999,0.453977,0.27716,0.42345900000000003,0.575875,0.495988,0.08263,0.096998,0.650343,0.45103000000000004,0.549094,0.492109,0.494364,0.266144,0.346549,0.407814,0.393164,0.5446300000000001,0.281853,0.606288,0.385297,0.668097,0.211546,0.485008,0.723735,0.8770049999999999,0.340409,0.41653100000000004,0.63313,0.48276800000000003,0.716
16,0.7304109999999999,0.899443,0.267239,0.209275,0.40936,0.529057,0.448829,0.45781700000000003,0.23362600000000003,0.13635,0.452928,0.646302,0.44445100000000004,0.452769,0.581368,0.531502,0.41238800000000003,0.386154,0.344407,0.434039,0.164211,0.492853,0.350154,0.326436,0.456844,0.220293,0.7382310000000001,0.5860989999999999,0.43563999999999997,0.819466,0.453825,0.000105,0.674933
17,0.430425,0.557068,0.361237,0.758469,0.399565,0.331305,0.496806,0.304477,0.43209200000000003,0.128322,0.64881,0.335354,0.514853,0.554953,0.46577799999999997,0.144228,0.580021,0.395122,0.46363000000000004,0.390901,0.130019,0.49298000000000003,0.48512700000000003,0.668906,0.42945500000000003,0.206118,0.384887,0.56237,0.458924,0.733686,0.8511629999999999,0.8653270000000001,0.3597
18,0.168604,0.575943,0.164906,0.297408,0.164479,0.572539,0.49679799999999996,0.257757,0.8029390000000001,0.374823,0.361616,0.354103,0.0,0.583956,0.399134,0.630161,0.394002,0.019291,0.296563,0.499532,0.245878,0.610823,0.31750300000000004,0.676689,0.402396,0.41630600000000006,0.612973,0.730053,0.44816999999999996,0.506684,0.448846,0.526521,0.899633
19,0.752499,0.9950049999999999,0.47953999999999997,0.24158600000000002,0.67278,0.599337,0.533189,0.738359,0.562531,0.329916,0.890605,0.8101470000000001,0.385896,0.69694,0.15103699999999998,0.30808800000000003,0.68623,0.501506,0.379738,0.686149,0.142705,0.342122,0.235525,0.779067,0.257166,0.328315,0.605413,0.681131,0.400029,0.490889,0.62038,0.538782,0.936033
20,0.425964,0.9269540000000001,0.25061300000000003,0.741661,0.42600600000000005,0.42296300000000003,0.501904,0.745418,0.45641000000000004,0.27259,0.445266,0.6851119999999999,0.480408,0.39427,0.459667,0.305273,0.561135,0.339853,0.536702,0.47821400000000003,0.44001599999999996,0.70627,0.478739,0.703345,0.6390140000000001,0.404973,0.674571,0.732913,0.502708,0.34934,0.41577200000000003,0.47861899999999996,0.15426700000000002
21,0.631116,0.14624,0.371369,0.804904,0.36746,0.790661,0.610218,0.492075,0.6505380000000001,0.558282,0.7794840000000001,0.466042,0.6838770000000001,0.40176100000000003,0.429922,0.9446370000000001,0.333363,0.891149,0.72115,0.224031,0.47014700000000004,0.514462,0.324844,0.630379,0.401407,0.449622,0.64476,0.606826,0.47266,0.676028,0.40566399999999997,0.748267,0.400733
22,0.7162310000000001,0.9539,0.396466,0.252688,0.484349,0.5890810000000001,0.502609,0.62055,0.418864,0.28828400000000004,0.870091,0.88544,0.418234,0.631541,0.192881,0.28336300000000003,0.67085,0.45372299999999993,0.49765699999999996,0.608262,0.07732,0.40692399999999995,0.257431,0.776775,0.238533,0.42121000000000003,0.5827720000000001,0.666387,0.449945,0.600228,0.5431060000000001,0.670669,0.803367
23,0.275445,0.711264,0.162752,0.525836,0.259815,0.47708599999999995,0.392106,0.592788,0.243799,0.14566500000000002,0.612648,0.493227,0.509192,0.5714239999999999,0.44642200000000004,0.17990799999999998,0.5829340000000001,0.532678,0.64541,0.401388,0.222617,0.532668,0.421397,0.564149,0.343276,0.371601,0.43361099999999997,0.49434300000000003,0.094407,0.654407,0.645597,0.5197189999999999,0.241267
24,0.37764899999999996,0.9288959999999999,0.229055,0.6738569999999999,0.743312,0.5584979999999999,0.419566,0.8441870000000001,0.518335,0.24786,0.336899,0.47303999999999996,0.42113,0.584372,0.5016149999999999,0.346686,0.5216270000000001,0.383017,0.53983,0.566032,0.515584,0.5569,0.516306,0.463358,0.136097,0.509285,0.7504069999999999,0.731192,0.5886600000000001,0.70535,0.186063,0.337873,0.462
25,0.509216,0.562513,0.422559,0.632342,0.566746,0.469369,0.707257,0.23882899999999999,0.201659,0.171754,0.0,0.434172,0.080778,0.8399209999999999,0.468397,0.42728599999999994,0.6584439999999999,0.917457,0.207556,0.487754,0.30238899999999996,0.843608,0.19286199999999998,0.6597189999999999,0.468895,0.43733999999999995,0.392017,0.8222440000000001,0.6255229999999999,0.410242,0.34815300000000005,0.41885900000000004,0.583367
26,0.425371,0.79915,0.242323,0.601892,0.564257,0.544068,0.367512,0.573958,0.464559,0.21522600000000003,0.190172,0.6566489999999999,0.42435900000000004,0.50994,0.55489,0.403464,0.560447,0.415012,0.61227,0.232909,0.284202,0.545384,0.43342600000000003,0.734283,0.44054899999999997,0.422447,0.332987,0.6279020000000001,0.485626,0.528328,0.41135299999999997,0.9396100000000001,0.163933
27,0.527648,0.7005319999999999,1.0,0.672764,0.193117,0.44680600000000004,0.38424899999999995,0.406208,0.650742,0.237056,0.51257,0.65166,0.695083,0.36406900000000003,0.468222,0.268419,0.47945600000000005,0.400159,0.47388100000000005,0.601076,0.329148,0.703666,0.41157,0.513645,0.43892,0.304012,0.7823479999999999,0.597825,0.351331,0.410084,0.6736300000000001,0.386745,0.835667
28,0.522986,0.111919,0.261752,0.525436,0.7462300000000001,0.281854,0.4808,0.384383,0.32347600000000004,0.065363,0.34004,0.498013,0.32451599999999997,0.379286,0.404552,0.134191,0.584199,0.252379,0.347646,0.537474,0.214167,0.545847,0.388612,0.7077060000000001,0.482004,0.487526,0.8066409999999999,0.652987,0.320245,0.412855,0.492591,0.541561,0.19253299999999998
29,0.677417,0.8676379999999999,0.23655,0.24329800000000001,0.501857,0.387819,0.752078,0.315653,0.73911,0.038278,0.242513,0.021825999999999998,1.0,0.627153,0.5756979999999999,0.366585,0.5625359999999999,0.42535500000000004,0.5451779999999999,0.397692,0.220006,0.49864200000000003,0.268938,0.9030290000000001,0.527125,0.426885,0.8347559999999999,0.706596,0.514196,0.498889,0.497083,0.31158,0.8918
30,0.526972,0.561235,0.610789,0.497475,0.530898,0.5974659999999999,0.37303400000000003,0.092392,0.5295949999999999,0.259871,0.028546,0.6409060000000001,0.220283,0.563742,0.541748,0.046043,0.573983,0.652237,0.5545720000000001,0.442554,0.44856599999999996,0.35775999999999997,0.419542,0.552639,0.34586500000000003,0.269154,0.809013,0.532014,0.521586,0.27766,0.651524,0.143078,0.6027
31,0.514358,0.012563,0.289769,0.488508,0.733564,0.166068,0.42661899999999997,0.4456,0.421691,0.229559,0.5277729999999999,0.531698,0.43213,0.322283,0.360998,0.591583,0.357607,0.592344,0.749502,0.41575200000000007,0.379801,0.65361,0.179623,0.565254,0.36280300000000004,0.486525,0.62634,0.743919,0.343185,0.466738,0.510881,0.418825,0.296567
32,0.29942399999999997,0.740738,0.28853,0.668571,0.502717,0.60313,0.22653099999999998,0.45826400000000006,0.212821,0.23949099999999998,0.345819,0.403028,0.555429,0.703866,0.426005,0.489461,0.551087,0.628182,0.38151599999999997,0.492341,0.0,0.69523,0.362724,0.5336069999999999,0.547079,0.161984,0.37535300000000005,0.698854,0.205246,0.406086,0.709234,0.568946,0.474233
33,0.5123260000000001,0.759368,0.28441900000000003,0.6284109999999999,0.399407,0.41403,0.348146,0.593735,0.35431,0.277489,0.47202799999999995,0.49817100000000003,0.538732,0.654688,0.358613,0.268162,0.512494,0.251465,0.463937,0.24615,0.452049,0.586953,0.6505380000000001,0.694487,0.589322,0.210465,0.348499,0.744211,0.433266,0.6144890000000001,0.091151,0.464135,0.1359
34,0.547083,0.319733,0.147053,0.7382340000000001,0.47371,0.502884,0.594861,0.371141,0.498803,0.398475,0.7232149999999999,0.823211,0.6848069999999999,0.829109,0.9188719999999999,0.264175,0.691843,0.286227,0.12704000000000001,0.5193760000000001,0.412166,0.506045,0.168897,0.6080479999999999,0.382226,0.259588,0.522708,0.748747,0.466105,0.378156,0.301465,0.582403,0.926033
35,0.661323,0.8266959999999999,0.623445,0.894223,0.244062,0.34557,0.133498,0.560802,0.410695,0.085211,0.492105,0.275783,0.40294800000000003,0.620959,0.499517,0.622838,0.5935159999999999,0.39761599999999997,0.37011,0.55466,0.189939,0.38914099999999996,0.394771,0.748078,0.48866000000000004,0.0,0.644992,0.696437,0.319819,0.441233,0.22841399999999998,0.801179,0.8706
36,0.242146,0.669564,0.5757359999999999,0.49581800000000004,0.47363999999999995,0.404609,0.750015,0.6831659999999999,0.045584,0.121671,0.654454,0.31758000000000003,0.322955,0.548091,0.541593,0.649422,0.8187939999999999,0.329419,0.5660850000000001,0.407775,0.458103,0.341444,0.283075,0.486702,0.639887,0.406668,1.0,0.8157979999999999,0.289261,0.570055,0.22463699999999998,0.534636,0.946767
37,0.524602,0.09929400000000001,0.320155,0.578929,0.768146,0.333982,0.517764,0.350662,0.379438,0.11536300000000001,0.432327,0.568674,0.32706,0.41085699999999997,0.45616999999999996,0.155223,0.5766939999999999,0.285254,0.400292,0.440796,0.158589,0.597815,0.35932800000000004,0.764316,0.530096,0.6470859999999999,0.802769,0.722738,0.313309,0.42213599999999996,0.332148,0.800022,0.2663
38,0.390633,0.5084029999999999,0.5573779999999999,0.539413,0.56965,0.491379,0.548694,0.5144890000000001,0.337394,0.233704,0.21987399999999999,0.560539,0.659513,0.557968,0.465099,0.501875,0.40677199999999997,0.45415200000000006,0.230854,0.740263,0.209544,0.642842,0.650933,0.6290560000000001,0.280381,0.193711,0.5392560000000001,0.826578,0.5971890000000001,0.571687,0.811221,0.49341599999999997,0.7433
39,0.4034,0.912357,0.225231,0.814922,0.604124,0.543882,0.5781850000000001,0.410847,0.521334,0.203799,0.51153,0.6034109999999999,0.47385600000000005,0.353082,0.51059,0.299014,0.632464,0.354716,0.579291,0.590052,0.49303,0.619631,0.401481,0.839024,0.616675,0.761256,0.5132770000000001,0.753217,0.5313260000000001,0.376708,0.658442,0.458509,0.803367
40,0.316799,0.7218,0.890368,0.59123,0.613643,0.5745359999999999,0.568208,0.23754899999999998,0.61165,0.258895,0.48013,0.528478,0.552415,0.46807200000000004,0.527459,0.12313900000000001,0.5743510000000001,0.386878,0.534341,0.430046,0.244035,0.527356,0.380752,0.5576439999999999,0.468974,0.262598,0.536197,0.645804,0.537986,0.700347,0.312325,0.5653090000000001,0.820933
41,0.463149,0.7991550000000001,0.306669,0.6289100000000001,0.626744,0.567477,0.215586,0.588535,0.3126,0.275046,0.38038,0.424117,0.395703,0.548205,0.495954,0.407116,0.514079,0.357604,0.45996899999999996,0.489346,0.303802,0.48521899999999996,0.443271,0.45161599999999996,0.30344099999999996,0.5151720000000001,0.618992,0.681905,0.458829,0.4907,0.315246,0.601582,0.329367
42,0.338835,0.843686,0.116523,0.7264609999999999,0.385849,0.491835,0.586581,0.25105,0.443582,0.176557,0.503443,0.714483,0.548243,0.44129799999999997,0.45415900000000003,0.32140100000000005,0.571815,0.348256,0.618583,0.20382999999999998,0.125022,0.553233,0.493674,0.8384590000000001,0.308802,0.529312,0.367352,0.696597,0.363354,0.597325,0.185391,0.444712,0.558467
43,0.5899439999999999,0.872815,0.5152180000000001,0.9080790000000001,0.23015,0.253696,0.44636800000000004,0.815539,0.618216,0.072498,0.347709,0.65974,0.422314,0.5036109999999999,0.46557299999999996,0.490953,0.611247,0.36130100000000004,0.375792,0.524931,0.406792,0.7011930000000001,0.548551,0.658766,0.242206,0.405087,0.782072,0.703702,0.400194,0.623658,0.233967,0.469391,0.518767
44,0.275841,0.67171,0.729675,0.529903,0.542395,0.550501,0.544277,0.539308,0.35146900000000003,0.211732,0.496205,0.501954,0.664187,0.5063880000000001,0.5003340000000001,0.365873,0.419116,0.39319699999999996,0.31385599999999997,0.687925,0.256274,0.730096,0.39919699999999997,0.6260100000000001,0.584521,0.370069,0.640447,0.6759850000000001,0.431475,0.780758,0.220255,0.612748,0.8521
45,0.506456,0.0,0.254517,0.535833,0.692992,0.277965,0.41476599999999997,0.5166569999999999,0.379039,0.204191,0.427883,0.556293,0.335994,0.440325,0.450866,0.27787399999999995,0.523968,0.341287,0.51785,0.3608,0.173877,0.451772,0.503791,0.754526,0.4379,0.6157239999999999,0.845211,0.5579270000000001,0.201019,0.412105,0.585224,0.42684700000000003,0.1506
46,0.332219,0.779401,0.235467,0.6865359999999999,0.45187,0.361581,0.64168,0.547532,0.6598569999999999,0.176056,0.17876199999999998,0.536089,0.668402,0.481149,0.398404,0.285504,0.597182,0.616456,0.132134,0.18771600000000002,0.042505,0.138888,0.199754,0.15247,0.40729499999999996,0.888241,0.28068000000000004,0.47803,0.324863,0.618222,0.769062,0.755041,0.613433
47,0.571596,0.8687809999999999,0.432101,1.0,0.09916,0.193184,0.595668,0.501538,0.55307,0.034538,0.45642200000000005,0.6884859999999999,0.533992,0.41358900000000004,0.406493,0.424467,0.629636,0.34369099999999997,0.340061,0.554053,0.373198,0.671342,0.481839,0.667234,0.28432199999999996,0.466556,0.8109,0.680975,0.38006,0.52381,0.406848,0.537458,0.927733
48,0.587733,0.384889,0.641878,0.97585,0.345686,0.619092,0.6012609999999999,0.8072229999999999,0.311226,0.321914,0.52591,0.19176300000000002,0.591133,0.5224,0.314589,0.38154299999999997,0.29992800000000003,0.035002,0.82875,0.44334799999999996,0.20477599999999999,0.5481560000000001,0.0,0.668211,0.508883,0.5694100000000001,0.303136,0.686422,0.45056499999999994,0.6688109999999999,0.918251,0.15538,0.877333
49,0.603064,0.290076,0.33865700000000004,0.7195050000000001,0.41225100000000003,0.9181450000000001,0.49925600000000003,0.53663,0.47834799999999994,0.292985,0.49525600000000003,0.48111499999999996,0.497942,0.508131,0.439357,0.339329,0.596954,0.46090600000000004,0.5006010000000001,0.279808,0.187365,0.460128,0.494644,0.776263,0.440467,0.5972609999999999,0.5957319999999999,0.593349,0.365789,0.5516,0.294106,0.893328,0.5746
50,0.464808,0.5220600000000001,0.314653,0.60083,0.415239,0.45133999999999996,0.679075,0.16229100000000002,0.085864,0.160139,0.030708,0.4627,0.15015799999999999,0.8053680000000001,0.417508,0.380729,0.744618,0.9666040000000001,0.23974099999999998,0.56833,0.339033,1.0,0.132199,0.639813,0.554994,0.506545,0.340715,0.733956,0.488742,0.341935,0.47964799999999996,0.452006,0.777
51,0.27048099999999997,0.837083,0.005518,0.5815229999999999,0.313301,0.508944,0.374172,0.570283,0.27108499999999996,0.231523,0.371825,0.702044,0.56598,0.487407,0.44933599999999996,0.33148299999999997,0.5693239999999999,0.44389399999999996,0.697958,0.455491,0.22221999999999997,0.573749,0.442014,0.599507,0.33411399999999997,0.402507,0.658992,0.629958,0.402298,0.5313220000000001,0.33229899999999996,0.64026,0.1367
52,0.5135310000000001,0.246571,0.078432,0.782574,0.396548,0.46488199999999996,0.49369300000000005,0.48628599999999994,0.473131,0.42769300000000005,0.694599,0.889065,0.724449,1.0,0.9862860000000001,0.235123,0.6457930000000001,0.198793,0.470732,0.74153,0.25737,0.47,0.13001,0.48095699999999997,0.291392,0.283643,0.444957,0.674933,0.32556799999999997,0.535848,0.486098,0.507242,0.899633
53,0.7840010000000001,0.8874350000000001,0.372282,0.479494,0.418353,0.402092,0.6784060000000001,0.198444,0.148759,0.516532,0.384367,0.340906,0.42988699999999996,0.16993,0.568059,0.309141,0.49076000000000003,0.338427,0.312818,0.5555359999999999,0.32758899999999996,0.515087,0.25393499999999997,0.593555,0.303845,0.182798,0.5980810000000001,0.599833,0.211891,0.417314,0.19017,0.8603350000000001,0.767
54,0.375249,0.8932379999999999,0.247437,0.803006,0.65893,0.5251560000000001,0.681212,0.371911,0.620641,0.157201,0.49849799999999994,0.5933649999999999,0.43939700000000004,0.520178,0.509307,0.365774,0.49807799999999997,0.32299999999999995,0.5001720000000001,0.027469,0.046714,0.6146010000000001,0.502021,0.794733,0.285124,0.19992000000000001,0.344281,0.6287229999999999,0.19628199999999998,0.618088,0.312745,0.224669,0.6027
55,0.40886100000000003,0.663758,0.15911199999999998,0.458946,0.389336,0.563181,0.520968,0.45867600000000003,0.50397,0.22894,0.835686,0.324935,0.652647,0.353351,0.428854,0.372341,0.7049850000000001,0.409083,0.42352399999999996,0.657345,0.242215,0.649972,0.651043,0.376546,0.553338,0.504745,0.34078,0.7503850000000001,0.041094,0.115032,0.13203399999999998,0.0,0.492367
56,0.555094,0.646712,0.411908,0.62128,0.49728999999999995,0.438845,0.721996,0.24561100000000002,0.34497,0.139827,0.337079,0.435012,0.24946500000000002,0.663957,0.550689,0.38003000000000003,0.460917,0.578162,0.396109,0.494893,0.24367800000000003,0.349612,0.49408599999999997,0.664804,0.318818,0.22161,0.7103689999999999,0.627304,0.6964319999999999,0.702237,0.372555,0.519224,0.695
57,0.641616,0.8152159999999999,0.28002,0.387852,0.632342,0.588124,0.46959799999999996,0.452694,0.450126,0.110606,0.131608,0.511366,0.471132,0.430806,0.542903,0.460027,0.397905,0.312182,0.192838,0.47909300000000005,0.9743629999999999,0.168986,0.406528,0.71375,0.15021199999999998,0.081058,0.386423,0.612034,0.225059,1.0,0.400938,0.061689999999999995,0.835667
58,0.495908,0.060089,0.289662,0.479966,0.725472,0.34978200000000004,0.358234,0.46955399999999997,0.334802,0.101474,0.321746,0.588082,0.307485,0.423104,0.45529899999999995,0.131674,0.5708,0.269137,0.404889,0.46019399999999994,0.20143699999999998,0.5515899999999999,0.387319,0.761246,0.483278,0.659958,0.872916,0.629544,0.175542,0.37761999999999996,0.471729,0.47914799999999996,0.232167
59,0.270364,0.68389,0.649094,0.517688,0.48960299999999995,0.471742,0.623534,0.643323,0.18271199999999999,0.144852,0.594862,0.425105,0.596873,0.516259,0.49587200000000003,0.39476300000000003,0.326385,0.385732,0.23549299999999998,0.664258,0.275507,0.732644,0.317431,0.663197,0.487407,0.442321,0.7529899999999999,0.7568779999999999,0.380578,0.6184850000000001,0.260449,0.592859,0.907933
60,0.22727199999999997,0.673291,0.521926,0.5058590000000001,0.430983,0.38764699999999996,0.741103,0.6777449999999999,0.109345,0.131731,0.7117100000000001,0.26682100000000003,0.34275900000000004,0.5883,0.542026,0.647825,0.8963979999999999,0.38197,0.613442,0.360595,0.34575300000000003,0.304075,0.388291,0.464301,0.588997,0.23944200000000002,0.717436,0.740534,0.418206,0.7785850000000001,0.176522,0.617237,0.858
61,0.366473,0.938702,0.20999099999999998,0.705462,0.694604,0.567504,0.468055,0.8243659999999999,0.515047,0.22626300000000002,0.387216,0.576739,0.41969300000000004,0.49452399999999996,0.532712,0.349046,0.5650430000000001,0.386938,0.644033,0.56979,0.52812,0.687325,0.419075,0.565134,0.472297,0.56625,0.751075,0.632742,0.504132,0.41423999999999994,0.589236,0.8319,0.899633
62,0.44811999999999996,0.8787860000000001,0.377823,0.711128,0.709411,0.634112,0.280615,0.657565,0.492937,0.24338200000000001,0.48836199999999996,0.43737200000000004,0.331014,0.493263,0.558595,0.445529,0.592228,0.408517,0.5105970000000001,0.59113,0.377663,0.502077,0.452434,0.725544,0.6241270000000001,0.6599079999999999,0.42700200000000005,0.76608,0.529699,0.426907,0.466876,0.43661400000000006,0.421333
63,0.0,0.701129,0.275444,0.392217,0.317129,0.5219010000000001,0.507263,0.8433790000000001,0.36651500000000004,0.161191,0.136995,1.0,0.689948,0.277936,0.535172,0.43061400000000005,0.190501,0.39907600000000004,0.367819,0.314195,0.15851800000000002,0.0,0.23805300000000001,0.640523,0.757105,0.320511,0.445671,0.785191,0.45509799999999995,0.177285,0.35937199999999997,0.7924979999999999,0.524667
64,0.415537,0.5704640000000001,0.282974,0.41535500000000003,0.43796499999999994,0.49855,0.663416,0.79966,0.5086149999999999,0.215773,0.834417,0.227235,0.661968,0.43335500000000005,0.471708,0.358694,0.678005,0.5279,0.393776,0.604453,0.346616,0.6846140000000001,0.672896,0.33613899999999997,0.494036,0.22966399999999998,0.505938,0.701172,0.199699,0.377328,0.306261,0.5084960000000001,0.3433
65,0.282603,0.6981470000000001,0.8308059999999999,0.523446,0.576873,0.549265,0.606104,0.409584,0.47488,0.279632,0.441046,0.49004899999999996,0.36786399999999997,0.485401,0.538061,0.362213,0.944672,0.397325,0.735206,0.359083,0.435931,0.376335,0.29086300000000004,0.3588,0.7541180000000001,0.284663,0.8901290000000001,0.616316,0.37892600000000004,0.513309,0.361362,0.44867299999999993,0.984733
66,0.27073600000000003,0.701493,0.8454010000000001,0.519299,0.5463060000000001,0.594398,0.48707399999999995,0.386106,0.53782,0.279522,0.31199899999999997,0.677766,0.666895,0.469243,0.461945,0.1201,0.525364,0.5190279999999999,0.466834,0.5862569999999999,0.23070700000000002,0.676763,0.267308,0.498299,0.595899,0.19716,0.6956760000000001,0.570466,0.424101,0.514025,0.588395,0.48231999999999997,0.8706
67,0.28210100000000005,0.684702,0.476917,0.570857,0.222636,0.360592,0.7410359999999999,0.42819300000000005,0.23729,0.0,1.0,0.155941,0.221307,0.54535,0.5814739999999999,0.034515,0.364073,0.499517,0.481567,0.299752,0.34222800000000003,0.424516,0.320687,0.805257,0.27867,0.39736,0.475865,0.612563,0.31216900000000003,0.482338,0.666932,0.635713,0.8521
