,Alkalinity,pH,Calcium,Chlorophyll,Avg_Mercury,No.samples,min,max,age_data,3_yr_Standard_Mercury
35,0.19085173501577285,0.6363636363636362,0.0859375,0.2933421226104153,0.10852713178294571,0.225,0.056818181818181816,0.11616161616161616,1.0,0.08053691275167786
36,0.8304416403785488,0.5818181818181818,0.9999999999999999,0.10415293342122608,0.11627906976744184,0.225,0.01136363636363636,0.15656565656565657,1.0,0.12751677852348997
37,0.40851735015772866,0.8727272727272728,0.4966517857142857,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
38,0.057570977917981075,0.6181818181818182,0.015624999999999998,0.07976268951878707,0.34883720930232553,0.20000000000000004,0.3068181818181818,0.28787878787878796,1.0,0.3489932885906041
39,0.6813880126182964,0.7090909090909092,0.9419642857142856,0.12788398154251812,0.821705426356589,0.15,0.8522727272727274,0.6818181818181819,1.0,0.5704697986577182
40,0.8895899053627759,0.6181818181818182,0.7979910714285713,0.037574159525379035,0.09302325581395349,0.25,0.0,0.10101010101010102,1.0,0.09395973154362416
41,0.7594637223974763,0.5818181818181818,0.4955357142857142,0.03625576796308503,0.046511627906976744,0.20000000000000004,0.01136363636363636,0.10101010101010102,1.0,0.10067114093959732
42,0.08359621451104102,0.4181818181818182,0.25781249999999994,0.005932762030323006,0.3410852713178294,0.15,0.2613636363636364,0.5000000000000001,1.0,0.2684563758389262
43,0.5149842271293374,0.8545454545454547,0.2779017857142857,0.44495715227422544,0.1317829457364341,0.20000000000000004,0.01136363636363636,0.21212121212121213,1.0,0.08053691275167786
44,0.1167192429022082,0.5636363636363637,0.44754464285714285,0.15425181278839814,0.6356589147286822,0.20000000000000004,0.36363636363636365,0.6767676767676768,1.0,0.4228187919463088
45,0.02996845425867508,0.4727272727272729,0.25111607142857145,0.05866842452208305,0.37209302325581395,0.20000000000000004,0.3068181818181818,0.4494949494949495,1.0,0.3422818791946309
46,0.19242902208201892,0.4727272727272729,0.12834821428571425,0.17798286090969015,0.4728682170542636,1.0,0.29545454545454547,0.5252525252525254,1.0,0.3624161073825503
47,0.6332807570977917,0.9636363636363638,0.2165178571428571,0.05866842452208305,0.17829457364341084,0.05000000000000002,0.0,0.17171717171717174,0.0,0.15436241610738255
48,0.0,0.12727272727272732,0.011160714285714282,0.037574159525379035,0.6976744186046511,0.15,0.6250000000000001,0.595959595959596,1.0,0.6308724832214766
49,0.2586750788643533,0.6181818181818182,0.1339285714285714,0.02570863546473302,0.27906976744186046,0.20000000000000004,0.04545454545454546,0.4242424242424243,1.0,0.18120805369127518
50,0.11277602523659305,0.6000000000000001,0.04575892857142857,0.10415293342122608,0.3023255813953488,0.17500000000000002,0.21590909090909094,0.3181818181818181,1.0,0.26174496644295303
51,0.12697160883280756,0.290909090909091,0.021205357142857137,0.01252471984179301,0.1627906976744186,0.20000000000000004,0.125,0.17171717171717174,1.0,0.16107382550335575
52,0.5567823343848579,0.781818181818182,0.2165178571428571,0.05339485827290705,0.17829457364341084,0.20000000000000004,0.125,0.22727272727272732,1.0,0.14093959731543626
