,SOUTH,SEX,EXPERIENCE,UNION,AGE,5_Hispanic,5_Other,5_White,6_Clerical,6_Management,6_Other,6_Professional,6_Sales,6_Service,7_Construction,7_Manufacturing,7_Other,MARR,WAGE
125,1.0,1.0,0.09090909090909091,1.0,0.10869565217391308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.5
126,1.0,0.0,0.5454545454545454,1.0,0.5869565217391305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.8
127,0.0,1.0,0.32727272727272727,1.0,0.4130434782608696,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.75
128,1.0,0.0,0.10909090909090909,1.0,0.13043478260869568,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.75
129,1.0,1.0,0.2909090909090909,1.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.5
130,1.0,1.0,0.01818181818181818,0.0,0.02173913043478265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
131,0.0,1.0,0.05454545454545454,1.0,0.06521739130434784,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5
132,0.0,1.0,0.14545454545454545,1.0,0.17391304347826086,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
133,0.0,1.0,0.03636363636363636,1.0,0.08695652173913049,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.65
134,0.0,1.0,0.2909090909090909,1.0,0.28260869565217395,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.8
135,1.0,1.0,0.16363636363636364,1.0,0.15217391304347827,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
136,0.0,1.0,0.03636363636363636,1.0,0.043478260869565244,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.25
137,1.0,1.0,0.7818181818181817,1.0,0.8260869565217392,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.35
138,0.0,1.0,0.6909090909090909,1.0,0.7608695652173914,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.5
139,0.0,1.0,0.16363636363636364,1.0,0.19565217391304346,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
140,1.0,1.0,0.21818181818181817,1.0,0.26086956521739135,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.75
141,0.0,1.0,0.32727272727272727,1.0,0.3913043478260869,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.89
142,0.0,1.0,0.2727272727272727,0.0,0.30434782608695654,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.21
143,1.0,1.0,0.509090909090909,0.0,0.5869565217391305,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.78
144,1.0,1.0,0.4909090909090909,0.0,0.5434782608695652,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.9
145,1.0,1.0,0.6909090909090909,1.0,0.8260869565217392,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5
146,0.0,0.0,0.05454545454545454,1.0,0.06521739130434784,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.5
147,0.0,1.0,0.7454545454545454,0.0,0.8913043478260869,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.25
148,1.0,1.0,0.2909090909090909,0.0,0.34782608695652173,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.45
149,1.0,1.0,0.12727272727272726,1.0,0.17391304347826086,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
150,1.0,0.0,0.6,1.0,0.5869565217391305,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.62
151,0.0,1.0,0.45454545454545453,1.0,0.5869565217391305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.58
152,1.0,1.0,0.09090909090909091,1.0,0.10869565217391308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
153,1.0,1.0,0.3090909090909091,1.0,0.4130434782608696,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.2
154,1.0,1.0,0.01818181818181818,1.0,0.02173913043478265,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.25
155,0.0,1.0,0.23636363636363636,1.0,0.28260869565217395,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.5
156,0.0,1.0,0.32727272727272727,1.0,0.4782608695652174,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.98
