,0_ANA,0_ARI,0_ATL,0_BAL,0_BOS,0_CAL,0_CHC,0_CHW,0_CIN,0_CLE,0_COL,0_DET,0_FLA,0_HOU,0_KCA,0_KCR,0_LAA,0_LAD,0_MIA,0_MIL,0_MIN,0_MLN,0_MON,0_NYM,0_NYY,0_OAK,0_PHI,0_PIT,0_SDP,0_SEA,0_SEP,0_SFG,0_STL,0_TBD,0_TBR,0_TEX,0_TOR,0_WSA,0_WSN,League,Year,RS,RA,W,OBP,SLG,BA,9_158,9_159,9_160,9_161,9_162,9_163,9_164,9_165,OSLG
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21978021978021978,0.5103011093502376,0.19736842105263153,0.2604166666666661,0.368421052631579,0.2749999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5294117647058827
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39010989010989017,0.43423137876386697,0.42105263157894735,0.4166666666666665,0.5210526315789477,0.6375000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5032679738562087
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5567765567765567,0.35974643423137875,0.6447368421052632,0.5729166666666665,0.6947368421052633,0.7500000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37254901960784315
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31868131868131877,0.19809825673534076,0.6052631578947368,0.4166666666666665,0.38421052631578956,0.4750000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.117647058823529
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26739926739926745,0.3993660855784469,0.381578947368421,0.3229166666666665,0.4263157894736842,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34640522875817004
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5732600732600733,0.41362916006339145,0.5657894736842105,0.5,0.7157894736842112,0.5625000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4444444444444442
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.435897435897436,0.5705229793977813,0.3421052631578947,0.5,0.46842105263157907,0.5750000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6274509803921569
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3424908424908425,0.375594294770206,0.4473684210526315,0.40625,0.44736842105263164,0.4375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3594771241830066
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6245421245421247,0.3106180665610143,0.7236842105263158,0.625,0.8,0.6375000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4771241830065356
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4578754578754579,0.225039619651347,0.7105263157894736,0.34374999999999956,0.5421052631578951,0.2999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20915032679738532
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.40476190476190477,0.32963549920760693,0.5394736842105262,0.4166666666666665,0.5210526315789477,0.5125000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3986928104575158
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3443223443223443,0.3201267828843106,0.5131578947368421,0.28124999999999956,0.49473684210526314,0.36250000000000027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2875816993464051
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3443223443223443,0.3771790808240887,0.4736842105263158,0.4375,0.4157894736842105,0.4125000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33986928104575176
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.28367670364500785,0.4605263157894737,0.19791666666666696,0.35789473684210527,0.25000000000000044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3137254901960782
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.46703296703296704,0.2805071315372425,0.7105263157894736,0.520833333333333,0.5052631578947369,0.6875000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3071895424836599
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.553113553113553,0.2789223454833598,0.6315789473684211,0.6354166666666665,0.631578947368421,0.7125000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26797385620915026
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.16640253565768615,0.6578947368421052,0.4166666666666665,0.4894736842105265,0.3250000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.039215686274509665
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.631868131868132,0.37242472266244064,0.6973684210526315,0.59375,0.7631578947368423,0.7375000000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4052287581699341
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4633699633699634,0.4944532488114104,0.4342105263157895,0.33333333333333304,0.5578947368421054,0.3875000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6013071895424837
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.49084249084249076,0.1933438985736925,0.7631578947368421,0.46875,0.6684210526315788,0.5875000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17647058823529393
30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.49084249084249076,0.3011093502377178,0.7105263157894736,0.46875,0.5894736842105261,0.4500000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4117647058823528
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.32600732600732607,0.21077654516640254,0.6447368421052632,0.3229166666666665,0.4526315789473687,0.36250000000000027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09803921568627416
32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.4487179487179488,0.6148969889064977,0.381578947368421,0.40625,0.5894736842105261,0.5375000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7450980392156863
33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.7545787545787547,0.4199683042789224,0.6578947368421052,0.7499999999999996,0.8421052631578949,0.8250000000000006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30065359477124165
34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.3498168498168498,0.4500792393026942,0.4078947368421052,0.3854166666666665,0.5263157894736843,0.5250000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4379084967320259
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.3498168498168498,0.37083993660855774,0.5131578947368421,0.4375,0.45789473684210535,0.4750000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333335
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.4981684981684983,0.39302694136291594,0.5131578947368421,0.5104166666666665,0.5631578947368421,0.5250000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4509803921568625
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.4413919413919415,0.45641838351822495,0.5263157894736842,0.4166666666666665,0.5000000000000002,0.4500000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4379084967320259
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.4981684981684983,0.47860538827258314,0.4342105263157895,0.5416666666666665,0.5736842105263158,0.5500000000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5555555555555554
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.5934065934065934,0.37876386687797137,0.7236842105263158,0.65625,0.7,0.7875000000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32679738562091476
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.29670329670329665,0.364500792393027,0.42105263157894735,0.42708333333333304,0.45789473684210535,0.4125000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3594771241830066
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.2783882783882784,0.5134706814580032,0.21052631578947367,0.3541666666666665,0.38421052631578956,0.5500000000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5620915032679745
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.48901098901098894,0.45958795562599053,0.4078947368421052,0.5416666666666665,0.5999999999999999,0.7625000000000006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5163398692810457
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.37362637362637374,0.25515055467511893,0.6052631578947368,0.37499999999999956,0.5315789473684214,0.48750000000000027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27450980392156854
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.33150183150183155,0.22187004754358164,0.5526315789473685,0.46875,0.3894736842105264,0.5375000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16339869281045738
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.4725274725274725,0.26307448494453256,0.7368421052631579,0.5,0.6526315789473685,0.5875000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2549019607843137
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.2857142857142857,0.5261489698890649,0.30263157894736836,0.30208333333333304,0.31052631578947376,0.4125000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5816993464052285
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.46703296703296704,0.427892234548336,0.48684210526315785,0.6041666666666665,0.47368421052631615,0.6250000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42483660130718937
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.7399267399267399,0.29318541996830416,0.7499999999999999,0.6875,0.7526315789473685,0.6125000000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34640522875817004
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799999999999969,0.33333333333333337,0.32805071315372425,0.4473684210526315,0.3541666666666665,0.35789473684210527,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20915032679738532
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9799999999999969,0.4578754578754579,0.09033280507131536,0.8157894736842105,0.4791666666666661,0.49473684210526314,0.48750000000000027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09803921568627416
