,in1,in3,in4,out1
79,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.375
80,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.5
81,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.625
82,0.7142857142857142,0.46153846153846156,1.0,0.125
83,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.125
84,0.0,0.5384615384615385,0.14285714285714285,0.625
85,0.5,0.6153846153846154,0.9285714285714285,0.375
86,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.75
87,0.7142857142857142,1.0,0.2857142857142857,0.25
88,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.375
89,0.21428571428571427,0.0,1.0,0.125
90,0.21428571428571427,0.0,1.0,0.0
91,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.25
92,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.75
93,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.625
94,0.5,0.46153846153846156,0.2857142857142857,0.5
95,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.375
96,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.375
97,0.07142857142857142,0.9230769230769231,0.42857142857142855,0.0
98,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.375
99,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.5
100,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.25
101,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.0
102,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.75
103,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.0
104,0.5,0.6153846153846154,0.9285714285714285,0.375
105,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.625
106,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.25
107,0.5,0.5384615384615385,0.0,0.625
108,0.8571428571428571,0.9230769230769231,0.5,0.875
109,0.0,0.5384615384615385,0.14285714285714285,0.0
110,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.375
111,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.25
112,0.3571428571428571,0.0,0.7857142857142857,0.75
113,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.75
114,0.5,0.6153846153846154,0.9285714285714285,0.875
115,0.3571428571428571,0.0,0.7857142857142857,0.375
116,0.0,0.9230769230769231,0.5,0.125
117,0.5,0.6153846153846154,0.9285714285714285,0.5
118,0.5,0.46153846153846156,0.2857142857142857,0.625
119,0.3571428571428571,0.0,0.7857142857142857,0.375
120,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.5
121,0.0,0.9230769230769231,0.5,0.25
122,0.0,0.5384615384615385,0.14285714285714285,0.0
123,0.7142857142857142,0.38461538461538464,0.0,0.75
124,0.8571428571428571,0.38461538461538464,0.9285714285714285,0.25
125,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.75
126,1.0,1.0,1.0,0.625
127,0.3571428571428571,0.0,0.7857142857142857,0.625
128,0.0,0.9230769230769231,0.5,0.625
129,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.375
130,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.375
131,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.5
132,1.0,0.6153846153846154,1.0,0.375
133,0.07142857142857142,0.7692307692307693,0.5,0.125
134,0.7142857142857142,1.0,0.2857142857142857,0.375
135,0.5,0.5384615384615385,0.0,0.0
136,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.25
137,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.5
138,0.07142857142857142,0.3076923076923077,0.07142857142857142,0.5
139,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.25
140,0.7142857142857142,0.38461538461538464,0.0,0.25
141,0.7857142857142857,0.7692307692307693,0.07142857142857142,0.75
142,0.8571428571428571,0.38461538461538464,0.9285714285714285,0.125
143,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.375
144,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.25
145,0.7142857142857142,0.46153846153846156,1.0,0.125
146,1.0,0.6153846153846154,1.0,0.75
147,0.7142857142857142,0.38461538461538464,0.0,0.375
148,0.7142857142857142,1.0,0.2857142857142857,0.5
149,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.375
150,0.07142857142857142,0.7692307692307693,0.5,0.375
151,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.5
152,0.8571428571428571,0.6923076923076923,1.0,0.375
153,0.5,0.5384615384615385,0.0,0.0
154,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.25
155,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.25
156,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.5
157,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.5
158,0.7142857142857142,0.46153846153846156,1.0,0.25
159,0.7142857142857142,1.0,0.2857142857142857,0.5
160,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.875
161,0.5,0.46153846153846156,0.2857142857142857,0.375
162,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.75
163,0.07142857142857142,0.7692307692307693,0.5,0.375
164,0.3571428571428571,0.0,0.7857142857142857,0.5
165,0.0,0.9230769230769231,0.5,0.75
166,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.625
167,0.0,0.9230769230769231,0.5,0.625
168,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.625
169,1.0,0.46153846153846156,0.0,0.0
170,0.8571428571428571,0.6923076923076923,1.0,0.375
171,0.3571428571428571,0.0,0.7857142857142857,0.25
172,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.75
173,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.625
174,0.3571428571428571,0.0,0.7857142857142857,0.75
175,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.0
176,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.25
177,0.3571428571428571,0.0,0.7857142857142857,0.375
178,1.0,1.0,1.0,0.75
179,0.3571428571428571,0.0,0.7857142857142857,0.375
180,0.21428571428571427,0.0,1.0,0.75
181,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.125
182,0.8571428571428571,0.6923076923076923,1.0,0.25
183,0.9285714285714285,0.38461538461538464,0.0,0.125
184,0.07142857142857142,0.9230769230769231,0.42857142857142855,0.125
185,0.9285714285714285,0.38461538461538464,0.0,0.125
186,0.3571428571428571,0.0,0.7857142857142857,0.5
187,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.5
188,0.0,0.5384615384615385,0.14285714285714285,0.0
189,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.5
190,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.5
191,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.125
192,1.0,0.3076923076923077,0.07142857142857142,0.25
193,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.125
194,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.75
195,0.5,0.6153846153846154,0.9285714285714285,0.375
196,1.0,0.3076923076923077,0.07142857142857142,0.25
197,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.125
198,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.375
199,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.75
200,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.125
201,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.625
202,0.0,0.5384615384615385,0.14285714285714285,0.0
203,0.07142857142857142,0.3076923076923077,0.07142857142857142,0.125
204,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.5
205,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.25
206,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.0
207,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.5
208,0.7142857142857142,0.38461538461538464,0.0,0.75
209,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.25
210,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.125
211,0.7142857142857142,0.38461538461538464,0.0,0.875
212,1.0,1.0,1.0,0.25
213,0.8571428571428571,0.6923076923076923,1.0,0.875
214,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.0
215,0.3571428571428571,0.0,0.7857142857142857,0.125
216,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.625
217,0.07142857142857142,0.7692307692307693,0.5,0.625
218,0.3571428571428571,0.0,0.7857142857142857,0.75
219,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.0
220,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.5
221,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.375
222,0.5,0.5384615384615385,0.0,0.0
223,1.0,1.0,1.0,1.0
224,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.0
225,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.25
226,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.875
227,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.5
228,0.07142857142857142,0.3076923076923077,0.07142857142857142,0.25
229,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.375
230,1.0,0.46153846153846156,0.0,0.375
231,0.8571428571428571,0.9230769230769231,0.5,0.75
232,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.375
233,0.7142857142857142,0.38461538461538464,0.0,0.75
234,0.7857142857142857,0.7692307692307693,0.07142857142857142,0.75
235,0.0,0.9230769230769231,0.5,0.125
236,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.25
237,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.625
238,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.375
239,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.625
240,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.5
241,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.125
242,0.07142857142857142,0.3076923076923077,0.07142857142857142,0.125
243,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.5
244,0.5,0.46153846153846156,0.2857142857142857,0.5
245,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.0
246,0.3571428571428571,0.0,0.7857142857142857,0.375
247,0.5,0.6153846153846154,0.9285714285714285,0.375
248,0.0,0.5384615384615385,0.14285714285714285,0.0
249,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.25
250,0.8571428571428571,0.6923076923076923,1.0,0.5
251,0.8571428571428571,0.9230769230769231,0.5,0.5
252,0.07142857142857142,0.9230769230769231,0.42857142857142855,0.125
253,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.375
254,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.625
255,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.625
256,1.0,0.3076923076923077,0.07142857142857142,0.25
257,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.375
258,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.125
259,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.25
260,0.0,0.9230769230769231,0.5,0.125
261,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.125
262,0.0,0.9230769230769231,0.5,0.0
263,1.0,0.6153846153846154,1.0,0.5
264,0.7142857142857142,0.46153846153846156,1.0,0.875
265,0.5,0.5384615384615385,0.0,0.25
266,0.7857142857142857,0.7692307692307693,0.07142857142857142,0.75
267,1.0,1.0,1.0,0.875
268,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.125
269,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.375
270,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.125
271,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.125
272,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.25
273,0.9285714285714285,0.38461538461538464,0.0,0.75
274,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.5
275,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.5
276,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.375
277,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.5
278,0.8571428571428571,0.9230769230769231,0.5,0.375
279,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.5
280,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.125
281,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.625
282,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.625
283,0.8571428571428571,0.3076923076923077,0.7142857142857142,0.25
284,0.5,0.46153846153846156,0.2857142857142857,0.25
285,0.8571428571428571,0.38461538461538464,0.9285714285714285,0.25
286,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.0
287,0.7142857142857142,0.38461538461538464,0.0,0.75
288,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.625
289,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.375
290,0.8571428571428571,0.9230769230769231,0.5,0.75
291,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.375
292,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.5
293,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.5
294,0.0,0.9230769230769231,0.5,0.375
295,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.375
296,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.25
297,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.375
298,0.8571428571428571,0.9230769230769231,0.5,0.75
299,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.375
300,0.8571428571428571,0.3076923076923077,0.7142857142857142,0.625
301,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.25
302,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.375
303,0.0,0.5384615384615385,0.14285714285714285,0.125
304,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.0
305,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.0
306,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.25
307,0.7142857142857142,0.46153846153846156,1.0,0.375
308,0.5,0.6153846153846154,0.9285714285714285,0.375
309,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.5
310,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.375
311,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.625
312,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.75
313,1.0,0.46153846153846156,0.0,0.0
314,0.8571428571428571,0.38461538461538464,0.9285714285714285,0.75
315,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.625
316,0.9285714285714285,0.38461538461538464,0.0,0.75
317,0.8571428571428571,0.3076923076923077,0.7142857142857142,0.5
318,0.3571428571428571,0.0,0.7857142857142857,0.75
319,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.5
320,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.75
321,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.0
322,0.3571428571428571,0.0,0.7857142857142857,0.25
323,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.125
324,0.07142857142857142,0.7692307692307693,0.5,0.125
325,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.0
326,0.8571428571428571,0.5384615384615385,0.42857142857142855,0.5
327,0.8571428571428571,0.38461538461538464,0.9285714285714285,0.375
328,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.25
329,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.625
330,0.7142857142857142,0.46153846153846156,1.0,0.625
331,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.25
332,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.625
333,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.75
334,0.7857142857142857,0.7692307692307693,0.07142857142857142,1.0
335,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.625
336,0.0,0.9230769230769231,0.5,0.0
337,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.0
338,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.25
339,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.375
340,0.5,0.46153846153846156,0.2857142857142857,0.875
341,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.5
342,1.0,0.3076923076923077,0.07142857142857142,0.375
343,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.0
344,0.7142857142857142,1.0,0.2857142857142857,0.625
345,0.5,0.5384615384615385,0.0,0.0
346,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.125
347,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.375
348,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.0
349,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.625
350,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.375
351,1.0,0.46153846153846156,0.0,0.75
352,1.0,0.6153846153846154,1.0,0.25
353,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.625
354,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.0
355,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.5
356,0.07142857142857142,0.3076923076923077,0.07142857142857142,0.5
357,0.3571428571428571,0.0,0.7857142857142857,0.5
358,0.0,0.5384615384615385,0.14285714285714285,0.5
359,0.5,0.46153846153846156,0.2857142857142857,0.625
360,1.0,1.0,1.0,1.0
361,0.5714285714285714,0.46153846153846156,0.07142857142857142,0.75
362,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.125
363,0.21428571428571427,0.0,1.0,0.0
364,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.125
365,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.125
366,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.25
367,0.3571428571428571,0.0,0.7857142857142857,0.5
368,0.0,0.9230769230769231,0.5,0.75
369,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.375
370,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.125
371,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.25
372,1.0,0.46153846153846156,0.0,0.25
373,0.5,0.5384615384615385,0.0,0.125
374,0.8571428571428571,0.9230769230769231,0.5,0.875
375,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.375
376,1.0,0.46153846153846156,0.0,0.0
377,0.07142857142857142,0.7692307692307693,0.5,0.125
378,0.9285714285714285,0.38461538461538464,0.0,0.5
379,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.0
380,0.07142857142857142,0.9230769230769231,0.42857142857142855,0.25
381,0.5,0.6153846153846154,0.9285714285714285,1.0
382,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.125
383,0.7142857142857142,0.38461538461538464,0.0,0.5
384,0.9285714285714285,0.38461538461538464,0.0,0.375
385,0.5,0.6153846153846154,0.9285714285714285,0.25
386,0.14285714285714285,0.5384615384615385,0.3571428571428571,0.375
387,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.75
388,0.7142857142857142,0.07692307692307693,0.42857142857142855,0.5
389,0.8571428571428571,0.6923076923076923,1.0,0.5
390,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.625
391,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.625
392,0.7142857142857142,0.46153846153846156,1.0,0.0
393,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.125
394,0.9285714285714285,0.15384615384615385,0.5714285714285714,0.5
395,0.07142857142857142,0.9230769230769231,0.42857142857142855,0.5
396,0.7857142857142857,0.7692307692307693,0.07142857142857142,0.875
397,0.7142857142857142,1.0,0.2857142857142857,0.0
398,0.07142857142857142,0.9230769230769231,0.2857142857142857,0.125
399,0.8571428571428571,0.9230769230769231,0.5,0.75
400,0.7142857142857142,0.38461538461538464,0.0,0.5
401,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.125
402,0.6428571428571428,0.38461538461538464,0.14285714285714285,0.375
403,0.5,0.5384615384615385,0.0,0.125
404,0.5,0.6153846153846154,0.9285714285714285,0.75
405,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.375
406,1.0,0.46153846153846156,0.0,0.625
407,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.375
408,0.7142857142857142,0.46153846153846156,1.0,0.75
409,0.3571428571428571,0.23076923076923078,0.8571428571428571,0.5
410,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.75
411,0.07142857142857142,0.7692307692307693,0.5,0.25
412,1.0,0.6153846153846154,1.0,0.375
413,0.14285714285714285,0.38461538461538464,0.07142857142857142,0.0
414,0.5,0.5384615384615385,0.0,0.25
415,0.7142857142857142,1.0,0.2857142857142857,0.5
416,0.8571428571428571,0.3076923076923077,0.7142857142857142,0.5
417,0.21428571428571427,0.38461538461538464,0.6428571428571428,0.625
418,1.0,0.6153846153846154,1.0,0.75
419,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.25
420,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.5
421,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.125
422,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.0
423,0.07142857142857142,0.3076923076923077,0.07142857142857142,0.625
424,0.7142857142857142,0.46153846153846156,0.6428571428571428,0.375
425,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.5
426,0.5,0.5384615384615385,0.0,0.375
427,0.21428571428571427,0.0,1.0,0.0
428,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.5
429,0.14285714285714285,0.15384615384615385,0.6428571428571428,0.0
430,0.8571428571428571,0.6923076923076923,1.0,0.5
431,0.21428571428571427,0.15384615384615385,0.8571428571428571,0.125
432,0.7142857142857142,0.38461538461538464,0.0,0.75
433,0.8571428571428571,0.7692307692307693,0.42857142857142855,0.625
434,1.0,0.3076923076923077,0.07142857142857142,0.25
435,0.07142857142857142,0.7692307692307693,0.5,0.0
436,0.7142857142857142,0.38461538461538464,0.0,0.625
437,0.7142857142857142,1.0,0.2857142857142857,0.75
438,0.0,0.9230769230769231,0.5,0.375
439,1.0,0.6153846153846154,1.0,0.625
440,0.7142857142857142,0.38461538461538464,0.0,0.75
441,0.14285714285714285,0.6923076923076923,0.14285714285714285,0.75
442,0.21428571428571427,0.0,1.0,0.625
443,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.125
444,0.5714285714285714,0.3076923076923077,0.3571428571428571,0.25
445,0.5,0.5384615384615385,0.0,0.125
446,0.8571428571428571,0.3076923076923077,0.7142857142857142,0.25
447,0.6428571428571428,0.7692307692307693,0.3571428571428571,0.25
448,0.21428571428571427,0.0,1.0,0.125
449,1.0,0.6153846153846154,1.0,0.625
450,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.5
451,0.5714285714285714,0.7692307692307693,0.14285714285714285,0.25
452,1.0,0.3076923076923077,0.07142857142857142,0.25
453,0.8571428571428571,0.6923076923076923,1.0,0.375
454,0.8571428571428571,0.3076923076923077,0.7142857142857142,0.125
455,0.9285714285714285,0.38461538461538464,0.0,0.375
456,0.8571428571428571,0.9230769230769231,0.5,0.75
457,0.5,0.5384615384615385,0.0,0.25
458,0.9285714285714285,0.46153846153846156,0.42857142857142855,0.5
459,0.8571428571428571,0.38461538461538464,0.9285714285714285,0.625
460,0.8571428571428571,0.6923076923076923,1.0,0.375
461,0.6428571428571428,0.5384615384615385,0.7142857142857142,0.5
462,0.9285714285714285,0.9230769230769231,0.14285714285714285,0.125
