,TechUGCourses,TechGCourses,MgmtUGCourses,MgmtGCourses,Total Workshops,Total Conferences,TotalLangExp,Hardware Proj Mgmt Exp,Software Proj Mgmt Exp,No Of Hardware Proj Estimated,No Of Software Proj Estimated,Domain Exp,ABS((TotalEstimates-TotalActual)/TotalActual)
61,0.2567567567567568,0.13333333333333333,0.0,0.0,0.0,0.17391304347826086,0.25,0.0,0.0,0.0,0.48,0.0,0.324852432351217
62,0.05405405405405406,0.1,0.0,0.08333333333333333,0.011764705882352941,0.043478260869565216,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.3363525341723321
63,0.17567567567567569,0.13333333333333333,0.0,0.16666666666666666,0.03529411764705882,0.0,0.5208333333333333,0.0,0.016666666666666666,0.0,0.08,0.0,0.38774679430022796
64,0.36486486486486486,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.497659271389196
65,0.5810810810810811,0.4666666666666667,0.08333333333333333,0.16666666666666666,0.047058823529411764,0.0,0.41666666666666663,0.0,0.06666666666666667,0.0,0.04,0.0,0.5388764502975592
66,0.06756756756756757,0.0,0.16666666666666666,0.0,0.023529411764705882,0.0,0.2708333333333333,0.0,0.06666666666666667,0.0,0.12,0.14285714285714285,0.5571951964107316
67,0.02702702702702703,0.6666666666666666,0.0,0.25,0.0,0.43478260869565216,0.5625,0.04,0.0,0.16,0.04,0.0,0.5755139426263873
68,0.08108108108108109,0.3333333333333333,0.0,0.25,0.058823529411764705,0.34782608695652173,0.46875,0.0,0.08333333333333333,0.0,0.12,0.07142857142857142,0.6075717484781642
69,0.02702702702702703,0.0,0.0,0.08333333333333333,0.0,0.13043478260869565,0.2708333333333333,0.0,0.3333333333333333,0.0,0.4,0.2857142857142857,0.6420720537365429
70,0.06756756756756757,0.06666666666666667,0.25,0.16666666666666666,0.023529411764705882,0.0,0.20833333333333331,0.0,0.2,0.0,0.16,0.2857142857142857,0.6735192347110484
71,0.2567567567567568,0.2,0.0,0.16666666666666666,0.011764705882352941,0.0,0.3958333333333333,0.0,0.016666666666666666,0.0,0.0,0.0,0.6854264197153555
72,0.1891891891891892,0.06666666666666667,0.0,0.0,0.0,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.7617545288618518
73,0.02702702702702703,0.03333333333333333,0.0,0.08333333333333333,0.0,0.08695652173913043,0.16666666666666666,0.04,0.06666666666666667,0.04,0.24,0.8571428571428571,0.930185222911892
74,0.13513513513513514,0.16666666666666666,0.41666666666666663,0.25,0.058823529411764705,0.0,0.16666666666666666,0.6,0.0,0.2,0.0,0.2857142857142857,0.9999999999999999
