,cylinders,displacement,horsepower,weight,acceleration,model,origin,class
16,0.6000000000000001,0.33850129198966405,0.27717391304347827,0.3291749362064077,0.4464285714285714,0.0,0.0,0.2393617021276596
17,0.6000000000000001,0.3410852713178295,0.21195652173913043,0.2761553728381061,0.47619047619047616,0.0,0.0,0.3191489361702128
18,0.19999999999999996,0.07493540051679587,0.2282608695652174,0.14658349872412813,0.38690476190476186,0.0,1.0,0.4787234042553191
19,0.19999999999999996,0.07493540051679587,0.0,0.06294301105755595,0.744047619047619,0.0,0.5,0.4521276595744681
20,0.19999999999999996,0.10852713178294571,0.22282608695652173,0.3002551743691523,0.5654761904761904,0.0,0.5,0.42553191489361697
21,0.19999999999999996,0.10077519379844962,0.2391304347826087,0.23164162177487946,0.38690476190476186,0.0,0.5,0.39893617021276595
22,0.19999999999999996,0.09302325581395349,0.2663043478260869,0.21604763254890846,0.5654761904761904,0.0,0.5,0.42553191489361697
23,0.19999999999999996,0.13695090439276486,0.36413043478260865,0.1760703147150553,0.2678571428571428,0.0,0.5,0.4521276595744681
24,0.6000000000000001,0.33850129198966405,0.2391304347826087,0.2934505245250921,0.41666666666666663,0.0,0.0,0.3191489361702128
25,1.0,0.7545219638242894,0.9184782608695652,0.8511482846611852,0.3571428571428571,0.0,0.0,0.026595744680851047
26,1.0,0.6175710594315246,0.8369565217391304,0.7833853132974199,0.41666666666666663,0.0,0.0,0.026595744680851047
27,1.0,0.6459948320413437,0.8913043478260869,0.7850864757584349,0.32738095238095233,0.0,0.0,0.05319148936170212
28,1.0,0.6098191214470284,0.7989130434782608,0.8843209526509782,0.6249999999999999,0.0,0.0,0.0
29,0.19999999999999996,0.07493540051679587,0.2282608695652174,0.14658349872412813,0.38690476190476186,0.08333333333333304,1.0,0.4787234042553191
30,0.19999999999999996,0.18604651162790697,0.2391304347826087,0.18457612702013038,0.4464285714285714,0.08333333333333304,0.0,0.5053191489361701
31,0.19999999999999996,0.11627906976744184,0.2663043478260869,0.17436915225404026,0.3571428571428571,0.08333333333333304,1.0,0.42553191489361697
32,0.19999999999999996,0.07751937984496121,0.31776841171251113,0.12276722426991782,0.6547619047619048,0.08333333333333304,0.0,0.42553191489361697
33,0.6000000000000001,0.42377260981912146,0.2934782608695652,0.2894811454493904,0.29761904761904756,0.08333333333333304,0.0,0.26595744680851063
34,0.6000000000000001,0.40568475452196384,0.32065217391304346,0.5177204423022399,0.4464285714285714,0.08333333333333304,0.0,0.18617021276595744
35,0.6000000000000001,0.4702842377260982,0.2934782608695652,0.4865324638502977,0.4464285714285714,0.08333333333333304,0.0,0.2127659574468085
36,0.6000000000000001,0.4702842377260982,0.2282608695652174,0.47887723277573013,0.4464285714285714,0.08333333333333304,0.0,0.26595744680851063
37,0.6000000000000001,0.42377260981912146,0.2934782608695652,0.4749078537000283,0.4464285714285714,0.08333333333333304,0.0,0.2393617021276596
38,1.0,0.7286821705426357,0.6467391304347826,0.736036291465835,0.23809523809523803,0.08333333333333304,0.0,0.1329787234042553
39,1.0,0.8578811369509045,0.7010869565217391,0.8083356960589737,0.20833333333333337,0.08333333333333304,0.0,0.1329787234042553
40,1.0,0.7312661498708011,0.5815217391304348,0.7204423022398639,0.32738095238095233,0.08333333333333304,0.0,0.1329787234042553
41,1.0,0.6459948320413437,0.5652173913043478,0.7039977317833853,0.29761904761904756,0.08333333333333304,0.0,0.1329787234042553
42,1.0,0.813953488372093,0.7282608695652174,0.9475474907853699,0.20833333333333337,0.08333333333333304,0.0,0.0797872340425532
43,1.0,0.8578811369509045,0.6739130434782609,0.8882903317266798,0.23809523809523803,0.08333333333333304,0.0,0.10638297872340427
44,1.0,0.8578811369509045,0.7010869565217391,1.0,0.23809523809523803,0.08333333333333304,0.0,0.10638297872340427
45,0.6000000000000001,0.49095607235142125,0.34782608695652173,0.3824780266515452,0.32738095238095233,0.08333333333333304,0.0,0.2393617021276596
46,0.19999999999999996,0.18604651162790697,0.14130434782608692,0.22540402608449106,0.6547619047619048,0.08333333333333304,0.0,0.3457446808510638
47,0.6000000000000001,0.4702842377260982,0.2934782608695652,0.4732066912390134,0.41666666666666663,0.08333333333333304,0.0,0.26595744680851063
48,0.6000000000000001,0.4702842377260982,0.2282608695652174,0.43266231925148857,0.38690476190476186,0.08333333333333304,0.0,0.2393617021276596
49,0.19999999999999996,0.1395348837209302,0.21739130434782605,0.17210093563935358,0.3571428571428571,0.08333333333333304,0.0,0.3723404255319148
50,0.19999999999999996,0.12403100775193798,0.2391304347826087,0.14459880918627732,0.3571428571428571,0.08333333333333304,0.5,0.5053191489361701
51,0.19999999999999996,0.028423772609819126,0.13043478260869562,0.13070598242132125,0.6845238095238094,0.08333333333333304,0.5,0.5585106382978723
52,0.19999999999999996,0.051679586563307484,0.16304347826086957,0.1281542387297987,0.38690476190476186,0.08333333333333304,0.5,0.5585106382978723
53,0.19999999999999996,0.00775193798449611,0.1032608695652174,0.045364332293734044,0.6547619047619048,0.08333333333333304,1.0,0.5851063829787234
54,0.19999999999999996,0.01033591731266148,0.125,0.0,0.5952380952380952,0.08333333333333304,1.0,0.6914893617021276
55,0.19999999999999996,0.07493540051679587,0.07608695652173914,0.06265948398072019,0.6547619047619048,0.08333333333333304,0.5,0.4787234042553191
56,0.19999999999999996,0.05943152454780362,0.13043478260869562,0.0969662602778566,0.744047619047619,0.08333333333333304,0.0,0.4521276595744681
57,0.19999999999999996,0.11627906976744184,0.2663043478260869,0.1885455060958322,0.4464285714285714,0.16666666666666696,1.0,0.39893617021276595
58,0.19999999999999996,0.07622739018087854,0.18478260869565216,0.14544939041678484,0.5357142857142857,0.16666666666666696,0.0,0.42553191489361697
59,0.19999999999999996,0.07493540051679587,0.04347826086956519,0.18174085625177205,0.9226190476190476,0.16666666666666696,0.5,0.3723404255319148
60,0.19999999999999996,0.18604651162790697,0.2391304347826087,0.22540402608449106,0.6845238095238094,0.16666666666666696,0.0,0.29255319148936165
61,0.19999999999999996,0.1395348837209302,0.21739130434782605,0.17380209810036862,0.5059523809523809,0.16666666666666696,0.0,0.3191489361702128
62,1.0,0.7286821705426357,0.6467391304347826,0.7544655514601645,0.23809523809523803,0.16666666666666696,0.0,0.10638297872340427
63,1.0,0.8578811369509045,0.7010869565217391,0.7859370569889425,0.23809523809523803,0.16666666666666696,0.0,0.1329787234042553
64,1.0,0.6459948320413437,0.5652173913043478,0.7150552877799831,0.32738095238095233,0.16666666666666696,0.0,0.15957446808510636
65,1.0,0.7312661498708011,0.5815217391304348,0.713354125318968,0.29761904761904756,0.16666666666666696,0.0,0.1329787234042553
66,1.0,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333337,0.16666666666666696,0.0,0.2127659574468085
67,1.0,0.9328165374677002,0.8804347826086956,0.8562517720442303,0.1785714285714286,0.16666666666666696,0.0,0.05319148936170212
68,1.0,0.7286821705426357,0.592391304347826,0.8191097249787355,0.32738095238095233,0.16666666666666696,0.0,0.10638297872340427
69,1.0,0.7286821705426357,0.6195652173913043,0.8060674794442869,0.32738095238095233,0.16666666666666696,0.0,0.0797872340425532
70,1.0,0.8578811369509045,0.7826086956521738,0.7964275588318684,0.2678571428571428,0.16666666666666696,0.0,0.10638297872340427
71,0.0,0.00516795865633074,0.27717391304347827,0.20328891409129568,0.32738095238095233,0.16666666666666696,1.0,0.26595744680851063
72,1.0,0.6098191214470284,0.5652173913043478,0.6461582081088745,0.2678571428571428,0.16666666666666696,0.0,0.15957446808510636
73,1.0,0.6175710594315246,0.4565217391304348,0.7045647859370571,0.3571428571428571,0.16666666666666696,0.0,0.10638297872340427
74,1.0,0.6046511627906976,0.5108695652173912,0.7601360929968811,0.47619047619047616,0.16666666666666696,0.0,0.10638297872340427
75,1.0,0.6459948320413437,0.5652173913043478,0.6986107173235044,0.3571428571428571,0.16666666666666696,0.0,0.1329787234042553
76,0.19999999999999996,0.13695090439276486,0.3586956521739131,0.374255741423306,0.38690476190476186,0.16666666666666696,0.5,0.2393617021276596
77,0.19999999999999996,0.13695090439276486,0.16304347826086957,0.25460731499858236,0.5952380952380952,0.16666666666666696,0.5,0.3457446808510638
78,0.19999999999999996,0.13436692506459946,0.22282608695652173,0.3872979869577545,0.6845238095238094,0.16666666666666696,0.5,0.3191489361702128
79,0.19999999999999996,0.07235142118863047,0.125,0.16331159625744263,0.5952380952380952,0.16666666666666696,0.5,0.4521276595744681
80,0.19999999999999996,0.1395348837209302,0.21739130434782605,0.22171817408562522,0.47619047619047616,0.16666666666666696,0.0,0.3457446808510638
81,0.19999999999999996,0.07493540051679587,0.25,0.19138077686419053,0.5357142857142857,0.16666666666666696,1.0,0.5053191489361701
82,0.19999999999999996,0.13436692506459946,0.27717391304347827,0.2531896796144032,0.38690476190476186,0.16666666666666696,1.0,0.3723404255319148
83,0.19999999999999996,0.07751937984496121,0.18478260869565216,0.1562234193365466,0.41666666666666663,0.16666666666666696,0.0,0.5053191489361701
84,0.19999999999999996,0.07493540051679587,0.2282608695652174,0.13807768641905305,0.5059523809523809,0.16666666666666696,1.0,0.4787234042553191
85,1.0,0.7286821705426357,0.7010869565217391,0.7051318400907286,0.29761904761904756,0.25,0.0,0.10638297872340427
86,1.0,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333337,0.25,0.0,0.1329787234042553
87,1.0,0.7286821705426357,0.5380434782608695,0.6733768074851149,0.29761904761904756,0.25,0.0,0.10638297872340427
88,1.0,0.6046511627906976,0.4945652173913043,0.68868726963425,0.38690476190476186,0.25,0.0,0.1329787234042553
89,1.0,0.6459948320413437,0.5652173913043478,0.613552594272753,0.2678571428571428,0.25,0.0,0.15957446808510636
90,1.0,0.9328165374677002,0.826086956521739,0.9466969095548624,0.20833333333333337,0.25,0.0,0.0797872340425532
91,1.0,0.8578811369509045,0.5652173913043478,0.8083356960589737,0.23809523809523803,0.25,0.0,0.10638297872340427
92,1.0,0.7312661498708011,0.608695652173913,0.779699461298554,0.29761904761904756,0.25,0.0,0.10638297872340427
93,1.0,0.6459948320413437,0.5652173913043478,0.7439750496172385,0.38690476190476186,0.25,0.0,0.1329787234042553
94,1.0,0.9612403100775193,0.9184782608695652,0.8851715338814857,0.1785714285714286,0.25,0.0,0.10638297872340427
95,1.0,1.0,0.9728260869565217,0.9464133824780266,0.1785714285714286,0.25,0.0,0.0797872340425532
96,1.0,0.7545219638242894,0.7010869565217391,0.62602778565353,0.1785714285714286,0.25,0.0,0.10638297872340427
97,0.6000000000000001,0.40568475452196384,0.32065217391304346,0.42755883186844346,0.5059523809523809,0.25,0.0,0.2393617021276596
98,0.6000000000000001,0.4702842377260982,0.2934782608695652,0.47207258293167,0.5952380952380952,0.25,0.0,0.18617021276595744
99,0.6000000000000001,0.42377260981912146,0.2934782608695652,0.37765806634533594,0.47619047619047616,0.25,0.0,0.2393617021276596
100,0.6000000000000001,0.4702842377260982,0.2282608695652174,0.3992061241848597,0.5059523809523809,0.25,0.0,0.2393617021276596
101,0.6000000000000001,0.3359173126614987,0.2663043478260869,0.36603345619506666,0.47619047619047616,0.25,0.0,0.3723404255319148
102,0.19999999999999996,0.07493540051679587,0.0,0.09554862489367733,0.7738095238095238,0.25,0.5,0.4521276595744681
103,1.0,0.8578811369509045,0.5652173913043478,0.9594556280124752,0.3571428571428571,0.25,0.0,0.05319148936170212
104,1.0,0.8578811369509045,0.6576086956521738,0.9336546640204139,0.2678571428571428,0.25,0.0,0.0797872340425532
105,1.0,0.7545219638242894,0.6739130434782609,0.8622058406577827,0.29761904761904756,0.25,0.0,0.10638297872340427
106,1.0,0.7286821705426357,0.7282608695652174,0.818259143748228,0.2678571428571428,0.25,0.0,0.0797872340425532
107,0.6000000000000001,0.42377260981912146,0.2934782608695652,0.3334278423589453,0.41666666666666663,0.25,0.0,0.2393617021276596
108,0.19999999999999996,0.07493540051679587,0.2282608695652174,0.18882903317266797,0.6547619047619048,0.25,1.0,0.29255319148936165
109,0.19999999999999996,0.18604651162790697,0.14130434782608692,0.22341933654664026,0.6845238095238094,0.25,0.0,0.3191489361702128
110,0.19999999999999996,0.10335917312661497,0.26086956521739124,0.21718174085625175,0.5059523809523809,0.25,1.0,0.3457446808510638
111,0.0,0.00516795865633074,0.2391304347826087,0.1448823362631131,0.32738095238095233,0.25,1.0,0.2393617021276596
112,0.19999999999999996,0.1395348837209302,0.21195652173913043,0.19761837255457892,0.6249999999999999,0.25,0.0,0.26595744680851063
113,0.6000000000000001,0.2248062015503876,0.3315217391304348,0.24354975900198472,0.3571428571428571,0.25,0.0,0.3191489361702128
114,0.19999999999999996,0.07751937984496121,0.2391304347826087,0.18485965409696625,0.4464285714285714,0.25,0.5,0.4521276595744681
115,1.0,0.7286821705426357,0.5380434782608695,0.7000283527076835,0.29761904761904756,0.25,0.0,0.15957446808510636
116,1.0,0.8578811369509045,1.0,0.7555996597675078,0.0892857142857143,0.25,0.0,0.18617021276595744
117,0.19999999999999996,0.0,0.016304347826086973,0.07201587751630278,0.6845238095238094,0.25,0.5,0.5319148936170213
118,0.19999999999999996,0.12403100775193798,0.1576086956521739,0.15452225687553167,0.4464285714285714,0.25,0.5,0.39893617021276595
119,0.19999999999999996,0.11886304909560724,0.24456521739130432,0.2747377374539268,0.3571428571428571,0.25,0.5,0.29255319148936165
120,0.19999999999999996,0.13695090439276486,0.3586956521739131,0.35582648142897644,0.4464285714285714,0.25,0.5,0.26595744680851063
121,1.0,0.6459948320413437,0.5652173913043478,0.5063793592288064,0.1785714285714286,0.25,0.0,0.15957446808510636
122,0.19999999999999996,0.13695090439276486,0.34782608695652173,0.2968528494471222,0.3571428571428571,0.25,0.5,0.39893617021276595
123,0.6000000000000001,0.22739018087855295,0.4130434782608695,0.3385313297419904,0.32738095238095233,0.25,1.0,0.29255319148936165
124,1.0,0.7286821705426357,0.7282608695652174,0.5815140345903035,0.1785714285714286,0.25,0.0,0.05319148936170212
125,0.6000000000000001,0.3359173126614987,0.2663043478260869,0.4221718174085626,0.5059523809523809,0.33333333333333304,0.0,0.29255319148936165
126,0.6000000000000001,0.3410852713178295,0.31776841171251113,0.35781117096682735,0.5357142857142857,0.33333333333333304,0.0,0.3191489361702128
127,0.6000000000000001,0.42377260981912146,0.2934782608695652,0.36518287496455915,0.47619047619047616,0.33333333333333304,0.0,0.26595744680851063
128,0.6000000000000001,0.4702842377260982,0.2934782608695652,0.4885171533881486,0.5357142857142857,0.33333333333333304,0.0,0.15957446808510636
129,0.19999999999999996,0.028423772609819126,0.1141304347826087,0.09554862489367733,0.6547619047619048,0.33333333333333304,1.0,0.5851063829787234
130,0.19999999999999996,0.1395348837209302,0.18478260869565216,0.2375956903884321,0.5059523809523809,0.33333333333333304,0.0,0.4521276595744681
131,0.19999999999999996,0.00775193798449611,0.1032608695652174,0.06322653813439183,0.7738095238095238,0.33333333333333304,1.0,0.6117021276595744
132,0.19999999999999996,0.18604651162790697,0.1576086956521739,0.2633966543804933,0.5357142857142857,0.33333333333333304,0.0,0.42553191489361697
133,0.6000000000000001,0.4702842377260982,0.2934782608695652,0.6146867025800965,0.5357142857142857,0.33333333333333304,0.0,0.18617021276595744
134,0.6000000000000001,0.49095607235142125,0.34782608695652173,0.5724411681315565,0.5952380952380952,0.33333333333333304,0.0,0.18617021276595744
135,0.6000000000000001,0.40568475452196384,0.32065217391304346,0.5670541536716757,0.5059523809523809,0.33333333333333304,0.0,0.2393617021276596
136,1.0,0.6046511627906976,0.5108695652173912,0.7167564502409981,0.3571428571428571,0.33333333333333304,0.0,0.18617021276595744
137,1.0,0.7286821705426357,0.5652173913043478,0.8749645591153955,0.38690476190476186,0.33333333333333304,0.0,0.10638297872340427
138,1.0,0.6459948320413437,0.5652173913043478,0.8063510065211227,0.32738095238095233,0.33333333333333304,0.0,0.1329787234042553
139,1.0,0.6046511627906976,0.5108695652173912,0.8576694074284094,0.47619047619047616,0.33333333333333304,0.0,0.1329787234042553
140,1.0,0.6098191214470284,0.5652173913043478,0.7496455911539551,0.4464285714285714,0.33333333333333304,0.0,0.1329787234042553
141,0.19999999999999996,0.07751937984496121,0.20108695652173914,0.1718174085625177,0.5059523809523809,0.33333333333333304,0.5,0.5319148936170213
142,0.19999999999999996,0.028423772609819126,0.1141304347826087,0.09923447689254328,0.4464285714285714,0.33333333333333304,0.5,0.4521276595744681
143,0.19999999999999996,0.07493540051679587,0.17391304347826086,0.1947831017862206,0.38690476190476186,0.33333333333333304,0.5,0.4521276595744681
144,0.19999999999999996,0.020671834625322988,0.03260869565217389,0.010206974766090171,0.5059523809523809,0.33333333333333304,1.0,0.5851063829787234
145,0.19999999999999996,0.038759689922480606,0.08152173913043476,0.11057555996597679,0.6547619047619048,0.33333333333333304,1.0,0.6117021276595744
146,0.19999999999999996,0.056847545219638224,0.1576086956521739,0.14516586333994896,0.38690476190476186,0.33333333333333304,0.0,0.5053191489361701
147,0.19999999999999996,0.056847545219638224,0.1576086956521739,0.14034590303373973,0.4464285714285714,0.33333333333333304,0.5,0.39893617021276595
148,0.19999999999999996,0.12403100775193798,0.1576086956521739,0.17947263963708537,0.3571428571428571,0.33333333333333304,0.5,0.4521276595744681
149,0.19999999999999996,0.13436692506459946,0.27717391304347827,0.24836971930819396,0.41666666666666663,0.33333333333333304,1.0,0.39893617021276595
150,0.19999999999999996,0.10335917312661497,0.2554347826086957,0.22058406577828182,0.4464285714285714,0.33333333333333304,1.0,0.4521276595744681
151,0.19999999999999996,0.028423772609819126,0.1141304347826087,0.10972497873546927,0.47619047619047616,0.33333333333333304,0.5,0.5851063829787234
152,0.6000000000000001,0.40568475452196384,0.2663043478260869,0.46810320385596826,0.47619047619047616,0.41666666666666696,0.0,0.26595744680851063
153,0.6000000000000001,0.4702842377260982,0.32065217391304346,0.5233909838389567,0.47619047619047616,0.41666666666666696,0.0,0.2393617021276596
154,0.6000000000000001,0.4702842377260982,0.14130434782608692,0.515735752764389,0.7738095238095238,0.41666666666666696,0.0,0.15957446808510636
155,0.6000000000000001,0.4702842377260982,0.14130434782608692,0.43804933371136945,0.6845238095238094,0.41666666666666696,0.0,0.15957446808510636
156,1.0,0.8578811369509045,0.6739130434782609,0.8661752197334845,0.20833333333333337,0.41666666666666696,0.0,0.18617021276595744
157,1.0,0.7286821705426357,0.5380434782608695,0.8015310462149136,0.3571428571428571,0.41666666666666696,0.0,0.15957446808510636
158,1.0,0.6459948320413437,0.5652173913043478,0.8179756166713922,0.38690476190476186,0.41666666666666696,0.0,0.18617021276595744
159,1.0,0.7312661498708011,0.5543478260869565,0.8630564218882902,0.32738095238095233,0.41666666666666696,0.0,0.1329787234042553
160,0.6000000000000001,0.4211886304909561,0.34782608695652173,0.6504111142614121,0.7738095238095238,0.41666666666666696,0.0,0.2127659574468085
161,0.6000000000000001,0.4702842377260982,0.32065217391304346,0.6475758434930535,0.6249999999999999,0.41666666666666696,0.0,0.18617021276595744
162,0.6000000000000001,0.49095607235142125,0.34782608695652173,0.6002268216614687,0.6547619047619048,0.41666666666666696,0.0,0.15957446808510636
163,0.6000000000000001,0.40568475452196384,0.2663043478260869,0.6158208108874398,0.6547619047619048,0.41666666666666696,0.0,0.2393617021276596
164,0.6000000000000001,0.4211886304909561,0.34782608695652173,0.4043096115679048,0.41666666666666663,0.41666666666666696,0.0,0.3191489361702128
165,1.0,0.5012919896640827,0.34782608695652173,0.45591153955202723,0.32738095238095233,0.41666666666666696,0.0,0.29255319148936165
166,1.0,0.6046511627906976,0.45108695652173914,0.44116813155656365,0.23809523809523803,0.41666666666666696,0.0,0.10638297872340427
167,0.19999999999999996,0.07493540051679587,0.1576086956521739,0.1582081088743975,0.47619047619047616,0.41666666666666696,1.0,0.5319148936170213
168,0.19999999999999996,0.18604651162790697,0.20108695652173914,0.29089878083356957,0.5357142857142857,0.41666666666666696,0.0,0.3723404255319148
169,0.6000000000000001,0.42377260981912146,0.2934782608695652,0.368868726963425,0.47619047619047616,0.41666666666666696,0.0,0.29255319148936165
170,0.19999999999999996,0.18604651162790697,0.17391304347826086,0.27757300822228526,0.6249999999999999,0.41666666666666696,0.0,0.3723404255319148
171,0.19999999999999996,0.17054263565891475,0.2717391304347826,0.30876098667422736,0.32738095238095233,0.41666666666666696,1.0,0.39893617021276595
172,0.19999999999999996,0.056847545219638224,0.1358695652173913,0.1729515168698611,0.5059523809523809,0.41666666666666696,0.5,0.42553191489361697
173,0.19999999999999996,0.13178294573643412,0.27717391304347827,0.26424723561100083,0.5357142857142857,0.41666666666666696,1.0,0.39893617021276595
174,0.6000000000000001,0.2661498708010336,0.27717391304347827,0.3887156223419337,0.38690476190476186,0.41666666666666696,0.0,0.2393617021276596
175,0.19999999999999996,0.056847545219638224,0.13043478260869562,0.09186277289481148,0.3571428571428571,0.41666666666666696,0.5,0.5319148936170213
176,0.6000000000000001,0.42377260981912146,0.2391304347826087,0.4530762687836688,0.5357142857142857,0.41666666666666696,0.0,0.26595744680851063
177,0.19999999999999996,0.12144702842377259,0.2663043478260869,0.3064927700595407,0.41666666666666663,0.41666666666666696,0.5,0.3723404255319148
178,0.19999999999999996,0.13436692506459946,0.2282608695652174,0.381060391267366,0.5357142857142857,0.41666666666666696,0.5,0.3723404255319148
179,0.19999999999999996,0.13695090439276486,0.28260869565217395,0.37765806634533594,0.38690476190476186,0.41666666666666696,0.5,0.3457446808510638
180,0.19999999999999996,0.13695090439276486,0.375,0.2999716472923164,0.32738095238095233,0.41666666666666696,0.5,0.42553191489361697
181,0.19999999999999996,0.05943152454780362,0.03804347826086957,0.05160192798412244,0.5654761904761904,0.41666666666666696,1.0,0.6382978723404255
182,0.19999999999999996,0.10077519379844962,0.21739130434782605,0.24128154238729804,0.4464285714285714,0.5,0.5,0.5053191489361701
183,0.19999999999999996,0.12403100775193798,0.19021739130434784,0.17210093563935358,0.5297619047619045,0.5,0.5,0.42553191489361697
184,0.19999999999999996,0.18604651162790697,0.25,0.2719024666855685,0.4107142857142857,0.5,0.0,0.42553191489361697
185,0.19999999999999996,0.07751937984496121,0.17934782608695649,0.18202438332860793,0.5773809523809522,0.5,0.0,0.4521276595744681
186,0.19999999999999996,0.08527131782945735,0.20108695652173914,0.16699744825630847,0.43452380952380953,0.5,0.5,0.4787234042553191
187,1.0,0.6124031007751938,0.5108695652173912,0.7377374539268501,0.29761904761904756,0.5,0.0,0.22606382978723402
188,1.0,0.6459948320413437,0.5652173913043478,0.7306492770059542,0.29761904761904756,0.5,0.0,0.18617021276595744
189,1.0,0.6098191214470284,0.40217391304347827,0.666005103487383,0.35119047619047616,0.5,0.0,0.17287234042553193
190,1.0,0.7312661498708011,0.5760869565217391,0.7377374539268501,0.2857142857142857,0.5,0.0,0.14627659574468085
191,0.6000000000000001,0.40568475452196384,0.2934782608695652,0.4593138644740573,0.44047619047619047,0.5,0.0,0.3457446808510638
192,0.6000000000000001,0.4702842377260982,0.32065217391304346,0.49333711369435784,0.38690476190476186,0.5,0.0,0.3457446808510638
193,0.6000000000000001,0.3410852713178295,0.19021739130434784,0.3966543804933371,0.5714285714285715,0.5,0.0,0.39893617021276595
194,0.6000000000000001,0.42377260981912146,0.2391304347826087,0.41735185710235323,0.5714285714285715,0.5,0.0,0.35904255319148937
195,0.19999999999999996,0.043927648578811374,0.03260869565217389,0.11964842642472362,0.8452380952380952,0.5,0.0,0.5319148936170213
196,0.19999999999999996,0.07751937984496121,0.07608695652173914,0.1562234193365466,0.8392857142857143,0.5,0.0,0.4122340425531914
197,0.19999999999999996,0.056847545219638224,0.13043478260869562,0.09186277289481148,0.36904761904761896,0.5,0.5,0.5319148936170213
198,0.19999999999999996,0.05943152454780362,0.03804347826086957,0.05160192798412244,0.5595238095238094,0.5,1.0,0.6382978723404255
199,0.6000000000000001,0.40568475452196384,0.2934782608695652,0.5778281825914374,0.5773809523809522,0.5,0.0,0.29255319148936165
200,0.6000000000000001,0.4702842377260982,0.17391304347826086,0.5559965976750779,0.7738095238095238,0.5,0.0,0.2393617021276596
201,0.6000000000000001,0.4702842377260982,0.34782608695652173,0.5761270201304224,0.488095238095238,0.5,0.0,0.25265957446808507
202,0.6000000000000001,0.49095607235142125,0.2663043478260869,0.4479727814006238,0.5833333333333334,0.5,0.0,0.22606382978723402
203,0.19999999999999996,0.07493540051679587,0.1358695652173913,0.06010774028919763,0.2499999999999999,0.5,0.5,0.5452127659574467
204,0.19999999999999996,0.043927648578811374,0.13043478260869562,0.10688970796711084,0.5357142857142857,0.5,1.0,0.6117021276595744
205,0.19999999999999996,0.07493540051679587,0.1576086956521739,0.15367167564502415,0.4999999999999999,0.5,1.0,0.5053191489361701
206,0.19999999999999996,0.18604651162790697,0.14130434782608692,0.2699177771477176,0.33333333333333326,0.5,0.0,0.46542553191489355
207,0.19999999999999996,0.16020671834625322,0.30434782608695654,0.43578111709668277,0.45833333333333326,0.5,0.5,0.29255319148936165
208,1.0,0.6459948320413437,0.5652173913043478,0.6597675077969946,0.3095238095238094,0.5,0.0,0.10638297872340427
209,0.19999999999999996,0.13436692506459946,0.2282608695652174,0.4698043663169833,0.8273809523809522,0.5,0.5,0.26595744680851063
210,0.6000000000000001,0.22739018087855295,0.3369565217391304,0.37340516019279846,0.4464285714285714,0.5,1.0,0.26595744680851063
211,0.6000000000000001,0.25839793281653745,0.40217391304347827,0.625744258576694,0.5178571428571428,0.5,0.5,0.19946808510638295
212,1.0,0.7286821705426357,0.7282608695652174,0.7845194216047632,0.24404761904761896,0.5,0.0,0.19946808510638295
213,1.0,0.7286821705426357,0.5380434782608695,0.692373121633116,0.23809523809523803,0.5,0.0,0.10638297872340427
214,1.0,0.6046511627906976,0.4565217391304348,0.6399206124184861,0.41666666666666663,0.5,0.0,0.10638297872340427
215,1.0,0.6459948320413437,0.5652173913043478,0.6073149985823646,0.3571428571428571,0.5,0.0,0.10638297872340427
