,P85,P75,RMT85,SS82,S82,ME84,REV84,REG,CL
42,0.015384615384615385,0.013493253373313342,0.010150768771458426,0.42105263157894735,0.19999999999999996,0.008912389927720091,0.01612632286242231,0.14285714285714285,8
43,0.0323076923076923,0.03148425787106447,0.024779817883266157,0.6578947368421052,0.34285714285714286,0.024306517984691155,0.03053922392071225,0.14285714285714285,9
44,0.009230769230769232,0.007496251874062968,0.005821764442454097,0.3421052631578947,0.2571428571428571,0.005159804694995842,0.013253821602553336,0.14285714285714285,9
45,0.17384615384615384,0.15592203898050974,0.13703537841468877,0.7368421052631579,0.6857142857142857,0.1309140530052664,0.17691920040315806,0.14285714285714285,9
46,0.17692307692307693,0.1724137931034483,0.14733542319749215,0.9736842105263157,0.7714285714285714,0.15875994115264067,0.1976314463295817,0.14285714285714285,9
47,0.013846153846153845,0.008995502248875561,0.008956560680698611,0.23684210526315785,0.19999999999999996,0.008144815675571949,0.017184612800268773,0.14285714285714285,9
48,0.058461538461538454,0.05697151424287856,0.043140767278698304,0.6052631578947368,0.37142857142857144,0.047525639112172446,0.0590626574836217,0.14285714285714285,9
49,0.007692307692307693,0.005997001499250375,0.005523212419764144,0.21052631578947367,0.05714285714285716,0.00417901537280655,0.008130354443137915,0.14285714285714285,9
50,0.03538461538461539,0.03148425787106447,0.022092849679056576,0.4736842105263157,0.2857142857142857,0.024263874970682928,0.03463799764824459,0.14285714285714285,9
51,0.006153846153846154,0.002998500749625187,0.0025376921928646065,0.07894736842105265,0.05714285714285716,0.00228140124944031,0.00705526625230976,0.2857142857142857,10
52,0.009230769230769232,0.005997001499250375,0.007015972533213912,0.13157894736842102,0.1428571428571429,0.004562802498880621,0.007441626070888629,0.2857142857142857,10
53,0.038461538461538464,0.034482758620689655,0.02522764591730109,0.3157894736842105,0.2571428571428571,0.02460501908274877,0.03693935830673611,0.2857142857142857,10
54,0.013846153846153845,0.010494752623688156,0.008508732646663679,0.15789473684210525,0.1428571428571429,0.007739707042493763,0.015236015454392744,0.2857142857142857,10
55,0.16,0.15592203898050974,0.1173309449171518,0.7894736842105263,0.7142857142857142,0.1265218225624187,0.15111708382328237,0.2857142857142857,10
56,0.04307692307692308,0.043478260869565216,0.02970592625765039,0.5,0.37142857142857144,0.03036182597385983,0.03873677137577693,0.2857142857142857,11
57,0.04153846153846154,0.038980509745127435,0.030601582325720255,0.2631578947368421,0.2571428571428571,0.03283512078633718,0.041777255165462795,0.2857142857142857,11
58,0.013846153846153845,0.011994002998500747,0.007165248544558889,0.15789473684210525,0.19999999999999996,0.006822882241316815,0.013220225096589953,0.2857142857142857,11
59,0.038461538461538464,0.037481259370314844,0.023585609792506342,0.2631578947368421,0.2571428571428571,0.025074092236839297,0.0429363346211994,0.2857142857142857,11
60,0.023076923076923078,0.02098950524737631,0.0161218092252575,0.23684210526315785,0.2571428571428571,0.016993241082279693,0.021921720141105324,0.2857142857142857,11
61,0.023076923076923078,0.022488755622188904,0.014629049111807731,0.2894736842105263,0.1428571428571429,0.016843990533250888,0.018864438098437762,0.2857142857142857,11
62,0.012307692307692308,0.011994002998500747,0.007762352589938797,0.2631578947368421,0.1428571428571429,0.005906057440139869,0.014664874853015288,0.2857142857142857,12
63,0.009230769230769232,0.007496251874062968,0.00567248843110912,0.42105263157894735,0.1428571428571429,0.0060766294961727895,0.007441626070888629,0.2857142857142857,12
64,0.016923076923076923,0.016491754122938528,0.010598596805493358,0.23684210526315785,0.2571428571428571,0.010362252403999916,0.021484965563581388,0.2857142857142857,12
65,0.026153846153846156,0.022488755622188904,0.015823257202567546,0.3157894736842105,0.2571428571428571,0.016694739984222082,0.027481941878044685,0.2857142857142857,12
66,0.02,0.016491754122938528,0.012389908941633079,0.3421052631578947,0.2571428571428571,0.012558367625423762,0.023870317486981353,0.2857142857142857,12
67,0.012307692307692308,0.011994002998500747,0.00806090461262875,0.368421052631579,0.2571428571428571,0.007100061832370312,0.013808163950949102,0.2857142857142857,12
68,0.09692307692307692,0.08695652173913043,0.0722495894909688,0.39473684210526316,0.4285714285714286,0.07709856932688003,0.10923903913992945,0.2857142857142857,12
69,0.03692307692307692,0.03298350824587706,0.02418271383788625,0.2631578947368421,0.2571428571428571,0.025436557855909255,0.04545607256845289,0.2857142857142857,12
70,0.007692307692307693,0.005997001499250375,0.004179728317659352,0.3421052631578947,0.1428571428571429,0.0040084433167736295,0.007727196371577357,0.2857142857142857,13
71,0.007692307692307693,0.005997001499250375,0.0029855202268995367,0.1842105263157895,0.1428571428571429,0.003752585232724249,0.007021669746346381,0.2857142857142857,13
72,0.015384615384615385,0.010494752623688156,0.008210180623973728,0.2894736842105263,0.2571428571428571,0.007398562930427922,0.018646060809675794,0.2857142857142857,13
73,0.021538461538461538,0.02098950524737631,0.013733393043737871,0.3157894736842105,0.2571428571428571,0.013027440779514295,0.023282378632622207,0.2857142857142857,13
74,0.015384615384615385,0.013493253373313342,0.010300044782803403,0.42105263157894735,0.2571428571428571,0.007782350056501994,0.02847303880396439,0.2857142857142857,13
75,0.012307692307692308,0.011994002998500747,0.008658008658008656,0.3421052631578947,0.1428571428571429,0.007441205944436153,0.0119771543759449,0.2857142857142857,14
76,0.07846153846153846,0.07196401799100449,0.05776981639050604,0.5526315789473684,0.4285714285714286,0.062301443466024176,0.08323534352427349,0.2857142857142857,14
77,0.027692307692307693,0.026986506746626688,0.017763845350052244,0.42105263157894735,0.2571428571428571,0.019978252062855802,0.02793549470855031,0.2857142857142857,14
78,0.038461538461538464,0.03598200899550225,0.026720406030750855,0.6052631578947368,0.4,0.028272318287456553,0.09020661851167479,0.2857142857142857,14
79,0.05692307692307692,0.05697151424287856,0.03925959098372891,0.7894736842105263,0.6285714285714286,0.04080936440587621,0.05755081471526961,0.2857142857142857,14
80,0.02,0.017991004497751123,0.012240632930288101,0.2894736842105263,0.2571428571428571,0.012004008443316772,0.022660843272299683,0.2857142857142857,14
81,0.012307692307692308,0.010494752623688156,0.005523212419764144,0.10526315789473684,0.2571428571428571,0.005735485384106949,0.023450361162439107,0.2857142857142857,14
82,0.08153846153846153,0.07496251874062967,0.09449171518137034,0.5789473684210527,0.5714285714285714,0.11217244834864928,0.09580043675457753,0.2857142857142857,15
83,0.018461538461538463,0.02098950524737631,0.014479773100462754,0.5263157894736842,0.2571428571428571,0.013645764482633632,0.01615991936838569,0.42857142857142855,15
84,0.0876923076923077,0.08395802098950524,0.0612031646514405,0.8157894736842104,0.6285714285714286,0.06635252979680605,0.07738955148664539,0.42857142857142855,15
85,0.04153846153846154,0.038980509745127435,0.02552619793999104,0.5,0.2571428571428571,0.0298927528197693,0.037056946077607934,0.42857142857142855,15
86,0.04461538461538461,0.041979010494752625,0.03164651440513509,0.5,0.2857142857142857,0.03027653994584337,0.06146480766000337,0.42857142857142855,15
87,0.02,0.017991004497751123,0.012091356918943124,0.42105263157894735,0.2571428571428571,0.012366474062386727,0.01962035948261381,0.42857142857142855,15
88,0.018461538461538463,0.016491754122938528,0.011344976862218241,0.42105263157894735,0.1428571428571429,0.011982686936312659,0.016361498404165967,0.42857142857142855,16
89,0.009230769230769232,0.007496251874062968,0.005224660397074189,0.15789473684210525,0.19999999999999996,0.004413551949851814,0.009188644380984379,0.42857142857142855,16
90,0.013846153846153845,0.013493253373313342,0.007165248544558889,0.1842105263157895,0.1428571428571429,0.006694953199292125,0.016731059969763144,0.42857142857142855,16
91,0.013846153846153845,0.010494752623688156,0.007762352589938797,0.5263157894736842,0.1428571428571429,0.0068015607343127,0.014698471358978667,0.42857142857142855,16
92,0.016923076923076923,0.014992503748125937,0.009702940737423494,0.23684210526315785,0.1428571428571429,0.008549924308650134,0.01610952460944062,0.42857142857142855,16
93,0.006153846153846154,0.004497751124437782,0.004776832363039259,0.21052631578947367,0.05714285714285716,0.003539370162683098,0.00725684528809004,0.42857142857142855,17
94,0.02,0.017991004497751123,0.012539184952978056,0.368421052631579,0.2571428571428571,0.014477303255794119,0.01950277171174198,0.42857142857142855,17
95,0.015384615384615385,0.010494752623688156,0.008956560680698611,0.3421052631578947,0.1428571428571429,0.009061640476748897,0.011406013774567444,0.42857142857142855,17
96,0.013846153846153845,0.010494752623688156,0.008359456635318705,0.05263157894736842,0.2571428571428571,0.0065670241572674355,0.02822106500923904,0.42857142857142855,17
97,0.10307692307692308,0.0944527736131934,0.06732348111658455,0.7105263157894737,0.5714285714285714,0.07334598409415577,0.10028557030068874,0.42857142857142855,17
98,0.026153846153846156,0.0239880059970015,0.0161218092252575,0.2894736842105263,0.2571428571428571,0.01481844736785996,0.031395934822778436,0.42857142857142855,17
99,0.04307692307692308,0.03598200899550225,0.025824749962680995,0.21052631578947367,0.2571428571428571,0.02494616319481461,0.04579203762808669,0.42857142857142855,17
100,0.07076923076923076,0.06596701649175411,0.04149873115390356,0.4473684210526315,0.4285714285714286,0.04347455278139059,0.06228792205610617,0.42857142857142855,17
101,0.015384615384615385,0.011994002998500747,0.008956560680698611,0.2631578947368421,0.1428571428571429,0.007569134986460843,0.015622375272971611,0.42857142857142855,18
102,0.021538461538461538,0.016491754122938528,0.015076877145842663,0.23684210526315785,0.1428571428571429,0.01537280654996695,0.022224088694775743,0.42857142857142855,18
103,0.016923076923076923,0.014992503748125937,0.013733393043737871,0.42105263157894735,0.1428571428571429,0.011854757894287967,0.015605577019989922,0.42857142857142855,18
104,0.033846153846153845,0.02548725637181409,0.02463054187192118,0.15789473684210525,0.2571428571428571,0.020660540286987484,0.04879892491180918,0.42857142857142855,18
105,0.016923076923076923,0.014992503748125937,0.01044932079414838,0.4473684210526315,0.1428571428571429,0.01046885993902049,0.017352595330085673,0.42857142857142855,18
106,0.027692307692307693,0.022488755622188904,0.01851022540677713,0.4473684210526315,0.2571428571428571,0.01976503699281465,0.06332941374097094,0.42857142857142855,19
107,0.021538461538461538,0.016491754122938528,0.016718913270637407,0.23684210526315785,0.19999999999999996,0.01511694846591757,0.02121619351587435,0.42857142857142855,19
108,0.02,0.013493253373313342,0.013882669055082848,0.368421052631579,0.19999999999999996,0.012366474062386727,0.01790693767848144,0.42857142857142855,19
109,0.015384615384615385,0.010494752623688156,0.008508732646663679,0.1842105263157895,0.1428571428571429,0.0074198844374320375,0.014866453888795567,0.42857142857142855,19
110,0.018461538461538463,0.014992503748125937,0.008508732646663679,0.23684210526315785,0.2571428571428571,0.007888957591522569,0.02141777255165463,0.42857142857142855,19
111,0.015384615384615385,0.011994002998500747,0.007613076578593819,0.10526315789473684,0.1428571428571429,0.007654421014477304,0.015605577019989922,0.42857142857142855,20
112,0.012307692307692308,0.008995502248875561,0.007314524555903865,0.13157894736842102,0.1428571428571429,0.007014775804353851,0.01434570804636318,0.42857142857142855,20
113,0.3476923076923077,0.36431784107946025,0.5150022391401701,0.631578947368421,0.4285714285714286,0.5228246732479052,0.2956828489837057,0.42857142857142855,20
114,0.12,0.10644677661169415,0.09255112703388564,0.39473684210526316,0.48571428571428565,0.09880386345706915,0.10137745674449858,0.42857142857142855,20
115,0.04923076923076923,0.050974512743628186,0.03791610688162412,0.5789473684210527,0.2857142857142857,0.041342402080979085,0.046178397446665555,0.42857142857142855,20
116,0.15692307692307694,0.1469265367316342,0.11852515300791161,0.6052631578947368,0.48571428571428565,0.13112726807530756,0.15158743490676968,0.42857142857142855,21
117,0.02923076923076923,0.02548725637181409,0.019107329452157037,0.23684210526315785,0.1428571428571429,0.018293853009530712,0.04241558877876701,0.42857142857142855,21
118,0.03538461538461539,0.03298350824587706,0.024481265860576203,0.39473684210526316,0.2571428571428571,0.0281870322594401,0.03683856878884596,0.42857142857142855,21
119,0.0323076923076923,0.02998500749625187,0.022540677713091505,0.39473684210526316,0.2571428571428571,0.024008016886633544,0.033730891987233336,0.42857142857142855,21
120,0.04769230769230769,0.046476761619190406,0.03269144648454993,0.5789473684210527,0.2857142857142857,0.040852007419884435,0.05254493532672603,0.42857142857142855,21
121,0.012307692307692308,0.010494752623688156,0.006866696521868935,0.3157894736842105,0.2571428571428571,0.006311166073218054,0.023164790861750377,0.5714285714285714,22
122,0.11384615384615385,0.10494752623688156,0.07538438572921331,0.631578947368421,0.5714285714285714,0.0868211765207565,0.12071224592642367,0.5714285714285714,22
123,0.027692307692307693,0.022488755622188904,0.015076877145842663,0.1842105263157895,0.2571428571428571,0.015863201211061596,0.0409373425163783,0.5714285714285714,22
124,0.050769230769230775,0.043478260869565216,0.031049410359755187,0.2894736842105263,0.2857142857142857,0.029572930214707572,0.061599193683856884,0.5714285714285714,22
125,0.06615384615384615,0.05847076461769115,0.04134945514255858,0.2894736842105263,0.2857142857142857,0.048314534871324706,0.17376112884260037,0.5714285714285714,22
126,0.06923076923076922,0.049475262368815595,0.044185699358113145,0.1842105263157895,0.2857142857142857,0.04140636660199143,0.09642197211490006,0.5714285714285714,22
127,0.033846153846153845,0.0239880059970015,0.023585609792506342,0.21052631578947367,0.1428571428571429,0.019530500415769383,0.034688392407189655,0.5714285714285714,23
128,0.039999999999999994,0.034482758620689655,0.03164651440513509,0.21052631578947367,0.1428571428571429,0.025671094432954518,0.03598185788677978,0.5714285714285714,23
129,0.01076923076923077,0.007496251874062968,0.006717420510523957,0.10526315789473684,0.1428571428571429,0.006652310185283895,0.008953468839240721,0.5714285714285714,23
130,0.021538461538461538,0.014992503748125937,0.0161218092252575,0.21052631578947367,0.1428571428571429,0.01635359587215624,0.05615655971778936,0.5714285714285714,23
131,0.013846153846153845,0.008995502248875561,0.009852216748768471,0.05263157894736842,0.1428571428571429,0.007888957591522569,0.02487821266588275,0.5714285714285714,23
132,0.015384615384615385,0.008995502248875561,0.009105836692043588,0.1842105263157895,0.1428571428571429,0.008592567322658364,0.029312951453048883,0.5714285714285714,24
133,0.009230769230769232,0.007496251874062968,0.006269592476489027,0.2894736842105263,0.1428571428571429,0.004520159484872391,0.018326894003023685,0.5714285714285714,24
134,0.012307692307692308,0.008995502248875561,0.006568144499178982,0.23684210526315785,0.1428571428571429,0.0052237692160081875,0.013237023349571646,0.5714285714285714,24
135,0.013846153846153845,0.010494752623688156,0.007613076578593819,0.10526315789473684,0.1428571428571429,0.0074838489584443816,0.023332773391567276,0.5714285714285714,24
136,0.6476923076923077,0.6626686656671663,0.9999999999999999,0.7105263157894737,0.7142857142857142,1.0,0.648378968587267,0.5714285714285714,24
137,0.07076923076923076,0.06446776611694152,0.053739364084191665,0.4473684210526315,0.4285714285714286,0.052919980384213555,0.07245086511002856,0.5714285714285714,25
138,0.04307692307692308,0.03598200899550225,0.03269144648454993,0.2894736842105263,0.2571428571428571,0.032067546534189036,0.049722828825802125,0.5714285714285714,25
139,0.018461538461538463,0.016491754122938528,0.014479773100462754,0.39473684210526316,0.1428571428571429,0.01296347625850195,0.051234671594154214,0.5714285714285714,25
140,0.06615384615384615,0.06446776611694152,0.05597850425436632,0.5789473684210527,0.4285714285714286,0.05196051256902838,0.07182932974970603,0.5714285714285714,25
141,0.01076923076923077,0.007496251874062968,0.006717420510523957,0.21052631578947367,0.11428571428571432,0.006183237031193364,0.01416092726356459,0.5714285714285714,25
142,0.003076923076923078,0.0014992503748125939,0.0020898641588296754,0.10526315789473684,0.1428571428571429,0.001705720560329204,0.0032084663195027724,0.5714285714285714,26
143,0.006153846153846154,0.004497751124437782,0.0032840722495894904,0.13157894736842102,0.05714285714285716,0.0036459776977036734,0.006349739627078784,0.5714285714285714,26
144,0.030769230769230767,0.026986506746626688,0.021645021645021644,0.4736842105263157,0.2571428571428571,0.020234110146905182,0.02818746850327566,0.5714285714285714,26
145,0.04307692307692308,0.03598200899550225,0.02910882221227049,0.15789473684210525,0.1428571428571429,0.027653994584337222,0.045657651604233164,0.5714285714285714,26
146,0.009230769230769232,0.005997001499250375,0.004776832363039259,0.07894736842105265,0.1428571428571429,0.004690731540905311,0.009205442633966068,0.5714285714285714,26
147,0.013846153846153845,0.011994002998500747,0.009105836692043588,0.2894736842105263,0.19999999999999996,0.007803671563506109,0.013690576180077272,0.5714285714285714,27
148,0.013846153846153845,0.011994002998500747,0.010300044782803403,0.2894736842105263,0.19999999999999996,0.0076970640284855325,0.015051234671594155,0.5714285714285714,27
149,0.012307692307692308,0.008995502248875561,0.0061203164651440515,0.15789473684210525,0.1428571428571429,0.0051384831879917265,0.012968251301864606,0.5714285714285714,27
150,0.013846153846153845,0.010494752623688156,0.008359456635318705,0.3421052631578947,0.1428571428571429,0.008464638280633676,0.013959348227784312,0.5714285714285714,27
151,0.04461538461538461,0.038980509745127435,0.027765338110165697,0.39473684210526316,0.2857142857142857,0.02908253555361293,0.043809843776247276,0.5714285714285714,27
152,0.012307692307692308,0.008995502248875561,0.007015972533213912,0.15789473684210525,0.1428571428571429,0.00641777360823863,0.014732067864942047,0.5714285714285714,28
153,0.009230769230769232,0.007496251874062968,0.004627556351694282,0.13157894736842102,0.1428571428571429,0.004456194963860045,0.00734083655299849,0.5714285714285714,28
154,0.050769230769230775,0.044977511244377814,0.038214658904314074,0.39473684210526316,0.2857142857142857,0.03720602972218077,0.050881908281538726,0.5714285714285714,28
155,0.07076923076923076,0.06896551724137931,0.05597850425436632,0.6842105263157894,0.4285714285714286,0.05773864096714356,0.07476902402150178,0.5714285714285714,28
156,0.04307692307692308,0.03598200899550225,0.02970592625765039,0.2631578947368421,0.2571428571428571,0.02997803884778576,0.04023181589114733,0.5714285714285714,28
157,0.14923076923076925,0.15292353823088456,0.1089714882818331,0.7894736842105263,0.6857142857142857,0.11873947250591672,0.12368553670418277,0.5714285714285714,28
158,0.02923076923076923,0.02548725637181409,0.01865950141812211,0.1842105263157895,0.2571428571428571,0.018762926163621244,0.028876196875524947,0.5714285714285714,28
159,0.015384615384615385,0.013493253373313342,0.011046424839528286,0.3157894736842105,0.1428571428571429,0.011897400908296198,0.012665882748194187,0.5714285714285714,28
160,0.004615384615384615,0.0014992503748125939,0.002388416181519629,0.02631578947368421,0.11428571428571432,0.001769685081341549,0.0052242566773055615,0.5714285714285714,29
161,0.004615384615384615,0.002998500749625187,0.0020898641588296754,0.05263157894736842,0.1428571428571429,0.00228140124944031,0.0029228960188140444,0.5714285714285714,29
162,0.006153846153846154,0.0014992503748125939,0.002686968204209583,0.13157894736842102,0.05714285714285716,0.003326155092641948,0.0048714933646900735,0.5714285714285714,29
163,0.009230769230769232,0.002998500749625187,0.0037319002836244215,0.10526315789473684,0.05714285714285716,0.004562802498880621,0.007827985889467495,0.5714285714285714,29
164,0.007692307692307693,0.005997001499250375,0.00567248843110912,0.2631578947368421,0.05714285714285716,0.0048613035969382315,0.00697127498740131,0.5714285714285714,29
165,0.004615384615384615,0.004497751124437782,0.0034333482609344677,0.2894736842105263,0.1428571428571429,0.0029423679665678765,0.006450529144968923,0.5714285714285714,30
166,0.021538461538461538,0.019490254872563718,0.012539184952978056,0.10526315789473684,0.2571428571428571,0.012984797765506064,0.02586930959180245,0.5714285714285714,30
167,0.015384615384615385,0.011994002998500747,0.009852216748768471,0.23684210526315785,0.1428571428571429,0.008400673759621329,0.016411893163111035,0.5714285714285714,30
168,0.012307692307692308,0.010494752623688156,0.006717420510523957,0.2631578947368421,0.1428571428571429,0.00904031896974478,0.011086846967915336,0.5714285714285714,30
169,0.01076923076923077,0.008995502248875561,0.0061203164651440515,0.21052631578947367,0.1428571428571429,0.006396452101234515,0.0104821098605745,0.5714285714285714,30
170,0.0323076923076923,0.03148425787106447,0.022988505747126436,0.3421052631578947,0.2571428571428571,0.025862987995991554,0.032286242230808,0.5714285714285714,31
171,0.04923076923076923,0.046476761619190406,0.03448275862068965,0.3157894736842105,0.2857142857142857,0.03660902752606554,0.05019317990928944,0.5714285714285714,31
172,0.023076923076923078,0.019490254872563718,0.015972533213912524,0.2894736842105263,0.2571428571428571,0.01886953369864182,0.020913824962203932,0.5714285714285714,31
173,0.06615384615384615,0.061469265367316346,0.04612628750559784,0.5,0.4,0.05294130189121767,0.06205274651436252,0.5714285714285714,31
174,0.009230769230769232,0.005997001499250375,0.005373936408419167,0.15789473684210525,0.02857142857142858,0.00460544551288885,0.007911977154375947,0.5714285714285714,31
175,0.015384615384615385,0.013493253373313342,0.009255112703388566,0.2894736842105263,0.1428571428571429,0.009594678151851773,0.01419452376952797,0.5714285714285714,31
176,0.04461538461538461,0.043478260869565216,0.02791461412151067,0.2894736842105263,0.2857142857142857,0.029551608707703462,0.03920712245926424,0.5714285714285714,31
177,0.012307692307692308,0.007496251874062968,0.007911628601283773,0.23684210526315785,0.11428571428571432,0.007675742521481417,0.010582899378464641,0.7142857142857142,32
178,0.009230769230769232,0.008995502248875561,0.006269592476489027,0.368421052631579,0.1428571428571429,0.005074518666979382,0.008768688056442132,0.7142857142857142,32
179,0.018461538461538463,0.017991004497751123,0.013136288998357965,0.4473684210526315,0.2571428571428571,0.01343254941259248,0.03223584747186293,0.7142857142857142,32
180,0.003076923076923078,0.0014992503748125939,0.002388416181519629,0.3421052631578947,0.05714285714285716,0.0013219334342551327,0.0027885099949605243,0.7142857142857142,32
181,0.015384615384615385,0.010494752623688156,0.012539184952978056,0.2631578947368421,0.0,0.01127907720517686,0.01711741978834201,0.7142857142857142,32
182,0.003076923076923078,0.002998500749625187,0.0025376921928646065,0.5,0.11428571428571432,0.0015351485042962836,0.0014446497564253322,0.7142857142857142,33
183,0.013846153846153845,0.010494752623688156,0.009105836692043588,0.4473684210526315,0.1428571428571429,0.010085072812946419,0.009877372753233665,0.7142857142857142,33
184,0.01076923076923077,0.010494752623688156,0.008210180623973728,0.5,0.19999999999999996,0.006993454297349736,0.01755417436586595,0.7142857142857142,33
185,0.01076923076923077,0.008995502248875561,0.006269592476489027,0.13157894736842102,0.1428571428571429,0.005245090723012303,0.011154039979842097,0.7142857142857142,33
