,In1,In3,In6,In8,In9,In10,Out1
151,0.5,0.6666666666666667,1.0,1.0,0.5,0.5,0.6666666666666666
152,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,0.9999999999999999
153,0.5,0.0,0.0,0.5,0.5,0.0,0.33333333333333337
154,0.0,0.0,1.0,0.0,0.5,1.0,0.0
155,0.5,0.3333333333333333,1.0,1.0,0.0,0.5,0.6666666666666666
156,1.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
157,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
158,1.0,1.0,0.0,0.5,1.0,0.5,0.9999999999999999
159,1.0,0.0,1.0,1.0,0.0,0.5,0.6666666666666666
160,1.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666
161,0.5,0.0,0.0,0.0,0.5,0.0,0.0
162,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.6666666666666666
163,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.9999999999999999
164,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666
165,0.5,0.6666666666666667,0.0,0.5,0.5,1.0,0.6666666666666666
166,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.6666666666666666
167,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666
168,1.0,0.0,0.0,0.0,0.5,1.0,0.0
169,1.0,0.6666666666666667,1.0,0.5,1.0,0.0,0.9999999999999999
170,0.0,0.0,1.0,0.5,0.0,1.0,0.33333333333333337
171,0.5,1.0,0.0,0.5,1.0,0.5,0.9999999999999999
172,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
173,1.0,0.0,1.0,1.0,0.0,0.5,0.33333333333333337
174,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
175,0.5,0.6666666666666667,1.0,0.5,0.0,1.0,0.33333333333333337
176,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.33333333333333337
177,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666
178,0.5,0.3333333333333333,0.0,0.5,1.0,0.0,0.33333333333333337
179,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
180,0.5,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
181,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
182,0.5,0.6666666666666667,1.0,0.5,1.0,0.5,0.6666666666666666
183,0.5,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
184,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.6666666666666666
185,0.0,1.0,0.0,1.0,0.5,0.5,0.6666666666666666
186,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
187,0.5,0.6666666666666667,1.0,0.5,1.0,0.5,0.6666666666666666
188,0.0,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
189,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.33333333333333337
190,0.5,0.6666666666666667,1.0,1.0,0.5,0.5,0.6666666666666666
191,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
194,1.0,0.6666666666666667,1.0,0.5,1.0,0.0,0.6666666666666666
195,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.6666666666666666
196,0.0,0.3333333333333333,0.0,0.5,1.0,0.5,0.33333333333333337
197,0.0,0.0,0.0,0.5,1.0,1.0,0.0
198,0.5,0.6666666666666667,0.0,0.5,0.5,1.0,0.6666666666666666
199,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
200,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
201,0.5,1.0,0.0,0.5,1.0,0.5,0.6666666666666666
202,1.0,0.0,1.0,0.5,1.0,1.0,0.9999999999999999
203,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
204,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.33333333333333337
205,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.9999999999999999
206,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666
207,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.6666666666666666
208,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.33333333333333337
209,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
210,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.9999999999999999
211,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0
212,0.5,0.0,0.0,0.0,0.5,1.0,0.33333333333333337
213,1.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
214,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
215,1.0,0.0,0.0,0.0,0.5,1.0,0.33333333333333337
216,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666
217,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.33333333333333337
218,0.5,0.6666666666666667,1.0,1.0,0.5,0.5,0.33333333333333337
219,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.9999999999999999
220,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.33333333333333337
221,0.0,0.3333333333333333,0.0,0.5,1.0,0.5,0.33333333333333337
222,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.6666666666666666
223,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
224,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.9999999999999999
225,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666
226,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
227,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.6666666666666666
228,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
229,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
230,0.0,0.0,1.0,0.0,0.5,1.0,0.33333333333333337
231,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.6666666666666666
232,1.0,1.0,0.0,0.5,0.5,0.5,0.9999999999999999
233,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
234,0.5,0.0,0.0,0.5,0.0,0.5,0.33333333333333337
235,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.33333333333333337
236,0.5,0.0,0.0,0.0,0.5,0.0,0.33333333333333337
237,0.5,0.6666666666666667,1.0,0.5,1.0,0.5,0.9999999999999999
238,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337
239,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666
240,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
241,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,0.33333333333333337
242,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
243,0.5,0.0,0.0,0.5,0.0,0.0,0.33333333333333337
244,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.33333333333333337
245,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.33333333333333337
246,1.0,0.6666666666666667,0.0,0.5,1.0,1.0,0.6666666666666666
247,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.33333333333333337
248,1.0,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
249,0.5,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
250,0.0,1.0,0.0,0.5,0.5,1.0,0.6666666666666666
251,0.5,1.0,0.0,0.5,1.0,0.5,0.6666666666666666
252,1.0,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
253,0.5,1.0,1.0,0.5,0.0,0.5,0.9999999999999999
254,0.5,0.6666666666666667,0.0,0.5,0.5,1.0,0.9999999999999999
255,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.9999999999999999
256,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
257,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
258,1.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.9999999999999999
259,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.33333333333333337
260,0.5,0.0,0.0,1.0,1.0,0.0,0.33333333333333337
261,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.6666666666666666
262,1.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
263,0.0,1.0,1.0,1.0,0.0,1.0,0.9999999999999999
264,0.0,0.0,0.0,0.5,1.0,1.0,0.33333333333333337
265,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
266,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.9999999999999999
267,1.0,1.0,1.0,1.0,1.0,0.5,0.9999999999999999
268,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,0.9999999999999999
269,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666
270,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
271,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.33333333333333337
272,1.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.6666666666666666
273,0.5,0.6666666666666667,1.0,1.0,0.5,0.5,0.33333333333333337
274,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.33333333333333337
275,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
276,0.0,0.0,0.0,0.5,1.0,1.0,0.6666666666666666
277,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
278,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
279,1.0,1.0,0.0,0.5,0.5,0.5,0.9999999999999999
280,1.0,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
281,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.6666666666666666
282,0.0,0.0,1.0,0.0,0.5,1.0,0.33333333333333337
283,1.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.33333333333333337
284,0.0,0.0,1.0,0.0,0.0,0.5,0.33333333333333337
285,0.5,0.0,0.0,0.5,0.5,0.0,0.6666666666666666
286,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.9999999999999999
287,1.0,0.6666666666666667,1.0,0.0,0.5,0.5,0.6666666666666666
288,0.5,1.0,1.0,0.5,0.0,0.5,0.6666666666666666
289,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.33333333333333337
290,0.5,1.0,0.0,0.5,1.0,0.5,0.6666666666666666
291,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.6666666666666666
292,1.0,0.6666666666666667,0.0,0.5,1.0,1.0,0.9999999999999999
293,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
294,0.5,0.0,0.0,1.0,1.0,0.0,0.33333333333333337
295,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.33333333333333337
296,0.5,1.0,1.0,0.5,0.0,0.5,0.6666666666666666
297,1.0,0.6666666666666667,0.0,0.5,1.0,0.5,0.6666666666666666
298,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
299,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
300,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.6666666666666666
301,1.0,0.0,0.0,1.0,1.0,0.5,0.33333333333333337
302,0.0,1.0,0.0,0.5,0.5,1.0,0.9999999999999999
303,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.33333333333333337
304,1.0,1.0,0.0,0.5,0.5,0.5,0.33333333333333337
305,0.5,0.6666666666666667,1.0,0.5,0.0,1.0,0.6666666666666666
306,0.0,0.3333333333333333,0.0,0.5,1.0,0.5,0.6666666666666666
307,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.6666666666666666
308,0.5,1.0,1.0,0.0,0.5,0.5,0.6666666666666666
309,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.6666666666666666
310,1.0,1.0,0.0,0.5,1.0,0.5,0.6666666666666666
311,0.5,0.0,0.0,0.5,1.0,0.5,0.33333333333333337
312,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.6666666666666666
313,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
314,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
315,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.9999999999999999
316,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
317,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.33333333333333337
318,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666
319,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.9999999999999999
320,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.6666666666666666
321,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
322,0.5,0.6666666666666667,1.0,0.5,1.0,1.0,0.6666666666666666
323,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0
324,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.6666666666666666
325,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
326,0.5,0.0,0.0,0.5,0.5,0.0,0.33333333333333337
327,1.0,0.6666666666666667,1.0,0.5,1.0,0.0,0.6666666666666666
328,1.0,0.0,1.0,0.5,1.0,1.0,0.9999999999999999
329,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
330,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
331,1.0,0.6666666666666667,0.0,0.5,1.0,0.5,0.33333333333333337
332,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.33333333333333337
333,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.33333333333333337
334,0.5,0.3333333333333333,0.0,0.5,1.0,0.0,0.33333333333333337
335,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.6666666666666666
336,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
337,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666
338,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
339,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
340,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.33333333333333337
341,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
342,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
343,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
344,0.0,0.0,1.0,0.0,0.0,0.5,0.6666666666666666
345,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.6666666666666666
346,0.5,0.6666666666666667,0.0,0.5,0.5,1.0,0.33333333333333337
347,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.33333333333333337
348,1.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.9999999999999999
349,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
350,0.0,0.0,1.0,0.0,0.0,0.5,0.33333333333333337
351,1.0,1.0,0.0,0.5,1.0,1.0,0.9999999999999999
352,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.9999999999999999
353,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666
354,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666
355,0.5,0.0,0.0,0.5,0.5,0.0,0.6666666666666666
356,1.0,1.0,0.0,0.5,1.0,0.5,0.9999999999999999
357,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
358,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
359,0.5,0.3333333333333333,0.0,0.5,1.0,0.0,0.9999999999999999
360,1.0,1.0,1.0,1.0,1.0,0.5,0.9999999999999999
361,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
362,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
363,1.0,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
364,1.0,1.0,0.0,0.5,1.0,1.0,0.9999999999999999
365,0.0,1.0,1.0,0.0,0.0,1.0,0.9999999999999999
366,0.5,0.0,0.0,0.5,0.0,0.5,0.33333333333333337
367,1.0,0.6666666666666667,0.0,1.0,0.0,0.0,0.6666666666666666
368,0.0,0.0,1.0,0.5,0.0,1.0,0.33333333333333337
369,1.0,0.0,1.0,0.5,1.0,1.0,0.33333333333333337
