,lung,heart,liver,spleen,kidney
33,0.25862418846420376,0.4598776798309208,0.20019633780661014,0.1721680238748714,0.42822992301266727
34,0.22352465460405171,0.41161669833747544,0.46152820394322824,0.28619646881430627,0.8101726960160226
35,0.3482144333492171,0.4933372053790572,0.30964406344255524,0.24718674949588326,0.4773486908668344
36,0.14099941225191695,0.3201452297729452,0.11816775227972975,0.21867954448757065,0.5753662316502995
37,0.18571937509301004,0.3266687850684939,0.1425006155389287,0.5637651422091307,0.38913290416171586
38,0.8378814913468753,0.4067050925117301,0.4746248674265454,0.335333758664714,0.5408422756187902
39,0.5643757018027782,0.37527979388371097,0.3856365451411803,0.2813198741170151,0.7072542781933843
40,0.6320945026764335,0.6040973538916516,0.7419929095108013,0.2921979698647378,0.7405791529759759
41,0.48357687549511386,0.7937714777536242,0.3545462399910918,0.28844740680203373,0.4876949868384225
42,0.5278481355157678,0.4668221096616661,0.4675650289653076,0.4242309929742303,0.6330865832501092
43,0.0,0.059834329753795434,0.0,0.0,0.005772144068359686
44,0.6341230603185866,0.8533953702398214,0.394009893913831,0.43173249419345394,0.5102390212186193
45,0.3995484411147071,0.5124168509746403,0.17204792650284897,0.1785443186659023,0.4434781851072148
46,0.23585082923588238,0.33712050269254484,0.07654022840785354,0.06376583613268973,0.189501667931819
47,0.2459973754267187,0.5794060478267793,0.5156324530874236,0.31957906821970006,0.6603136779121827
48,0.4813220874527059,0.27391917665717597,0.13206501302692403,0.15753959012073404,0.37541044845203075
49,0.3564819895047133,0.43848322429175596,0.4874272838297239,0.6365337175394281,0.5375750242593414
50,0.36700433370261754,0.5197120095847161,0.42585766893712906,0.11327825730813097,0.617295957429893
51,0.4966546461410807,0.7554010478373012,0.45499339458576726,0.47786940861246163,0.5927915722340268
52,0.47921761861312506,0.4781155763561105,1.0,0.9999999999999999,0.6729481389191717
53,0.4795182570187795,0.6052898317413755,0.6759322764382084,0.4966240993950599,0.565781205245463
54,0.5996255548657576,0.7211699189746374,0.3141881614879902,0.38072011035860204,0.3441537437799703
55,0.5661043726352912,0.531706232380263,0.5038842056965946,0.37134276496730284,0.45524029000123056
56,0.46208122949082386,0.5865602134675643,0.42634815285674255,0.49212259851342066,0.3916377968706265
57,0.3860948724616724,0.5114341089349561,0.26936596533452073,0.34583601040915346,0.3731233725004167
58,0.5880502246520488,0.7790408690217403,0.7600732386752016,0.8972235443237296,0.6244839104206804
59,0.5809108141137707,0.6705955304527278,0.5638066860148547,0.2816945928388514,0.5483569537455225
60,0.615559390365441,0.9668210574753278,0.7751836916729087,0.43023286911847736,0.7170560322717309
61,0.3386691639696897,0.5385812179127007,0.28451146835206786,0.22618149581937308,0.38052914224850054
62,0.5294264871454534,0.7877382412915799,0.09594784268570272,0.10315053673862003,0.5262485528799189
63,0.8557694764833124,1.0,0.3470960914323761,0.12565654077155375,0.4456563526801808
64,0.4265307380221902,0.8530446414604909,0.761747129540402,0.388972549396761,0.9674363947841599
65,1.0,0.4724337701309553,0.23565722176811052,0.1672914666869617,0.3486189873045503
66,0.3670794933040312,0.5352843673869936,0.6020313289481865,0.3454612916873171,0.4676558451671363
67,0.6540411062892053,0.9531426350814356,0.47882257607837597,0.5127527583742789,0.9999999999999999
68,0.3022167572840928,0.36896667585576076,0.07246562754175748,0.048011858365925544,0.22925431522223294
69,0.38849997970690764,0.6229665622196363,0.49773876888464075,0.1391596555693536,0.598128082787793
70,0.5600164449207893,0.43651914312750467,0.5216609843805284,0.2723176225413678,0.5986726246810347
71,0.4910928356364741,0.44388444749344663,0.44551770105333255,0.10315053673862003,0.35330095850264065
72,0.5137932900514243,0.42199897166321915,0.2966120910452392,0.24643682443025028,0.08375054318053854
