,seeded,1_AUTUMN,1_SPRING,1_SUMMER,1_WINTER,NC,SC,NWC,TE
26,0.0,0.0,0.0,0.0,1.0,0.013800424628450107,0.14250000000000002,0.11153846153846156,0.06999999999999999
27,1.0,0.0,0.0,0.0,1.0,0.15923566878980894,0.05500000000000001,0.1423076923076923,0.10666666666666666
28,1.0,0.0,0.0,0.0,1.0,0.10934182590233546,0.05000000000000002,0.2358974358974359,0.049999999999999996
29,0.0,0.0,0.0,0.0,1.0,0.19851380042462846,0.14,0.37564102564102575,0.14666666666666667
30,1.0,0.0,0.0,0.0,1.0,0.19639065817409768,0.3350000000000001,0.2730769230769231,0.12666666666666665
31,0.0,0.0,0.0,0.0,1.0,0.21656050955414013,0.17250000000000001,0.27948717948717955,0.20833333333333331
32,1.0,0.0,0.0,0.0,1.0,0.15286624203821655,0.24500000000000005,0.20512820512820512,0.18
33,0.0,0.0,0.0,0.0,1.0,0.15498938428874734,0.36500000000000005,0.04615384615384616,0.185
34,0.0,0.0,1.0,0.0,0.0,0.5392781316348195,0.4375000000000001,0.5333333333333334,0.5716666666666667
35,1.0,0.0,1.0,0.0,0.0,0.07006369426751594,0.17750000000000002,0.11153846153846156,0.09
36,0.0,0.0,1.0,0.0,0.0,0.05201698513800425,0.13250000000000003,0.06025641025641026,0.065
37,1.0,0.0,1.0,0.0,0.0,0.3471337579617835,0.6650000000000001,0.4564102564102565,0.42166666666666663
38,1.0,0.0,1.0,0.0,0.0,0.14118895966029726,0.10250000000000002,0.27435897435897444,0.135
39,0.0,0.0,1.0,0.0,0.0,0.02653927813163482,0.11000000000000003,0.10897435897435899,0.065
40,0.0,0.0,0.0,1.0,0.0,0.0732484076433121,0.11750000000000002,0.08333333333333334,0.1433333333333333
41,1.0,0.0,0.0,1.0,0.0,0.2250530785562633,0.23250000000000004,0.22820512820512823,0.36
42,1.0,0.0,1.0,0.0,0.0,0.15392781316348195,0.36250000000000004,0.276923076923077,0.2833333333333333
43,0.0,0.0,1.0,0.0,0.0,0.22611464968152867,0.2775,0.29358974358974366,0.2033333333333333
44,0.0,0.0,1.0,0.0,0.0,0.0021231422505307855,0.015000000000000003,0.02564102564102564,0.011666666666666667
45,1.0,0.0,1.0,0.0,0.0,0.03821656050955414,0.21250000000000005,0.06794871794871796,0.08166666666666667
46,1.0,0.0,1.0,0.0,0.0,0.07643312101910828,0.24250000000000005,0.12051282051282054,0.11833333333333332
47,0.0,0.0,1.0,0.0,0.0,0.10828025477707007,0.4675000000000001,0.3115384615384616,0.2783333333333333
48,1.0,0.0,0.0,1.0,0.0,0.01910828025477707,0.35000000000000003,0.08589743589743591,0.12166666666666666
49,0.0,0.0,0.0,1.0,0.0,0.1942675159235669,0.4500000000000001,0.39358974358974363,0.29833333333333334
50,1.0,0.0,0.0,1.0,0.0,0.008492569002123142,0.09500000000000003,0.06794871794871796,0.03166666666666666
51,0.0,0.0,0.0,1.0,0.0,0.0,0.005000000000000001,0.0,0.0
52,0.0,0.0,0.0,1.0,0.0,0.0881104033970276,0.09000000000000002,0.08461538461538462,0.07333333333333333
53,1.0,0.0,0.0,1.0,0.0,0.0010615711252653928,0.10500000000000002,0.07948717948717951,0.051666666666666666
54,0.0,0.0,0.0,1.0,0.0,0.2813163481953291,0.20750000000000005,0.18461538461538463,0.15999999999999998
55,1.0,0.0,0.0,1.0,0.0,0.13481953290870488,0.3425,0.14871794871794872,0.17333333333333334
56,0.0,1.0,0.0,0.0,0.0,0.0010615711252653928,0.05250000000000002,0.0076923076923076945,0.008333333333333333
57,1.0,1.0,0.0,0.0,0.0,0.037154989384288746,0.18250000000000005,0.020512820512820516,0.006666666666666666
58,0.0,1.0,0.0,0.0,0.0,0.1910828025477707,0.40000000000000013,0.38205128205128214,0.305
59,1.0,1.0,0.0,0.0,0.0,0.47133757961783446,0.25750000000000006,0.4551282051282052,0.37333333333333335
60,0.0,1.0,0.0,0.0,0.0,0.30148619957537154,0.6050000000000001,0.5692307692307694,0.41666666666666663
61,1.0,1.0,0.0,0.0,0.0,0.2176220806794055,0.32000000000000006,0.5128205128205129,0.18333333333333335
62,0.0,1.0,0.0,0.0,0.0,0.3195329087048832,0.4100000000000001,0.5794871794871795,0.305
63,1.0,1.0,0.0,0.0,0.0,0.27388535031847133,0.29750000000000004,0.5012820512820514,0.235
64,1.0,0.0,0.0,0.0,1.0,0.23566878980891723,0.14750000000000002,0.33846153846153854,0.12333333333333332
65,0.0,0.0,0.0,0.0,1.0,0.00743099787685775,0.56,0.2615384615384616,0.18166666666666667
66,0.0,0.0,0.0,0.0,1.0,0.17197452229299365,0.28500000000000003,0.3628205128205129,0.13166666666666665
67,1.0,0.0,0.0,0.0,1.0,0.4607218683651805,0.8175000000000002,0.8153846153846156,0.6766666666666665
68,1.0,0.0,0.0,0.0,1.0,0.10934182590233546,0.14,0.2217948717948718,0.06666666666666667
69,0.0,0.0,0.0,0.0,1.0,0.15923566878980894,0.09750000000000002,0.32307692307692315,0.12666666666666665
70,0.0,0.0,1.0,0.0,0.0,0.16135881104033972,0.40000000000000013,0.3615384615384616,0.255
71,1.0,0.0,1.0,0.0,0.0,0.03927813163481953,0.30750000000000005,0.21794871794871798,0.09333333333333334
72,1.0,0.0,1.0,0.0,0.0,0.2271762208067941,0.24500000000000005,0.5576923076923077,0.29
73,0.0,0.0,1.0,0.0,0.0,0.2505307855626327,0.3775000000000001,0.38333333333333336,0.265
74,1.0,0.0,1.0,0.0,0.0,0.18152866242038218,0.5025000000000001,0.41025641025641035,0.3183333333333333
75,0.0,0.0,1.0,0.0,0.0,0.2250530785562633,0.6875000000000001,0.5641025641025642,0.3483333333333333
76,1.0,0.0,0.0,1.0,0.0,0.1464968152866242,0.5225000000000001,0.3807692307692308,0.265
77,0.0,0.0,0.0,1.0,0.0,0.022292993630573247,0.34750000000000003,0.09743589743589746,0.11
78,1.0,0.0,0.0,1.0,0.0,0.050955414012738856,0.14250000000000002,0.08205128205128208,0.11333333333333334
79,0.0,0.0,0.0,1.0,0.0,0.0010615711252653928,0.15750000000000003,0.05641025641025641,0.07666666666666666
80,0.0,0.0,0.0,1.0,0.0,0.01592356687898089,0.027500000000000007,0.04871794871794872,0.03666666666666667
81,1.0,0.0,0.0,1.0,0.0,0.14012738853503187,0.1375,0.19230769230769232,0.185
82,0.0,0.0,0.0,1.0,0.0,0.23991507430997874,0.25500000000000006,0.15769230769230771,0.29333333333333333
83,1.0,0.0,0.0,1.0,0.0,0.6316348195329088,0.9875000000000003,0.6833333333333335,0.8533333333333333
84,1.0,1.0,0.0,0.0,0.0,0.020169851380042465,0.06500000000000002,0.08461538461538462,0.019999999999999997
85,0.0,1.0,0.0,0.0,0.0,0.032908704883227176,0.05250000000000002,0.1012820512820513,0.06166666666666666
86,0.0,1.0,0.0,0.0,0.0,0.15286624203821655,0.7800000000000002,0.10512820512820514,0.8283333333333333
87,1.0,1.0,0.0,0.0,0.0,0.03184713375796178,0.17500000000000002,0.1717948717948718,0.09499999999999999
88,0.0,1.0,0.0,0.0,0.0,0.011677282377919321,0.03000000000000001,0.06923076923076923,0.021666666666666667
89,1.0,1.0,0.0,0.0,0.0,0.3885350318471338,0.4550000000000001,0.6820512820512822,0.4116666666666667
90,1.0,1.0,0.0,0.0,0.0,0.12101910828025478,0.19750000000000006,0.26282051282051283,0.16833333333333333
91,0.0,1.0,0.0,0.0,0.0,0.13800424628450106,0.08000000000000002,0.30897435897435904,0.09166666666666667
92,0.0,0.0,0.0,0.0,1.0,0.0053078556263269645,0.09000000000000002,0.11025641025641028,0.039999999999999994
93,1.0,0.0,0.0,0.0,1.0,0.19532908704883228,0.4275000000000001,0.29358974358974366,0.3933333333333333
94,0.0,0.0,0.0,0.0,1.0,0.4501061571125266,0.4125000000000001,0.6974358974358976,0.39166666666666666
95,1.0,0.0,0.0,0.0,1.0,0.21125265392781317,0.4700000000000001,0.46538461538461545,0.37166666666666665
96,1.0,0.0,0.0,0.0,1.0,0.25902335456475584,0.3750000000000001,0.508974358974359,0.1933333333333333
97,0.0,0.0,0.0,0.0,1.0,0.2346072186836518,0.5850000000000001,0.41153846153846163,0.2716666666666666
98,0.0,0.0,0.0,0.0,1.0,0.08492569002123143,0.5575000000000001,0.35256410256410264,0.18
99,1.0,0.0,0.0,0.0,1.0,1.0,0.8950000000000002,1.0000000000000002,1.0
100,0.0,0.0,1.0,0.0,0.0,0.29087048832271767,0.7525000000000002,0.8141025641025642,0.44499999999999995
101,1.0,0.0,1.0,0.0,0.0,0.0,0.04250000000000001,0.0025641025641025637,0.06
102,0.0,0.0,1.0,0.0,0.0,0.10191082802547771,0.15500000000000003,0.15384615384615385,0.09666666666666665
103,1.0,0.0,1.0,0.0,0.0,0.1464968152866242,0.46000000000000013,0.36794871794871803,0.22666666666666668
104,0.0,0.0,1.0,0.0,0.0,0.12951167728237792,0.5650000000000001,0.19743589743589746,0.19499999999999998
105,1.0,0.0,1.0,0.0,0.0,0.2611464968152866,0.6125000000000002,0.3012820512820514,0.395
106,0.0,0.0,1.0,0.0,0.0,0.0053078556263269645,0.0,0.00641025641025641,0.003333333333333333
107,1.0,0.0,1.0,0.0,0.0,0.06475583864118896,0.21250000000000005,0.16794871794871796,0.15333333333333332
