,oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50,oz51,oz52,oz53,oz54,oz55,oz56,oz57,oz58,oz59,oz60,oz61,oz62,oz63,oz64,oz65,oz66,oz67,oz68,oz69,oz70,oz71,oz72,oz73,oz74,oz75,oz76,oz77,oz78,oz79,oz80,oz81,oz82,oz83,oz84,oz85,oz86,oz87,oz88,oz89,oz90,oz91,oz92,oz93,oz94,oz95,oz96,oz97,oz98,oz99,oz100,oz101,oz102,oz103,oz104,oz105,oz106,oz107,oz108,oz109,oz110,oz111,oz112
10,0.102806,0.11428800000000001,0.089963,0.10339300000000001,0.066662,0.066346,0.0,0.0,0.7952359999999999,0.12903399999999998,0.166666,0.111116,0.10608900000000002,0.082101,0.813435,0.027159,0.026947000000000002,0.020894,0.019892,0.15903299999999998,0.9919690000000001,0.032923,0.19355799999999998,0.09600399999999999,0.08131100000000001,0.049500999999999996,0.012981999999999999,0.33387,0.011906,0.018907,0.093788,0.013749,0.003885,0.9970040000000001,0.16322899999999999,0.000122,0.034739,0.034739,0.034739,0.034739,0.034739,0.9705440000000001,0.948422,0.948422,0.948422,0.948422,0.948422,0.235298,0.445184,0.156409,0.17918900000000001,0.25388,0.233325,0.241195,0.528163,0.399208,0.714913,0.593751,0.169009,0.202535,0.357146,0.625179,0.064722,0.081773,0.20116199999999998,0.22177399999999997,0.084327,0.07595,0.037683999999999995,0.117185,1.0,0.862718,0.451013,0.0,0.124546,0.0,0.045217,0.0,0.0,0.169418,0.110338,0.141657,0.08265,0.074574,0.08217999999999999,1.0,0.779412,0.954525,0.773594,0.744681,0.67501,0.196378,0.131279,0.162165,0.097648,0.098294,0.100725,1.0,0.723689,0.8000079999999999,0.555556,0.54285,0.545447,0.169418,0.110338,0.141657,0.08265,0.074574,0.08217999999999999,0.110293,0.10507999999999999,0.070749
11,0.102806,0.11428800000000001,0.09342400000000001,0.105175,0.066662,0.066346,0.0,0.0,0.7952359999999999,0.12903399999999998,0.166666,0.122227,0.105555,0.080636,0.7910470000000001,0.026797,0.026692,0.020597,0.019743,0.15764,0.9817030000000001,0.032474,0.186674,0.09668600000000001,0.081875,0.049115,0.012856999999999999,0.332789,0.011906,0.018353,0.094545,0.013824000000000001,0.003929,0.9952709999999999,0.160645,0.000122,0.034289,0.034289,0.034289,0.034289,0.034289,0.9852620000000001,0.961144,0.961144,0.961144,0.961144,0.961144,0.205886,0.524917,0.14461500000000002,0.181853,0.23123600000000002,0.233325,0.241195,0.449866,0.399208,0.719302,0.640626,0.436622,0.101255,0.297626,0.250354,0.062845,0.079436,0.191468,0.14342,0.089699,0.07595,0.035845999999999996,0.093747,1.0,0.862718,0.29596300000000003,0.0,0.124546,0.0,0.045217,0.0,0.0,0.169418,0.11144200000000001,0.132608,0.10426400000000001,0.06129400000000001,0.07948,1.0,0.8088310000000001,0.8484879999999999,0.886792,0.68086,0.650008,0.196378,0.131829,0.154277,0.128331,0.078939,0.098343,1.0,0.723689,0.75,0.6888850000000001,0.457135,0.5,0.169418,0.11144200000000001,0.132608,0.10426400000000001,0.06129400000000001,0.07948,0.11138599999999999,0.10155499999999999,0.07134800000000001
12,0.102806,0.11428800000000001,0.089963,0.10339300000000001,0.066662,0.066346,0.0,0.0,0.7952359999999999,0.12903399999999998,0.166666,0.111116,0.10728599999999999,0.085039,0.858209,0.027971,0.027649,0.021634999999999998,0.020415,0.161549,1.0,0.033818,0.207875,0.095163,0.080429,0.050138,0.013191,0.386273,0.011906,0.020017,0.092769,0.013673,0.003849,1.0,0.169183,0.000123,0.035637,0.035637,0.035637,0.035637,0.035637,0.9327840000000001,0.911592,0.911592,0.911592,0.911592,0.911592,0.24048699999999998,0.471762,0.15873199999999998,0.179556,0.25388,0.233325,0.241195,0.528163,0.399208,0.714913,0.6562520000000001,0.253523,0.0,0.309526,0.625179,0.07035,0.088782,0.23024,0.25364699999999996,0.09539199999999999,0.08227899999999999,0.035386,0.117185,1.0,0.862718,0.484347,0.0,0.126576,0.0,0.045866000000000004,0.0,0.0,0.169418,0.110338,0.139558,0.09551699999999999,0.054899,0.080859,1.0,0.779412,0.9242319999999999,0.924536,0.68086,0.650008,0.196378,0.131279,0.160111,0.11554600000000001,0.07078200000000001,0.09675299999999999,1.0,0.723689,0.783339,0.6888850000000001,0.457135,0.5,0.169418,0.110338,0.139558,0.09551699999999999,0.054899,0.080859,0.110293,0.10976400000000001,0.06981
13,0.12149700000000001,0.154764,0.117646,0.147956,0.111106,0.124501,0.640428,0.5269189999999999,0.66666,0.12903399999999998,0.11110999999999999,0.133339,0.101498,0.070362,0.649254,0.028287,0.031379000000000004,0.025458,0.029735,0.151756,0.0,0.029338,0.13711099999999998,0.1128,0.089436,0.033609,0.025219,0.030793,0.12103900000000001,0.015177000000000001,0.108365,0.021001,0.0076230000000000004,0.0616,0.073776,0.000361,0.027106,0.027106,0.027106,0.027106,0.027106,0.784532,0.855982,0.855982,0.855982,0.855982,0.855982,0.24048699999999998,0.139532,0.10848599999999999,0.116542,0.064669,0.132188,0.139971,0.148346,0.14322100000000001,0.2807,0.328125,0.45070600000000005,0.569624,0.452383,0.500741,0.060969,0.06541799999999999,0.133319,0.025897000000000003,0.050809,0.063291,0.034927,0.054685000000000004,0.0,0.0,0.075254,0.0,0.132195,0.0,0.095709,0.0,0.07735800000000001,0.131175,0.12878,0.125523,0.118272,0.121858,0.131522,0.362643,0.632355,0.560605,0.5471779999999999,0.595753,0.600008,0.123651,0.11651900000000001,0.10944200000000001,0.10495399999999999,0.1106,0.119315,0.180179,0.289472,0.266669,0.244448,0.257139,0.272725,0.131175,0.12878,0.125523,0.118272,0.121858,0.131522,0.12878900000000001,0.156249,0.08554099999999999
14,0.177573,0.21904899999999997,0.159167,0.19608399999999998,0.111106,0.196723,0.5678989999999999,0.424996,0.538091,0.22580799999999998,0.11110999999999999,0.166671,0.194627,0.161908,0.74627,0.06767100000000001,0.07258099999999999,0.059413,0.066682,0.27912800000000004,0.0,0.07458,0.341133,0.176853,0.15076199999999998,0.112927,0.06017,0.816314,0.12541,0.048050999999999996,0.171085,0.032331,0.011337999999999999,0.953033,0.300491,0.000471,0.079186,0.079186,0.079186,0.079186,0.079186,0.645489,0.584725,0.584725,0.584725,0.584725,0.584725,0.332183,0.192685,0.14136400000000002,0.233598,0.279683,0.29089,0.438597,0.65317,0.5515899999999999,0.359646,0.124991,0.225361,0.392407,0.404763,1.0,0.140707,0.158876,0.339125,0.273567,0.15162899999999999,0.13924,0.09926499999999999,0.218748,0.0,0.0,0.573742,0.0,0.251101,0.0,0.056165999999999994,0.0,0.0,0.23952199999999998,0.22618899999999997,0.194451,0.169233,0.150571,0.154513,0.450554,0.8088310000000001,0.712117,0.71699,0.723413,0.700008,0.229415,0.20819400000000002,0.17156400000000002,0.14793399999999998,0.132998,0.136156,0.21621300000000002,0.368419,0.333337,0.31111500000000003,0.314281,0.31818,0.23952199999999998,0.22618899999999997,0.194451,0.169233,0.150571,0.154513,0.22619899999999998,0.28867,0.135801
15,0.177573,0.21904899999999997,0.15570599999999998,0.194301,0.111106,0.196723,0.5678989999999999,0.424996,0.538091,0.22580799999999998,0.11110999999999999,0.15556,0.19931300000000002,0.176218,0.888072,0.072904,0.077811,0.064608,0.071911,0.288765,0.0,0.079955,0.3962,0.173223,0.146705,0.117075,0.062329999999999997,0.92489,0.12541,0.055916999999999994,0.16669,0.031878,0.011009,0.9594950000000001,0.323345,0.00047400000000000003,0.084573,0.084573,0.084573,0.084573,0.084573,0.551565,0.49698100000000006,0.49698100000000006,0.49698100000000006,0.49698100000000006,0.49698100000000006,0.340834,0.401995,0.151581,0.23069,0.306356,0.29089,0.438597,0.728716,0.5515899999999999,0.35525999999999996,0.187495,0.14085599999999998,0.202535,0.309526,0.700142,0.165097,0.184577,0.425729,0.387778,0.181698,0.16455699999999998,0.091911,0.218748,0.0,0.0,0.651519,0.0,0.266369,0.0,0.058919000000000006,0.0,0.0,0.23952199999999998,0.22515,0.19937,0.16993,0.138704,0.14449,0.450554,0.7941189999999999,0.757571,0.8302,0.808511,0.725012,0.229415,0.20764499999999997,0.175346,0.14586400000000002,0.119725,0.126305,0.21621300000000002,0.355261,0.36667,0.355559,0.342853,0.363634,0.23952199999999998,0.22515,0.19937,0.16993,0.138704,0.14449,0.225106,0.30859200000000003,0.131403
16,0.140189,0.17619300000000002,0.128026,0.162216,0.111106,0.148575,0.6126510000000001,0.488458,0.619041,0.16129100000000002,0.11110999999999999,0.133339,0.134792,0.10637,0.7910470000000001,0.042136,0.04573,0.037816,0.042904000000000005,0.20218599999999998,0.0,0.044793,0.240089,0.13173900000000002,0.10703800000000001,0.055761,0.035893,0.41814799999999996,0.123574,0.027076,0.126385,0.02897,0.011161,0.071783,0.119841,0.00042,0.042595999999999995,0.042595999999999995,0.042595999999999995,0.042595999999999995,0.042595999999999995,0.65838,0.719353,0.719353,0.719353,0.719353,0.719353,0.27163000000000004,0.401995,0.13161199999999998,0.150867,0.09932300000000001,0.18448699999999998,0.234069,0.361266,0.26860300000000004,0.307015,0.296875,0.23943699999999998,0.316458,0.428573,0.625179,0.103184,0.112147,0.271654,0.268255,0.108275,0.120253,0.029412,0.078122,0.0,0.0,0.484347,0.0,0.157171,0.0,0.072613,0.0,0.0,0.167273,0.16021,0.15379,0.134878,0.116877,0.136446,0.39561,0.6764720000000001,0.666664,0.71699,0.68086,0.6250100000000001,0.158946,0.14649700000000002,0.134183,0.11627699999999999,0.10368699999999999,0.122334,0.189187,0.315788,0.316669,0.31111500000000003,0.28570999999999996,0.31818,0.167273,0.16021,0.15379,0.134878,0.116877,0.136446,0.160166,0.215232,0.09929099999999999
17,0.168226,0.195241,0.15570599999999998,0.181824,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.166671,0.162744,0.128675,0.723882,0.052377999999999994,0.054787,0.045868,0.04875,0.23624499999999998,0.6339090000000001,0.05711,0.271751,0.158254,0.131446,0.074537,0.043358,0.44623999999999997,0.123574,0.034892,0.152889,0.035202,0.013538,0.358417,0.16539700000000002,0.000509,0.056513,0.056513,0.056513,0.056513,0.056513,0.687846,0.725382,0.725382,0.725382,0.725382,0.725382,0.264709,0.524917,0.177492,0.203837,0.31751799999999997,0.24538400000000002,0.286459,0.42994799999999994,0.36046300000000003,0.39473400000000003,0.453125,0.366198,0.316458,0.404763,0.625179,0.115378,0.128503,0.282478,0.274231,0.131956,0.132911,0.051011,0.117185,0.199998,0.5814779999999999,0.475761,0.0,0.17291099999999998,0.0,0.07978099999999999,0.0,0.0,0.211746,0.186835,0.188353,0.16492300000000001,0.139503,0.148751,0.538466,0.661766,0.651512,0.679253,0.638307,0.5500079999999999,0.215248,0.184726,0.182584,0.15901300000000002,0.13686900000000002,0.144419,0.414411,0.394735,0.40000399999999997,0.377781,0.314281,0.31818,0.211746,0.186835,0.188353,0.16492300000000001,0.139503,0.148751,0.186834,0.23007600000000003,0.12131600000000001
18,0.168226,0.195241,0.152248,0.180041,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.15556,0.164518,0.13376500000000002,0.783583,0.054002,0.05619,0.047352,0.049795,0.239921,0.661112,0.058901999999999996,0.29267600000000005,0.156574,0.129779,0.075894,0.04411,0.48729799999999995,0.123574,0.037312,0.150919,0.034975,0.013378999999999999,0.361645,0.173427,0.000509,0.058309,0.058309,0.058309,0.058309,0.058309,0.650093,0.686534,0.686534,0.686534,0.686534,0.686534,0.268169,0.471762,0.190866,0.201602,0.34016399999999997,0.24538400000000002,0.286459,0.489702,0.36046300000000003,0.390347,0.453125,0.211261,0.24050700000000003,0.428573,1.0,0.125697,0.140185,0.324397,0.309425,0.13933399999999999,0.13924,0.051471,0.16405999999999998,0.199998,0.5814779999999999,0.597479,0.0,0.17613299999999998,0.0,0.081345,0.0,0.0,0.211746,0.18579600000000002,0.195303,0.156175,0.132556,0.152832,0.538466,0.647061,0.7272689999999999,0.69812,0.638307,0.57501,0.215248,0.184176,0.188525,0.146229,0.12802,0.147596,0.414411,0.394735,0.450004,0.355559,0.314281,0.31818,0.211746,0.18579600000000002,0.195303,0.156175,0.132556,0.152832,0.18574100000000002,0.23828000000000002,0.11953499999999999
19,0.19626300000000002,0.214288,0.176468,0.19786700000000002,0.155551,0.176748,0.28705,0.274993,0.5714239999999999,0.22580799999999998,0.222221,0.177782,0.194806,0.162504,0.768658,0.06722,0.067606,0.057928999999999994,0.057211,0.276805,0.984431,0.074804,0.343611,0.18160199999999999,0.153185,0.098646,0.052724,0.552668,0.123574,0.049363,0.175715,0.041434,0.015762,0.6547270000000001,0.23265500000000003,0.000611,0.076043,0.076043,0.076043,0.076043,0.076043,0.644568,0.663091,0.663091,0.663091,0.663091,0.663091,0.259519,0.5382060000000001,0.24956399999999998,0.25601199999999996,0.285889,0.306948,0.338638,0.638049,0.454934,0.464909,0.609376,0.183108,0.177209,0.440479,1.0,0.146335,0.16588599999999998,0.362791,0.377817,0.165822,0.17088599999999998,0.06342,0.187497,0.500005,0.697551,0.612125,0.0,0.19509,0.0,0.090076,0.0,0.0,0.256168,0.21131799999999998,0.23688299999999998,0.17740999999999998,0.148296,0.16915999999999998,0.6703319999999999,0.61765,0.772722,0.69812,0.595753,0.5500079999999999,0.271611,0.22185500000000002,0.242869,0.176304,0.15249100000000002,0.17285899999999998,0.603603,0.473682,0.550004,0.40000399999999997,0.342853,0.363634,0.256168,0.21131799999999998,0.23688299999999998,0.17740999999999998,0.148296,0.16915999999999998,0.21131599999999998,0.261716,0.14033099999999998
20,0.19626300000000002,0.214288,0.176468,0.19786700000000002,0.155551,0.176748,0.28705,0.274993,0.5714239999999999,0.22580799999999998,0.222221,0.177782,0.194969,0.1631,0.77612,0.0674,0.067734,0.058077,0.057285,0.27726999999999996,0.9871200000000001,0.075027,0.345815,0.181567,0.153111,0.098649,0.052724,0.552668,0.123574,0.049816,0.17566500000000002,0.041395999999999995,0.015737,0.655226,0.23394299999999998,0.000611,0.076267,0.076267,0.076267,0.076267,0.076267,0.641806,0.660411,0.660411,0.660411,0.660411,0.660411,0.259519,0.5149520000000001,0.24975,0.25598200000000004,0.269449,0.306948,0.338638,0.638049,0.454934,0.464909,0.609376,0.183108,0.177209,0.440479,0.700142,0.15196400000000002,0.172895,0.38633,0.418987,0.170018,0.177215,0.056985,0.187497,0.500005,0.697551,0.635863,0.0,0.19509,0.0,0.090076,0.0,0.0,0.256168,0.21131799999999998,0.23688299999999998,0.17740999999999998,0.148296,0.16915999999999998,0.6703319999999999,0.61765,0.772722,0.69812,0.595753,0.5500079999999999,0.271611,0.22185500000000002,0.242869,0.176304,0.15249100000000002,0.17285899999999998,0.603603,0.473682,0.550004,0.40000399999999997,0.342853,0.363634,0.256168,0.21131799999999998,0.23688299999999998,0.17740999999999998,0.148296,0.16915999999999998,0.21131599999999998,0.261716,0.140271
21,0.19626300000000002,0.214288,0.179928,0.199649,0.155551,0.176748,0.28705,0.274993,0.5714239999999999,0.22580799999999998,0.222221,0.188894,0.193851,0.159522,0.738807,0.06631799999999999,0.066969,0.057187,0.056837,0.275064,0.9614360000000001,0.073683,0.332047,0.182759,0.154282,0.09739500000000001,0.052071000000000006,0.525655,0.123574,0.047849,0.177064,0.041548,0.015851,0.653493,0.2287,0.000605,0.074921,0.074921,0.074921,0.074921,0.074921,0.662063,0.6798350000000001,0.6798350000000001,0.6798350000000001,0.6798350000000001,0.6798350000000001,0.26124899999999995,0.5149520000000001,0.23294,0.257788,0.20369,0.306948,0.338638,0.572806,0.454934,0.46929499999999996,0.609376,0.380284,0.189885,0.404763,0.400291,0.14821199999999998,0.168222,0.370594,0.335985,0.164993,0.16455699999999998,0.066177,0.156247,0.500005,0.697551,0.5096,0.0,0.19509,0.0,0.090076,0.0,0.0,0.256168,0.21242199999999997,0.22861900000000002,0.19325599999999998,0.146206,0.166519,0.6703319999999999,0.632355,0.696966,0.735857,0.574477,0.5250100000000001,0.271611,0.22240300000000002,0.235306,0.201873,0.150279,0.169999,0.603603,0.473682,0.500004,0.488893,0.314281,0.31818,0.256168,0.21242199999999997,0.22861900000000002,0.19325599999999998,0.146206,0.166519,0.21240900000000001,0.257029,0.141452
22,0.19626300000000002,0.214288,0.190308,0.204996,0.155551,0.176748,0.28705,0.274993,0.5714239999999999,0.22580799999999998,0.222221,0.222227,0.187549,0.14163599999999998,0.567163,0.06018300000000001,0.061611,0.05154500000000001,0.052804,0.26326,0.8952559999999999,0.066965,0.263216,0.189154,0.160677,0.090962,0.048717,0.320363,0.123574,0.039025,0.184614,0.041321,0.015768,0.663421,0.207921,0.0005809999999999999,0.068186,0.068186,0.068186,0.068186,0.068186,0.7955810000000001,0.814465,0.814465,0.814465,0.814465,0.814465,0.164367,0.30565,0.189473,0.264677,0.125522,0.306948,0.338638,0.408657,0.454934,0.48245200000000005,0.5,0.704234,0.6076,0.5000020000000001,0.625179,0.12006900000000001,0.135512,0.26045,0.252983,0.13660799999999998,0.151899,0.053309,0.109373,0.500005,0.697551,0.462125,0.0,0.185566,0.0,0.087652,0.0,0.0,0.256168,0.215734,0.21032199999999998,0.205044,0.180514,0.177564,0.6703319999999999,0.6764720000000001,0.530302,0.566046,0.531924,0.500009,0.271611,0.22405500000000003,0.21996500000000002,0.220502,0.19784000000000002,0.19255999999999998,0.603603,0.486839,0.416671,0.40000399999999997,0.342853,0.363634,0.256168,0.215734,0.21032199999999998,0.205044,0.180514,0.177564,0.215689,0.22929499999999997,0.148362
23,0.140189,0.17619300000000002,0.131486,0.163999,0.111106,0.148575,0.6126510000000001,0.488458,0.619041,0.16129100000000002,0.11110999999999999,0.14445,0.132662,0.10091900000000001,0.723882,0.040331,0.043944,0.03596,0.041074,0.197581,0.0,0.043001,0.21586,0.133688,0.108921,0.054278999999999994,0.035015,0.352777,0.123574,0.024858,0.12867699999999999,0.02912,0.01125,0.067313,0.11106500000000001,0.00042,0.0408,0.0408,0.0408,0.0408,0.0408,0.7117859999999999,0.7769560000000001,0.7769560000000001,0.7769560000000001,0.7769560000000001,0.7769560000000001,0.27163000000000004,0.192685,0.12148900000000001,0.153529,0.16508299999999998,0.18448699999999998,0.234069,0.305635,0.26860300000000004,0.31140100000000004,0.26562600000000003,0.366198,0.45569799999999994,0.452383,0.625179,0.093802,0.102801,0.23577800000000002,0.187245,0.095178,0.094937,0.047794,0.109373,0.0,0.0,0.429802,0.0,0.15041600000000002,0.0,0.070525,0.0,0.0,0.167273,0.161249,0.148085,0.138047,0.12653,0.139807,0.39561,0.691177,0.606059,0.641518,0.638307,0.6250100000000001,0.158946,0.147047,0.12997,0.121147,0.113641,0.12567,0.189187,0.315788,0.283337,0.288893,0.28570999999999996,0.31818,0.167273,0.161249,0.148085,0.138047,0.12653,0.139807,0.16125899999999999,0.20468499999999998,0.101462
24,0.168226,0.195241,0.159167,0.183607,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.177782,0.16083499999999998,0.123591,0.671642,0.050573,0.053,0.044013,0.046919,0.23218200000000003,0.6339090000000001,0.05531900000000001,0.250825,0.16020299999999998,0.13333,0.072877,0.042438,0.38951399999999997,0.123574,0.032672,0.15517899999999998,0.035429,0.013684,0.35320100000000004,0.155774,0.000508,0.054717999999999996,0.054717999999999996,0.054717999999999996,0.054717999999999996,0.054717999999999996,0.732967,0.7736069999999999,0.7736069999999999,0.7736069999999999,0.7736069999999999,0.7736069999999999,0.264709,0.315617,0.16736900000000002,0.20680700000000002,0.284639,0.24538400000000002,0.286459,0.375002,0.36046300000000003,0.39912,0.421875,0.49295900000000004,0.45569799999999994,0.41666899999999996,0.625179,0.105998,0.119157,0.248869,0.22708699999999998,0.119368,0.113924,0.064339,0.140622,0.199998,0.5814779999999999,0.453538,0.0,0.165966,0.0,0.07766100000000001,0.0,0.0,0.211746,0.18793900000000002,0.18271300000000001,0.167965,0.149649,0.151633,0.538466,0.6764720000000001,0.606059,0.622649,0.595753,0.5500079999999999,0.215248,0.185275,0.178479,0.163884,0.147099,0.14712,0.414411,0.40789200000000003,0.383337,0.333337,0.314281,0.31818,0.211746,0.18793900000000002,0.18271300000000001,0.167965,0.149649,0.151633,0.18792799999999998,0.220311,0.123494
25,0.168226,0.195241,0.15570599999999998,0.181824,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.166671,0.162613,0.128675,0.731345,0.052197,0.054403999999999994,0.045497,0.047965,0.23616700000000002,0.661112,0.05711,0.271751,0.158523,0.131667,0.074115,0.043123,0.426791,0.123574,0.035093,0.15320999999999999,0.035202,0.013519999999999999,0.356182,0.16354200000000002,0.000509,0.056513,0.056513,0.056513,0.056513,0.056513,0.695213,0.734089,0.734089,0.734089,0.734089,0.734089,0.268169,0.39202800000000004,0.18074300000000001,0.204481,0.356603,0.24538400000000002,0.286459,0.42994799999999994,0.36046300000000003,0.39473400000000003,0.43750100000000003,0.323946,0.367091,0.452383,1.0,0.12100799999999999,0.135512,0.307655,0.291496,0.128642,0.120253,0.06479800000000001,0.187497,0.199998,0.5814779999999999,0.584852,0.0,0.16913,0.0,0.079224,0.0,0.0,0.211746,0.186835,0.189663,0.159281,0.142455,0.154634,0.538466,0.661766,0.666664,0.641518,0.595753,0.57501,0.215248,0.184726,0.184313,0.1511,0.138251,0.149662,0.414411,0.394735,0.416671,0.333337,0.28570999999999996,0.31818,0.211746,0.186835,0.189663,0.159281,0.142455,0.154634,0.186834,0.22851300000000002,0.121717
26,0.168226,0.195241,0.15570599999999998,0.181824,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.166671,0.161759,0.126133,0.69403,0.051384000000000006,0.053703,0.044755,0.047442000000000005,0.234039,0.6502319999999999,0.056215,0.261288,0.158912,0.132185,0.073996,0.043057,0.41922600000000004,0.123574,0.033681,0.153694,0.035127,0.013468,0.357175,0.161415,0.000509,0.055616,0.055616,0.055616,0.055616,0.055616,0.712707,0.752842,0.752842,0.752842,0.752842,0.752842,0.264709,0.471762,0.17962899999999998,0.204327,0.301078,0.24538400000000002,0.286459,0.42994799999999994,0.36046300000000003,0.39473400000000003,0.43750100000000003,0.323946,0.367091,0.488097,0.625179,0.107873,0.121492,0.257304,0.22111,0.11509100000000001,0.113924,0.06801499999999999,0.16405999999999998,0.199998,0.5814779999999999,0.46363999999999994,0.0,0.16805,0.0,0.07886699999999999,0.0,0.0,0.211746,0.186835,0.189663,0.159726,0.13956500000000002,0.159376,0.538466,0.661766,0.666664,0.641518,0.574477,0.57501,0.215248,0.184726,0.184313,0.151344,0.1359,0.15554,0.414411,0.394735,0.416671,0.333337,0.28570999999999996,0.31818,0.211746,0.186835,0.189663,0.159726,0.13956500000000002,0.159376,0.186834,0.22578,0.122226
27,0.168226,0.195241,0.159167,0.183607,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.177782,0.159891,0.12104300000000001,0.634328,0.049760000000000006,0.052299,0.043269999999999996,0.046397,0.230361,0.6204569999999999,0.054423,0.240364,0.16086099999999998,0.134073,0.072521,0.04224,0.370604,0.123574,0.031463,0.15598499999999998,0.035352999999999996,0.013626,0.35394699999999996,0.153665,0.000508,0.05382000000000001,0.05382000000000001,0.05382000000000001,0.05382000000000001,0.05382000000000001,0.755066,0.795709,0.795709,0.795709,0.795709,0.795709,0.259519,0.262461,0.16411900000000001,0.206225,0.301078,0.24538400000000002,0.286459,0.375002,0.36046300000000003,0.39912,0.40625,0.478875,0.518991,0.476192,0.625179,0.104121,0.11682000000000001,0.24056100000000002,0.179277,0.113194,0.10759400000000001,0.06755499999999999,0.140622,0.199998,0.5814779999999999,0.424752,0.0,0.164939,0.0,0.077336,0.0,0.0,0.211746,0.18793900000000002,0.183302,0.164162,0.153892,0.15703399999999998,0.538466,0.6764720000000001,0.606059,0.584914,0.574477,0.5500079999999999,0.215248,0.185275,0.178802,0.160597,0.15401199999999998,0.153793,0.414411,0.40789200000000003,0.383337,0.333337,0.314281,0.31818,0.211746,0.18793900000000002,0.183302,0.164162,0.153892,0.15703399999999998,0.18792799999999998,0.21679600000000002,0.12425499999999999
28,0.168226,0.195241,0.159167,0.183607,0.133328,0.162644,0.43055699999999997,0.37307199999999996,0.595234,0.19355,0.166666,0.177782,0.159864,0.12104300000000001,0.634328,0.049760000000000006,0.052299,0.043269999999999996,0.046397,0.23047800000000002,0.6204569999999999,0.054423,0.240364,0.16086099999999998,0.134073,0.07170399999999999,0.041789,0.309017,0.123574,0.031463,0.15598499999999998,0.035127,0.013493000000000002,0.35941,0.155597,0.000499,0.05382000000000001,0.05382000000000001,0.05382000000000001,0.05382000000000001,0.05382000000000001,0.755066,0.795709,0.795709,0.795709,0.795709,0.795709,0.243948,0.471762,0.16411900000000001,0.205981,0.307284,0.24538400000000002,0.286459,0.375002,0.36046300000000003,0.39912,0.39062399999999997,0.46479,0.5316489999999999,0.5119060000000001,0.625179,0.104121,0.11682000000000001,0.24056100000000002,0.179277,0.12032999999999999,0.113924,0.060661,0.124998,0.199998,0.5814779999999999,0.424752,0.0,0.166037,0.0,0.078283,0.0,0.0,0.211746,0.18793900000000002,0.1835,0.163655,0.152723,0.160397,0.538466,0.6764720000000001,0.606059,0.584914,0.574477,0.5500079999999999,0.215248,0.185275,0.178802,0.16023199999999999,0.15318299999999999,0.1584,0.414411,0.40789200000000003,0.383337,0.31111500000000003,0.314281,0.31818,0.211746,0.18793900000000002,0.1835,0.163655,0.152723,0.160397,0.18792799999999998,0.21757600000000002,0.124279
29,0.19626300000000002,0.214288,0.179928,0.199649,0.155551,0.176748,0.28705,0.274993,0.5714239999999999,0.22580799999999998,0.222221,0.188894,0.191353,0.152367,0.664179,0.063611,0.06429,0.054439999999999995,0.05426,0.26968400000000003,0.9667399999999999,0.070997,0.30451500000000004,0.18438,0.15620799999999999,0.096219,0.051457,0.478655,0.123574,0.043917000000000005,0.179073,0.041548,0.015826,0.6507609999999999,0.21715399999999999,0.00061,0.072227,0.072227,0.072227,0.072227,0.072227,0.717312,0.737438,0.737438,0.737438,0.737438,0.737438,0.256058,0.5149520000000001,0.23684000000000002,0.258646,0.236569,0.306948,0.338638,0.572806,0.454934,0.46929499999999996,0.578125,0.28169099999999997,0.278481,0.5238109999999999,0.625179,0.121945,0.140185,0.276185,0.21181399999999997,0.138265,0.13924,0.08455900000000001,0.187497,0.500005,0.697551,0.462125,0.0,0.185684,0.0,0.08720900000000001,0.0,0.0,0.256168,0.21242199999999997,0.23124299999999998,0.18146600000000002,0.152601,0.179066,0.6703319999999999,0.632355,0.712117,0.641518,0.531924,0.5250100000000001,0.271611,0.22240300000000002,0.238763,0.18154,0.158159,0.18557,0.603603,0.473682,0.533339,0.377781,0.28570999999999996,0.363634,0.256168,0.21242199999999997,0.23124299999999998,0.18146600000000002,0.152601,0.179066,0.21240900000000001,0.24726399999999998,0.143624
