,Group
337,0.49999999999999994
338,0.49999999999999994
339,0.49999999999999994
340,0.5833333333333333
341,0.5833333333333333
342,0.5833333333333333
343,0.5833333333333333
344,0.6666666666666666
345,0.6666666666666666
346,0.6666666666666666
347,0.6666666666666666
348,0.7499999999999999
349,0.7499999999999999
350,0.7499999999999999
351,0.7499999999999999
352,0.8333333333333333
353,0.8333333333333333
354,0.8333333333333333
355,0.8333333333333333
356,0.9166666666666666
357,0.9166666666666666
358,0.9166666666666666
359,0.9166666666666666
360,0.9999999999999999
361,0.9999999999999999
362,0.9999999999999999
363,0.9999999999999999
364,0.0
365,0.0
366,0.0
367,0.0
368,0.08333333333333333
369,0.08333333333333333
370,0.08333333333333333
371,0.08333333333333333
372,0.16666666666666669
373,0.16666666666666669
374,0.16666666666666669
375,0.16666666666666669
376,0.25
377,0.25
378,0.25
379,0.25
380,0.3333333333333333
381,0.3333333333333333
382,0.3333333333333333
383,0.3333333333333333
384,0.4166666666666667
385,0.4166666666666667
386,0.4166666666666667
387,0.4166666666666667
388,0.49999999999999994
389,0.49999999999999994
390,0.49999999999999994
391,0.49999999999999994
392,0.5833333333333333
393,0.5833333333333333
394,0.5833333333333333
395,0.5833333333333333
396,0.6666666666666666
397,0.6666666666666666
398,0.6666666666666666
399,0.6666666666666666
400,0.7499999999999999
401,0.7499999999999999
402,0.7499999999999999
403,0.7499999999999999
404,0.8333333333333333
405,0.8333333333333333
406,0.8333333333333333
407,0.8333333333333333
408,0.9166666666666666
409,0.9166666666666666
410,0.9166666666666666
411,0.9166666666666666
412,0.9999999999999999
413,0.9999999999999999
414,0.9999999999999999
415,0.9999999999999999
416,0.0
417,0.0
418,0.0
419,0.0
420,0.08333333333333333
421,0.08333333333333333
422,0.08333333333333333
423,0.08333333333333333
424,0.16666666666666669
425,0.16666666666666669
426,0.16666666666666669
427,0.16666666666666669
428,0.25
429,0.25
430,0.25
431,0.25
432,0.3333333333333333
433,0.3333333333333333
434,0.3333333333333333
435,0.3333333333333333
436,0.4166666666666667
437,0.4166666666666667
438,0.4166666666666667
439,0.4166666666666667
440,0.49999999999999994
441,0.49999999999999994
442,0.49999999999999994
443,0.49999999999999994
444,0.5833333333333333
445,0.5833333333333333
446,0.5833333333333333
447,0.5833333333333333
448,0.6666666666666666
449,0.6666666666666666
450,0.6666666666666666
451,0.6666666666666666
452,0.7499999999999999
453,0.7499999999999999
454,0.7499999999999999
455,0.7499999999999999
456,0.8333333333333333
457,0.8333333333333333
458,0.8333333333333333
459,0.8333333333333333
460,0.9166666666666666
461,0.9166666666666666
462,0.9166666666666666
463,0.9166666666666666
464,0.9999999999999999
465,0.9999999999999999
466,0.9999999999999999
467,0.9999999999999999
